업종명,업소명,영업자,소재지(도로명),소재지(지번)
휴게음식점,미로까페 Maze,이해연,경기도 포천시 내촌면 부마로 354-6  1동 1층,경기도 포천시 내촌면 마명리 134번지 8호 외1필지 
휴게음식점,요거프레소,김보라,경기도 포천시 소흘읍 솔모루로 98-6  가동 1층,경기도 포천시 소흘읍 송우리 107번지 2호 외2필지 
휴게음식점,미니스톱송우중앙점,박진배,경기도 포천시 소흘읍 솔모루로 71-6 (편의점 내) 1층,경기도 포천시 소흘읍 송우리 191번지 1호 가호 
휴게음식점,밸리필로소피(valleyphilosophy),이재희,경기도 포천시 이동면 화동로 2357  2층,경기도 포천시 이동면 도평리 238번지 2호 2층 
휴게음식점,연다방,ZHENG FUZI,경기도 포천시 삼육사로 2248  2층 (선단동),경기도 포천시 선단동 534번지 4호  
휴게음식점,헤이카페(Hej cafe),권은영,경기도 포천시 영북면 우물목길 171-18  1층,경기도 포천시 영북면 산정리 728번지 외2필지  1층 
휴게음식점,메가커피 포천신읍점,최민주,경기도 포천시 구절초로 20  가동 1층 (신읍동),경기도 포천시 신읍동 27번지 12호 외1필지 1층 가동 
휴게음식점,세븐일레븐 선단마을점,김금자,경기도 포천시 선마로 14-20  허브캐슬2차 (세븐일레븐 편의점내) 103동 102호 (선단동),경기도 포천시 선단동 34번지 허브캐슬2차 (세븐일레븐 편의점내) 103동 102호
휴게음식점,포천CU선단점,김정임,경기도 포천시 송선로 284  편의점 내 1층 (선단동),경기도 포천시 선단동 834번지 11호  
휴게음식점,김군아떡볶이배달가자,김가현,경기도 포천시 소흘읍 태봉로 235  석향마을대방노블랜드아파트 상가동 1층 107호,경기도 포천시 소흘읍 송우리 725번지 7호 석향마을대방노블랜드아파트  1층 상가동 107호
휴게음식점,쿠킹카페,홍정숙,경기도 포천시 소흘읍 태봉로 235  석향마을대방노블랜드아파트 상가동 2층 202호,경기도 포천시 소흘읍 송우리 725번지 7호 2층 석향마을대방노블랜드아파트 상가동 202호
휴게음식점,하나푸드점,조길용,경기도 포천시 일동면 화동로 996  하나유통식자재마트내 1층,경기도 포천시 일동면 기산리 290번지 6호 외1필지 하나유통식자재마트내 1층 
휴게음식점,하나유통식자재마트 카페사월,조예진,경기도 포천시 일동면 화동로 996  하나유통식자재마트내 1층,경기도 포천시 일동면 기산리 290번지 6호 외1필지  하나유통식자재마트내 1층 
휴게음식점,지에스(GS)25 일동퍼스트점,이규환,경기도 포천시 일동면 화동로 935  해밀아브뉴(GS25 편의점내) 가동 1층,경기도 포천시 일동면 기산리 327번지 5호 해밀아브뉴(GS25 편의점내) 가동 
휴게음식점,판크로스 포천점,강금조,경기도 포천시 호국로 915  이마트 포천점 내 1층 (설운동),경기도 포천시 설운동 2번지  
휴게음식점,CU대진대원룸제일점,황연서,경기도 포천시 호국로1025번길 22  편의점 내 1층 (선단동),경기도 포천시 선단동 403번지 12호  
휴게음식점,토리과자점,맹주경,경기도 포천시 내촌면 포천로14번길 2  1층,경기도 포천시 내촌면 내리 465번지 21호 1층 
휴게음식점,카페 여명,김남미,경기도 포천시 중앙로34번길 8  근로자종합복지관 주차장 내 푸드트럭 존(98도9900) (신읍동),경기도 포천시 신읍동 397번지 2호 근로자종합복지관 포천문화원 
휴게음식점,이마트24 포천운천점,김광명,경기도 포천시 영북면 운천로 75-1  편의점 내 1층,경기도 포천시 영북면 운천리 585번지 2호  
휴게음식점,247커피coffee,이철희,경기도 포천시 내촌면 금강로 2708  1층,경기도 포천시 내촌면 소학리 236번지  
휴게음식점,CU내촌휴게소점,이기승,경기도 포천시 내촌면 금강로 2708  편의점 내 1층,경기도 포천시 내촌면 소학리 236번지  
휴게음식점,모찌모찌슬라임&폰데코,박윤하,경기도 포천시 소흘읍 송우로 63  5층 504호,경기도 포천시 소흘읍 송우리 729번지 8호 5층 504호
휴게음식점,씨유 용정산업단지점,박지혜,경기도 포천시 군내면 용정경제로1길 14-1 (행복주택근린생활시설  편의점 내) 1층 101호,경기도 포천시 군내면 용정리 475번지 2호  
휴게음식점,엑스푸드,김용선, ,경기도 포천시 화현면 화현리 1148번지 28호 포천운악산 단풍축제 행사장 운악산 등산로 입구 지정장소 
휴게음식점,The설렘,양설희,경기도 포천시 일동면 화동로1051번길 1-8  2층,경기도 포천시 일동면 기산리 90번지 113호 2층 
휴게음식점,덕둔리136,김명애,경기도 포천시 신북면 청신로 894  1층,경기도 포천시 신북면 덕둔리 136번지 10호 1층 
휴게음식점,이마트24 포천체육공원점,안경미,경기도 포천시 중앙로61번길 19  107동 1층 101호 (신읍동  공원빌라),경기도 포천시 신읍동 104번지 8호 외1필지  공원빌라 107동 101호
휴게음식점,까사미아 포천점,신지윤,경기도 포천시 소흘읍 솔모루로 15  가동 2층 208-2호,경기도 포천시 소흘읍 송우리 505번지 17호  
휴게음식점,스마일명품찹쌀꽈배기,장기용,경기도 포천시 소흘읍 솔모루로 22  1층,경기도 포천시 소흘읍 송우리 442번지 6호 1층 
휴게음식점,All-Time coffee(올-타임 커피),이용덕,경기도 포천시 중앙로 49-1  1층 (신읍동),경기도 포천시 신읍동 75번지 3호  
휴게음식점,수정다방,박덕순,경기도 포천시 소흘읍 솔모루로78번길 10  2층,경기도 포천시 소흘읍 송우리 122번지 14호 202호 
휴게음식점,더감미로운,권예리,경기도 포천시 일동면 화동로 935  해밀아브뉴 라동 1층,경기도 포천시 일동면 기산리 327번지 5호 즉석판매제조가공업'더감미로운'과 조리장공동사용 
휴게음식점,CU편의점 베어스타운점,김광인,경기도 포천시 내촌면 금강로2536번길 27  베어스타운휴양콘도미니엄  편의점 내 1층,경기도 포천시 내촌면 소학리 295번지  
휴게음식점,에이마트 불날리할인마트,이호열,경기도 포천시 삼육사로2242번길 3  A마트 불날리할인마트 내 1층 (선단동),경기도 포천시 선단동 536번지 1층  A마트 불날리할인마트 내 
휴게음식점,가산농협N카페,김창길,경기도 포천시 가산면 선마로 233  가산농협 마동 1층,경기도 포천시 가산면 마산리 399번지 2호 가산농협  1층 마동 
휴게음식점,커피베이선단점,김균하,경기도 포천시 호국로 959  엘카운티A동 1층 가-2호 (선단동),경기도 포천시 선단동 461번지 1호 외7필지  1층 엘카운티A동 가-2호
휴게음식점,(주)나남(지점),김태헌,경기도 포천시 신북면 청신로1196번길 56  책박물관동 1층,경기도 포천시 신북면 갈월리 231번지 5호 외4필지  1층 책박물관동 
휴게음식점,초밥매니아,조승진,경기도 포천시 호국로 1007-15  1층 (선단동),경기도 포천시 선단동 89번지 15호 1층 
휴게음식점,커피공방,권광섭,경기도 포천시 영중면 물안길 177-28  다동,경기도 포천시 영중면 금주리 259번지 1호  
휴게음식점,CU포천정금로점,김미경,경기도 포천시 가산면 정금로 208  편의점 내 1층,경기도 포천시 가산면 정교리 45번지 2호 1층 편의점 내 
휴게음식점,씨유포천상운점,황혜경,경기도 포천시 소흘읍 검바위길 100  편의점 내 1층,경기도 포천시 소흘읍 초가팔리 283번지 3호  
휴게음식점,Gmacaron(지마카롱),구혜영,경기도 포천시 일동면 기산동길 7  1층,경기도 포천시 일동면 기산리 83번지 22호  
휴게음식점,이마트24 포천만세교리,황철민,경기도 포천시 신북면 호국로 2276  편의점 내 가동 1층,경기도 포천시 신북면 만세교리 328번지 3호 편의점 내  1층 가동 
휴게음식점,이디야 포천개성인삼농협점,이세용,경기도 포천시 호국로 1423  개성인삼농협하나로마트 내 가동 1층 (어룡동),경기도 포천시 어룡동 397번지 1층  개성인삼농협하나로마트 내 가동 
휴게음식점,세븐일레븐 포천신읍현대점,정승인,경기도 포천시 포천로 1642  현대아파트 상가동(편의점 내) 1층 (신읍동),경기도 포천시 신읍동 235번지 11호 현대아파트 상가동  1층(편의점 내) 
휴게음식점,씨스페이스 신북점,정소연,경기도 포천시 신북면 신창길 7  1층,경기도 포천시 신북면 신평리 159번지 11호  
휴게음식점,세븐일레븐포천일동리버점,정선미,경기도 포천시 일동면 사리재5길 15 (편의점 내) 1층,경기도 포천시 일동면 기산리 79번지 20호  
휴게음식점,지에스(GS) 운천본점,천미자,경기도 포천시 영북면 운천로 25  1층,경기도 포천시 영북면 운천리 516번지 6호  
휴게음식점,카페 소흘,김송이,경기도 포천시 소흘읍 광릉수목원로 690  1층,경기도 포천시 소흘읍 직동리 362번지 3호  
휴게음식점,달달한작업실,안현숙,경기도 포천시 소흘읍 송우로 75  포천세무서 1층 107호,경기도 포천시 소흘읍 송우리 729번지 3호 포천세무서 
휴게음식점,씨유포천연곡점,권종현,경기도 포천시 이동면 화동로 1893  편의점 내 1층,경기도 포천시 이동면 연곡리 872번지 10호  
휴게음식점,올리브버드커피,김진옥,경기도 포천시 중앙로 145  1층 (신읍동),경기도 포천시 신읍동 201번지 13호  
휴게음식점,투썸플레이스(포천중앙점),김용겸,경기도 포천시 중앙로 142  1층 (신읍동),경기도 포천시 신읍동 197번지 8호  
휴게음식점,커피합시다,심정보,경기도 포천시 소흘읍 솔모루로 19  한상빌딩 2층,경기도 포천시 소흘읍 송우리 503번지 6호 한상빌딩 
휴게음식점,미니스톱포천캐슬점,오성녀,경기도 포천시 호국로 1010-2  허브캐슬3차 103동 1층 101호 (선단동),경기도 포천시 선단동 59번지  
휴게음식점,몽드드뚜뚜,김정숙,경기도 포천시 가산면 시우동2길 124,경기도 포천시 가산면 가산리 161번지 3호  
휴게음식점,시크릿피씨투,허강휘,경기도 포천시 소흘읍 솔모루로 31 (피씨방 내) 3층,경기도 포천시 소흘읍 송우리 439번지 1호 외1필지 
휴게음식점,이마트24포천창수점,손선희,경기도 포천시 창수면 창동로 99  편의점 내 나동 1층,경기도 포천시 창수면 오가리 458번지 2호  
휴게음식점,쥬스다커피다(포천점),김민희 외 1명,경기도 포천시 영북면 영북로 171,경기도 포천시 영북면 운천리 511번지 9호 송사부 동일건물 
휴게음식점,우리꽃집&카페,임순덕,경기도 포천시 소흘읍 솔모루로109번길 2  1층,경기도 포천시 소흘읍 송우리 223번지 18호  
휴게음식점,큰손왕만두,박익순,경기도 포천시 중앙로 104-1  1층 (신읍동),경기도 포천시 신읍동 29번지 24호  
휴게음식점,못난이꽈배기,이미희,경기도 포천시 일동면 화동로 1049-2  1층,경기도 포천시 일동면 기산리 90번지 20호  
휴게음식점,카페 더블리스,정충식,경기도 포천시 군내면 호국로 1578  1층,경기도 포천시 군내면 구읍리 731번지 중앙웨딩홀 
휴게음식점,주식회사 동양식자재마트,박용만,경기도 포천시 호국로 968-1 (선단동),경기도 포천시 선단동 503번지  
휴게음식점,탑건강카페,이순애,경기도 포천시 내촌면 금강로 2995-43,경기도 포천시 내촌면 신팔리 348번지  
휴게음식점,혼또니 타코야끼,김현수,경기도 포천시 일동면 화동로 1043,경기도 포천시 일동면 기산리 90번지 36호  
휴게음식점,씨유 포천아이파크점,김성구,경기도 포천시 군내면 호국로 1536-22  상가동 108 109 110호 (포천2차아이파크),경기도 포천시 군내면 구읍리 743번지 포천2차아이파크 
휴게음식점,씨유포천일고스타점,정복희,경기도 포천시 군내면 청군로 3424  1층,경기도 포천시 군내면 하성북리 669번지 6호  
휴게음식점,와우PC-2 (WOW PC-2),장만근,경기도 포천시 호국로 1010  2 3층 (선단동),경기도 포천시 선단동 58번지 12호  
휴게음식점,GS25포천석향점,윤경혜,경기도 포천시 소흘읍 태봉로 235  석향마을대방노블랜드아파트상가 101-1 101-2호,경기도 포천시 소흘읍 송우리 725번지 7호 석향마을대방노블랜드아파트 
휴게음식점,씨유 포천동교 제일점,윤석준,경기도 포천시 화합로 136  왼쪽상가 (동교동),경기도 포천시 동교동 540번지  
휴게음식점,룰루랄라 오감놀이터,김빛나,경기도 포천시 소흘읍 송우로 76  랜드프라자 4층 402호,경기도 포천시 소흘읍 송우리 726번지 78호 랜드프라자 
휴게음식점,프레지,오현주,경기도 포천시 중앙로 91  1층 (신읍동),경기도 포천시 신읍동 58번지 16호  
휴게음식점,그래머시 키친,김지호,경기도 포천시 군내면 호국로 1518  포천종합운동장 주차장,경기도 포천시 군내면 구읍리 691번지  
휴게음식점,CU 포천중앙점,천미경,경기도 포천시 포천로 1584 (신읍동),경기도 포천시 신읍동 191번지 47호  
휴게음식점,곰지,석경준,경기도 포천시 중앙로 193  1층 (신읍동),경기도 포천시 신읍동 6번지 2호  
휴게음식점,아모르,이수정,경기도 포천시 신읍2길 4  1층 (신읍동),경기도 포천시 신읍동 57번지 16호  
휴게음식점,수연다방,박덕순,경기도 포천시 소흘읍 송우로 7,경기도 포천시 소흘읍 송우리 121번지 1호  
휴게음식점,할리스커피 포천송우점,임숙형,경기도 포천시 소흘읍 호국로 513,경기도 포천시 소흘읍 이동교리 149번지 22호  
휴게음식점,씨유 포천일동제일점,최은학,경기도 포천시 일동면 화동로 1127,경기도 포천시 일동면 수입리 159번지 1호  
휴게음식점,큰집닭강정 송우지점,이상중,경기도 포천시 소흘읍 봉솔로 62  1층 7호,경기도 포천시 소흘읍 송우리 410번지 18호  
휴게음식점,이마트24 포천양문점,김효근,경기도 포천시 영중면 양문로 88  102 103호,경기도 포천시 영중면 양문리 772번지 7호  
휴게음식점,명랑핫도그 (송우리점),임신옥,경기도 포천시 소흘읍 솔모루로 66-4  1층,경기도 포천시 소흘읍 송우리 141번지 11호  
휴게음식점,184정육점&편의점,이은화,경기도 포천시 중앙로 184  1층 6호 (신읍동),경기도 포천시 신읍동 2번지 3호  
휴게음식점,세븐일레븐 포천가채리점,정승인,경기도 포천시 신북면 중앙로 408  1층,경기도 포천시 신북면 가채리 303번지 8호  
휴게음식점,스위치온,박남춘,경기도 포천시 소흘읍 송우로 53  우덕프라자 501호,경기도 포천시 소흘읍 송우리 159번지 3호 우덕프라자 
휴게음식점,이디야포천송우리중앙점,전태석,경기도 포천시 소흘읍 송우로 74,경기도 포천시 소흘읍 송우리 726번지 79호  
휴게음식점,세븐일레븐 포천가산 공단점,김영진,경기도 포천시 가산면 시우동길 58,경기도 포천시 가산면 가산리 459번지 4호  
휴게음식점,화악산 산장,홍정녀,경기도 포천시 이동면 포화로 71,경기도 포천시 이동면 도평리 60번지 6호  
휴게음식점,효주의 산책,정훈,경기도 포천시 신북면 깊이울로 87,경기도 포천시 신북면 심곡리 572번지 1호  
휴게음식점,CU송우초교제일점,변용진,경기도 포천시 소흘읍 송우로 74  1층 103호,경기도 포천시 소흘읍 송우리 726번지 79호  
휴게음식점,BURGER VILLAIN,한재근,경기도 포천시 소흘읍 호국로 404  포마켓행사장,경기도 포천시 소흘읍 이동교리 266번지 6호  
휴게음식점,잼있는 딸기,이혜경,경기도 포천시 신북면 삼성당길 19,경기도 포천시 신북면 삼성당리 606번지 14호  
휴게음식점,착한목수카페,고이화,경기도 포천시 소흘읍 죽엽산로 223,경기도 포천시 소흘읍 고모리 493번지 1호  
휴게음식점,꽃다방,신영화,경기도 포천시 영북면 영북로177번길 24-1,경기도 포천시 영북면 운천리 513번지 56호  
휴게음식점,세븐일레븐 포천성동삼거리점,편재연,경기도 포천시 영중면 성장로 12  상가102호,경기도 포천시 영중면 성동리 447번지 5호  
휴게음식점,CU포천진주점,강미경,경기도 포천시 삼육사로 2225-1 (선단동),경기도 포천시 선단동 460번지 13호  
휴게음식점,GS25포천이곡리점,당석찬,경기도 포천시 소흘읍 광릉수목원로 876  1층,경기도 포천시 소흘읍 이곡리 479번지 1호  
휴게음식점,씨유 포천화동로점,박경임,경기도 포천시 일동면 화동로 953,경기도 포천시 일동면 기산리 328번지 14호  
휴게음식점,지에스(GS) 25 가산정교점,이수연,경기도 포천시 가산면 정금로 190  GS 가산정교점,경기도 포천시 가산면 정교리 229번지 4호  
휴게음식점,별다방,홍범철,경기도 포천시 삼육사로 2176-1 (선단동),경기도 포천시 선단동 635번지 2호  
휴게음식점,일곱번째달,함미희,경기도 포천시 군내면 청군로 3369,경기도 포천시 군내면 구읍리 606번지 6호  
휴게음식점,광릉수목원 카페 프로방스,진희경,경기도 포천시 소흘읍 죽엽산로631번길 48,경기도 포천시 소흘읍 직동리 217번지  
휴게음식점,CU포천솔모루점,유남순,경기도 포천시 소흘읍 솔모루로 126-1,경기도 포천시 소흘읍 송우리 94번지 5호  
휴게음식점,몽's 커피,임용래,경기도 포천시 소흘읍 호국로 426,경기도 포천시 소흘읍 이동교리 260번지 2호  
휴게음식점,연(cafe),황지은,경기도 포천시 내촌면 금강로 2887,경기도 포천시 내촌면 소학리 79번지 1호  
휴게음식점,상수포카챠,이경택,경기도 포천시 소흘읍 호국로 404  에코프리미엄아울렛(2019.7.27 이기간에 한시적영업) 1일,경기도 포천시 소흘읍 이동교리 266번지 6호  
휴게음식점,프로방스베이커리&카페,양대종,경기도 포천시 영북면 산정호수로 849-15,경기도 포천시 영북면 산정리 286번지 1호  
휴게음식점,이마트24용정산업단지점,최정원,경기도 포천시 군내면 용정경제로1길 13-17  다동 117 118호,경기도 포천시 군내면 용정리 477번지  
휴게음식점,투썸플레이스 송우점,유종표,경기도 포천시 소흘읍 송우로 34  2층,경기도 포천시 소흘읍 송우리 207번지 소흘농협 하나로마트 
휴게음식점,GS차의대점,홍완표,경기도 포천시 해룡로 121 (동교동),경기도 포천시 동교동 192번지  
휴게음식점,아젤리아,김인숙,경기도 포천시 소흘읍 광릉수목원로 712,경기도 포천시 소흘읍 직동리 381번지 1호  
휴게음식점,세븐일레븐 포천아도니스점,정성경,경기도 포천시 신북면 포천로 2499,경기도 포천시 신북면 고일리 산 59번지  
휴게음식점,GS25 포천선단,서지환,경기도 포천시 호국로 983 (선단동),경기도 포천시 선단동 491번지 1호  
휴게음식점,GS25 광명휴게소점,배영민,경기도 포천시 영중면 호국로 3045,경기도 포천시 영중면 성동리 895번지 3호  
휴게음식점,MILK N CHEEZ,김연수,경기도 포천시 소흘읍 죽엽산로631번길 44-7,경기도 포천시 소흘읍 직동리 220번지 28호  
휴게음식점,사랑을담다분식,문정량,경기도 포천시 신북면 중앙로207번길 58,경기도 포천시 신북면 가채리 834번지 13호  
휴게음식점,하늘다리 커피,김광복, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,하늘포차,이성호, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,하늘카페,이진호, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,해설사의집,박옥분, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,엄지척푸드,권혁분, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,GS25 한화리조트 산정호수점,김현주,경기도 포천시 영북면 산정호수로 402  산정호수한화콘도미니엄 지하1층,경기도 포천시 영북면 산정리 454번지 4호 산정호수한화콘도미니엄 
휴게음식점,클래시 그루밍 도그,추봉증,경기도 포천시 일동면 화동로 1068-1  2층,경기도 포천시 일동면 기산리 82번지 44호  
휴게음식점,하늘다리 상회,이규석, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,은골상회,허용봉, ,경기도 포천시 영북면 대회산리 376번지  
휴게음식점,호야쿡,호정성,경기도 포천시 중앙로 87  체육공원내 포마켓행사장 (신읍동),경기도 포천시 신읍동 58번지 2호 포천시청 
휴게음식점,딩가댕가,김형석,경기도 포천시 소흘읍 광릉수목원로 1104,경기도 포천시 소흘읍 이동교리 523번지 3호  
휴게음식점,박소베조 코리아 레스토랑,SUBANDI,경기도 포천시 소흘읍 솔모루로 95  3층,경기도 포천시 소흘읍 송우리 196번지 1호  
휴게음식점,소담,황현미,경기도 포천시 신읍4길 4  104호 (신읍동),경기도 포천시 신읍동 121번지 3호  
휴게음식점,(사) 더불어사는 사회 포천노인복지센터(카페 하모니 사업단),김종래,경기도 포천시 소흘읍 호국로 567  소흘읍사무소(보건지소2층),경기도 포천시 소흘읍 송우리 495번지 소흘읍사무소 
유흥주점영업,중앙노래주점,이명원,경기도 포천시 관인면 관인로 50-22,경기도 포천시 관인면 탄동리 650번지 40호  
유흥주점영업,코코(coco)노래장,손선주,경기도 포천시 소흘읍 송우로 28,경기도 포천시 소흘읍 166번지 2호  
유흥주점영업,애인,김용규,경기도 포천시 일동면 화동로1043번길 8-12,경기도 포천시 일동면 기산리 90번지 122호  
유흥주점영업,호박,정원철,경기도 포천시 소흘읍 송우로 18-8,경기도 포천시 소흘읍 송우리 130번지 4호  
유흥주점영업,리무진,한형건,경기도 포천시 중앙로119번길 21 (신읍동),경기도 포천시 신읍동 47번지 24호  
유흥주점영업,채널M노래빠,한정순,경기도 포천시 일동면 기산동길 4,경기도 포천시 일동면 기산리 91번지 166호  
유흥주점영업,쎄븐노래빠,김은옥,경기도 포천시 일동면 화동로1043번길 2-5,경기도 포천시 일동면 기산리 90번지 118호  
유흥주점영업,황제,염정숙,경기도 포천시 일동면 화동로1051번길 9-1,경기도 포천시 일동면 기산리 90번지 95호  
유흥주점영업,여우밤,유동열,경기도 포천시 영북면 운천로 30,경기도 포천시 영북면 운천리 517번지 53호  
유흥주점영업,부킹,김진희,경기도 포천시 이동면 장암1길 34-1,경기도 포천시 이동면 장암리 481번지 22호  
유흥주점영업,전주집,이경자, ,경기도 포천시 이동면 장암리 479번지  
유흥주점영업,동반자,송영일, ,경기도 포천시 이동면 장암리 240번지  
유흥주점영업,엔돌핀,정영삼,경기도 포천시 일동면 화동로1043번길 8-4,경기도 포천시 일동면 기산리 90번지 126호  
유흥주점영업,산장유흥주점,오양금,경기도 포천시 영북면 산정호수로411번길 21,경기도 포천시 영북면 산정리 448번지 3호  
유흥주점영업,J (제이),송선이,경기도 포천시 포천로1585번길 28 (신읍동),경기도 포천시 신읍동 47번지 21호  
유흥주점영업,뱅뱅 노래장,임화순,경기도 포천시 소흘읍 솔모루로58번길 5,경기도 포천시 소흘읍 송우리 141번지 19호  
유흥주점영업,벤츠노래장,이진희,경기도 포천시 소흘읍 솔모루로 66-6,경기도 포천시 소흘읍 송우리 141번지 12호  
유흥주점영업,비틀즈,허성필,경기도 포천시 소흘읍 솔모루로 72  지하1층,경기도 포천시 소흘읍 송우리 172번지 2호 지하1층 
유흥주점영업,수정가요주점,김상윤,경기도 포천시 이동면 장암2길 8,경기도 포천시 이동면 장암리 511번지 10호  
유흥주점영업,빅토리아,이점숙,경기도 포천시 영북면 운천로 48,경기도 포천시 영북면 운천리 523번지 15호  
유흥주점영업,QQ노래빠,김화숙,경기도 포천시 일동면 화동로1050번길 6-1,경기도 포천시 일동면 기산리 90번지 153호  
유흥주점영업,술파는던힐노래방,서정성, ,경기도 포천시 신읍동 33번지 6호  
유흥주점영업,MBC노래장,김철용,경기도 포천시 중앙로105번길 10 (신읍동),경기도 포천시 신읍동 49번지 1호  
유흥주점영업,맛나슈퍼,김명학,경기도 포천시 소흘읍 송우로30번길 6,경기도 포천시 소흘읍 송우리 205번지 1호  
유흥주점영업,안개,방미애,경기도 포천시 일동면 화동로 1054-1,경기도 포천시 일동면 기산리 83번지 89호  
유흥주점영업,벤  허,김재현,경기도 포천시 내촌면 내촌로 47,경기도 포천시 내촌면 내리 496번지 3호  
유흥주점영업,백조노래주점,이지연,경기도 포천시 이동면 장암1길 2,경기도 포천시 이동면 장암리 213번지 9호  
유흥주점영업,벌떼노래장,이영호,경기도 포천시 소흘읍 솔모루로 73,경기도 포천시 소흘읍 송우리 190번지  
유흥주점영업,럭셔리노래빠,김진희,경기도 포천시 일동면 화동로 1060-1,경기도 포천시 일동면 기산리 83번지 113호  
유흥주점영업,딸기노래장,이상묵,경기도 포천시 구절초로 20 (신읍동),경기도 포천시 신읍동 27번지 12호  
유흥주점영업,로얄가요주점,장영석,경기도 포천시 영북면 운천로 51,경기도 포천시 영북면 운천리 523번지 12호  
유흥주점영업,곤드레주점,김옥란,경기도 포천시 신북면 포천로 2153,경기도 포천시 신북면 심곡리 299번지 8호  
유흥주점영업,루비 노래가요장,김효정,경기도 포천시 가산면 가산로 356,경기도 포천시 가산면 마산리 152번지 10호 등기필 28489 관련자료 사본 1부 
유흥주점영업,애플,정기현,경기도 포천시 소흘읍 송우로30번길 2-9,경기도 포천시 소흘읍 송우리 194번지 6호  
유흥주점영업,쟈스민,오미예,경기도 포천시 소흘읍 솔모루로78번길 6,경기도 포천시 소흘읍 송우리 130번지 5호  
유흥주점영업,OK 노래빠,최경임,경기도 포천시 일동면 기산동길 4-1,경기도 포천시 일동면 기산리 83번지 85호  
유흥주점영업,운하룸주점,박여순,경기도 포천시 영북면 운천로9번길 9-2,경기도 포천시 영북면 운천리 506번지 24호  
유흥주점영업,보물섬,한창원, ,경기도 포천시 신읍동 30번지 1호  
유흥주점영업,지니노래장,이여진,경기도 포천시 삼육사로 2248 (선단동),경기도 포천시 선단동 534번지 4호  
유흥주점영업,인스카이,남궁정자,경기도 포천시 포천로1585번길 22 (신읍동),경기도 포천시 신읍동 45번지 15호  
유흥주점영업,노래하는야화,유숙희,경기도 포천시 일동면 화동로 1041 (화동로1043번길 9-2),경기도 포천시 일동면 기산리 90번지 135호  
유흥주점영업,수비지니스클럽,추수빈,경기도 포천시 일동면 화동로1051번길 7,경기도 포천시 일동면 기산리 90번지 102호  
유흥주점영업,그랜버드나이트클럽,김동훈,경기도 포천시 이동면 화동로 1862,경기도 포천시 이동면 연곡리 824번지  
유흥주점영업,팡파레가요장,김선래,경기도 포천시 내촌면 내촌로 69,경기도 포천시 내촌면 내리 448번지 6호  
유흥주점영업,애플 노래장,유정근,경기도 포천시 호국로 980 (선단동),경기도 포천시 선단동 41번지  
유흥주점영업,마네킹,이영란,경기도 포천시 중앙로119번길 17 (신읍동),경기도 포천시 신읍동 47번지 6호  
유흥주점영업,오케이영상주점,오윤진,경기도 포천시 일동면 성장로 469,경기도 포천시 일동면 수입리 915번지 7호  
유흥주점영업,부킹,김명순,경기도 포천시 신북면 포천로 2157-1,경기도 포천시 신북면 심곡리 299번지 14호  
유흥주점영업,여우야,정복순,경기도 포천시 중앙로119번길 15-8 (신읍동),경기도 포천시 신읍동 47번지 30호  
유흥주점영업,진선미노래짱,김순이,경기도 포천시 호국로 940  지하1층 (선단동),경기도 포천시 선단동 526번지 7호 지하1층 
유흥주점영업,대림,김정수,경기도 포천시 영중면 양문로 98-1,경기도 포천시 영중면 양문리 770번지 10호  
유흥주점영업,탬버린 노래장,송인태,경기도 포천시 중앙로98번길 7 (신읍동  지하1층),경기도 포천시 신읍동 32번지 1호 (지하1층) 
유흥주점영업,수중궁,신동균,경기도 포천시 이동면 늠바위길 143,경기도 포천시 이동면 장암리 36번지  
유흥주점영업,고고노래장,김종국,경기도 포천시 소흘읍 솔모루로 84,경기도 포천시 소흘읍 송우리 128번지 3호  
유흥주점영업,해와달,김소애,경기도 포천시 중앙로149번길 13-1 (신읍동),경기도 포천시 신읍동 185번지 3호  
유흥주점영업,미아리노래장,이경구,경기도 포천시 소흘읍 솔모루로 83-1,경기도 포천시 소흘읍 송우리 197번지  
유흥주점영업,피플,김윤희,경기도 포천시 소흘읍 솔모루로 71-6,경기도 포천시 소흘읍 송우리 191번지 1호  
유흥주점영업,신세계룸빠,전혜령,경기도 포천시 일동면 화동로1051번길 7-1,경기도 포천시 일동면 기산리 90번지 99호  
유흥주점영업,몰디브노래장,양원제,경기도 포천시 영북면 운천로 50,경기도 포천시 영북면 운천리 523번지 17호  
유흥주점영업,탤런트빠,이기선,경기도 포천시 일동면 화동로1051번길 6,경기도 포천시 일동면 기산리 90번지 42호  
유흥주점영업,샴푸노래짱,한예림,경기도 포천시 소흘읍 송우로 16,경기도 포천시 소흘읍 송우리 134번지 3호  
유흥주점영업,캐슬 노래짱,박신우,경기도 포천시 구절초로 17 (신읍동),경기도 포천시 신읍동 29번지 12호  
유흥주점영업,팡팡노래주점,신동혜,경기도 포천시 영중면 양문로 89-1,경기도 포천시 영중면 양문리 801번지 34호  
유흥주점영업,라이브노래주점,유순목, ,경기도 포천시 신읍동 47번지 4호  
