어린이집,도로명 주소,위도,경도,전화번호,관리기관,연장 보육반 설치 현황,데이터기준일자
아이꿈어린이집,"경기도 화성시 동탄반석로 231 146동 103호(석우동, 예당마을 롯데캐슬)",37.21012811,127.0738574,031-8050-4488,화성시 아동보육과,N,2020-03-27
은샘어린이집,"경기도 화성시 동탄반석로 231 156동 102호(석우동, 예당마을 롯데캐슬)",37.21116839,127.0748771,031-8058-3699,화성시 아동보육과,N,2020-03-27
동일키즈어린이집,"경기도 화성시 봉담읍 동화길 82 105동 104호(동화리, 동화마을동일하이빌)",37.21713343,126.9554161,031-8002-5705,화성시 아동보육과,N,2020-03-27
메이루즈어린이집,"경기도 화성시 동탄숲속로 95 821동 102호(능동, 동탄숲속마을 광명메이루즈)",37.20903451,127.0582999,031-8003-8254,화성시 아동보육과,N,2020-03-27
토실토실어린이집,"경기도 화성시 병점2로 78 402동 105호(병점동, 느치미마을주공뜨란채4단지아파트)",37.20797731,127.0457066,031-231-1544,화성시 아동보육과,Y,2020-03-27
반딧불이어린이집,"경기도 화성시 동탄원천로 315-34 777동 103호(능동, EGTHE1아파트)",37.2115845,127.0580371,031-8050-7659,화성시 아동보육과,Y,2020-03-27
키즈요정어린이집,"경기도 화성시 동탄공원로 21-39 968동 105호(능동, 동탄푸른마을 신일해피트리)",37.19938681,127.0551784,031-8003-5604,화성시 아동보육과,N,2020-03-27
우림한양어린이집,"경기도 화성시 향남읍 발안남로 64 108동 102호(발안리, 우림필유아파트)",37.12985706,126.9043342,031-359-8084,화성시 아동보육과,N,2020-03-27
행복나무어린이집,"경기도 화성시 동탄공원로 21-39 966동 102호(능동, 푸른마을신일해피트리아파트)",37.199599,127.0540729,031-613-9361,화성시 아동보육과,N,2020-03-27
꼬마동산어린이집,"경기도 화성시 동탄숲속로 68 875동 103호(능동, 숲속마을 자연앤데시앙)",37.20709405,127.0528455,031-613-7711,화성시 아동보육과,Y,2020-03-27
자연앤어린이집,"경기도 화성시 동탄숲속로 68 873동 102호(능동, 숲속마을 자연앤데시앙)",37.20639382,127.0536047,031-8003-5854,화성시 아동보육과,Y,2020-03-27
해피어린이집,"경기도 화성시 동탄공원로 21-39 968동 101호(능동, 동탄푸른마을 신일해피트리)",37.19938681,127.0551784,031-8003-9662,화성시 아동보육과,N,2020-03-27
숲속나라어린이집,"경기도 화성시 동탄숲속로 68 872동 101호(능동, 숲속마을 자연앤데시앙)",37.20628846,127.0543491,031-8050-5648,화성시 아동보육과,Y,2020-03-27
정다운어린이집,"경기도 화성시 동탄숲속로 68  875동 102호(능동, 숲속마을 자연앤데시앙)",37.20709405,127.0528455,031-8003-5573,화성시 아동보육과,N,2020-03-27
브레인도만스쿨어린이집,"경기도 화성시 봉담읍 동화역말길 20 505동 101호(동화리, 휴먼시아동화마을)",37.21451568,126.9625016,031-893-2775,화성시 아동보육과,Y,2020-03-27
예쁜마음어린이집,"경기도 화성시 봉담읍 수영로 61-14 101동 102호(수영리, 한울마을신창비바패밀리아파트)",37.23508059,126.95549,031-893-4113,화성시 아동보육과,N,2020-03-27
풀잎어린이집,경기도 화성시 봉담읍 동화역말길 20 휴먼시아동화마을 507동102호,37.21451568,126.9625016,031-298-7475,화성시 아동보육과,N,2020-03-27
미래어린이집,"경기도 화성시 동탄숲속로 36 882동 101호(능동,동탄숲속마을 모아미래도2단지)",37.2074671,127.0513782,031-8003-6323,화성시 아동보육과,Y,2020-03-27
맘편한어린이집,"경기도 화성시 봉담읍 수영로 61-14 108동 102호(수영리, 한울마을신창비바패밀리아파트)",37.23428251,126.954436,031-294-2055,화성시 아동보육과,Y,2020-03-27
아기별어린이집,경기도 화성시 봉담읍 수영로 61-14 102동 102호(신창비바패밀리),37.23511085,126.9561887,031-291-1472,화성시 아동보육과,Y,2020-03-27
우리천사어린이집,"경기도 화성시 봉담읍 수영로82번길 4 201동 103호(수영리, 한울마을신창비바패밀리아파트)",37.23734863,126.9527792,031-292-1130,화성시 아동보육과,N,2020-03-27
우림필유어린이집,"경기도 화성시 향남읍 발안남로 64 110동 103호(발안리, 우림필유아파트)",37.12985706,126.9043342,070-4414-1479,화성시 아동보육과,N,2020-03-27
해랑어린이집,"경기도 화성시 봉담읍 와우로34번길 30 105동 101호(와우리, 다온마을쌍용스윗닷홈아파트)",37.21132426,126.970402,031-234-1302,화성시 아동보육과,N,2020-03-27
동화마을어린이집,"경기도 화성시 동탄공원로 21-12 910동 101호(능동, 푸른마을포스코더샵아파트)",37.20199179,127.0575634,031-8003-9910,화성시 아동보육과,N,2020-03-27
반올림어린이집,"경기도 화성시 동탄공원로 21-12 910동 102호(능동, 푸른마을포스코더샵아파트)",37.20199179,127.0575634,031-8003-5088,화성시 아동보육과,Y,2020-03-27
솔빛몬테소리어린이집,"경기도 화성시 동탄중앙로 171 355동 102호(반송동, 시범다은마을우남퍼스트빌3단지아파트)",37.20078935,127.0663486,031-8050-8316,화성시 아동보육과,Y,2020-03-27
베이브하우스어린이집,"경기도 화성시 동탄원천로 315-34 775동 102호(능동, EGTHE1)",37.2122113,127.0569177,031-8003-3220,화성시 아동보육과,Y,2020-03-27
엄마품어린이집,"경기도 화성시 동탄원천로 315-34 771동 103호(능동, EGTHE1)",37.21281565,127.0570268,031-613-5641,화성시 아동보육과,N,2020-03-27
단비어린이집,"경기도 화성시 병점2로 102 201동 103호(병점동, 정든마을신창비바패밀리2차아파트)",37.20895516,127.046839,031-223-7554,화성시 아동보육과,Y,2020-03-27
리틀존어린이집,"경기도 화성시 병점2로 103 502동 102호(병점동, 안화동마을주공5단지아파트)",37.20940361,127.0462503,031-231-1867,화성시 아동보육과,N,2020-03-27
큰빛어린이집,"경기도 화성시 병점3로 133 205동 103호(병점동, 안화동마을우남퍼스트빌2단지아파트)",37.21313598,127.046397,031-890-5568,화성시 아동보육과,N,2020-03-27
체리어린이집,"경기도 화성시 동탄숲속로 19 892동 103호(능동, 숲속마을풍성신미주아파트)",37.21064432,127.050131,031-8050-8044,화성시 아동보육과,Y,2020-03-27
혜명어린이집,"경기도 화성시 동탄공원로1길 6-59 362동 101호(반송동, 시범다은마을 풍성신미주아파트)",37.2000476,127.0631864,031-613-7988,화성시 아동보육과,Y,2020-03-27
해와달어린이집,"경기도 화성시 화산중앙로 34 109동 101호(송산동, 솔뫼마을한승미메이드아파트)",37.20816046,127.0146125,031-8050-7873,화성시 아동보육과,Y,2020-03-27
아이비어린이집,"경기도 화성시 동탄공원로 21-40 931동 103호(능동, 동탄푸른마을두산위브아파트)",37.20189778,127.054127,031-8050-8057,화성시 아동보육과,Y,2020-03-27
도란도란어린이집,"경기도 화성시 병점1로 82 101동 102호(병점동, 한신)",37.20342789,127.0440548,031-308-9819,화성시 아동보육과,N,2020-03-27
아람어린이집,"경기도 화성시 동탄숲속로 96 851동 104호(능동, 동탄숲속마을 모아미래도1단지)",37.20659138,127.0582127,031-8003-5996,화성시 아동보육과,N,2020-03-27
트윙클어린이집,"경기도 화성시 10용사로 221 101동 108호(병점동, 병점성호)",37.20032636,127.041538,031-8025-1770,화성시 아동보육과,Y,2020-03-27
푸른숲속어린이집,"경기도 화성시 동탄숲속로 36 885동 102호(능동, 모아미래도2단지아파트)",37.20821772,127.0520274,031-8003-6688,화성시 아동보육과,Y,2020-03-27
큰나라어린이집,"경기도 화성시 효행로 846 104동 101호(안녕동, 다솜마을동문굿모닝힐아파트)",37.20451758,127.0209578,031-223-9136,화성시 아동보육과,Y,2020-03-27
키즈클래식어린이집,"경기도 화성시 봉담읍 효행로 240 106동 101호(동화리, 신일우남클래식타운)",37.22614506,126.9708057,031-226-0868,화성시 아동보육과,N,2020-03-27
포도원어린이집,"경기도 화성시 동탄공원로 21-40 925동 102호(능동, 동탄푸른마을두산위브아파트)",37.2047073,127.0533667,031-8050-5300,화성시 아동보육과,N,2020-03-27
하나어린이집,"경기도 화성시 병점2로 15 104동 108호(병점동, 대창아파트)",37.20635438,127.0386053,031-307-3577,화성시 아동보육과,N,2020-03-27
리틀산길어린이집,"경기도 화성시 병점1로 82 107동 106호(병점동, 한신)",37.20278047,127.0421317,031-231-9564,화성시 아동보육과,Y,2020-03-27
아이맘어린이집,"경기도 화성시 태안로 85 102동 103호(병점동, 한일타운)",37.19961028,127.0381956,031-221-5676,화성시 아동보육과,N,2020-03-27
새봄어린이집,"경기도 화성시 동탄숲속로 19 898동 103호(능동, 동탄숲속마을풍성신미주아파트)",37.20922304,127.0509058,031-8003-1135,화성시 아동보육과,N,2020-03-27
해든어린이집,"경기도 화성시 동탄숲속로 19 897동 103호(능동, 동탄숲속마을풍성신미주아파트)",37.20925692,127.0503308,031-613-6707,화성시 아동보육과,Y,2020-03-27
i예뻐어린이집,"경기도 화성시 동탄나루로 55 644동 102호(반송동, 나루마을 월드메르디앙반도유보라)",37.19125868,127.0780534,031-613-2184,화성시 아동보육과,Y,2020-03-27
두산위브어린이집,"경기도 화성시 동탄공원로 21-40 930동 102호(능동, 동탄푸른마을두산위브아파트)",37.2025654,127.0542808,031-8003-9753,화성시 아동보육과,N,2020-03-27
사랑뜰어린이집,"경기도 화성시 병점2로 35 111동 102호(병점동, 주공아파트)",37.20677729,127.0407327,031-234-3959,화성시 아동보육과,N,2020-03-27
두산키즈컬리지어린이집,경기도 화성시 동탄공원로 21-40 929동 102호 (능동 동탄푸른마을 두산위브아파트),37.2030419,127.0539512,031-8015-8907,화성시 아동보육과,N,2020-03-27
스카이뷰어린이집,"경기도 화성시 동탄문화센터로 38 415동 101호(반송동, 솔빛마을서해그랑블)",37.19809394,127.0712432,031-613-8266,화성시 아동보육과,Y,2020-03-27
양지샤론어린이집,"경기도 화성시 봉담읍 매송고색로422번길 57 104동 102호(수영리, 양지마을쌍용예가아파트)",37.24262708,126.9539249,031-294-0203,화성시 아동보육과,Y,2020-03-27
예가사랑어린이집,"경기도 화성시 봉담읍 매송고색로422번길 57 107동 104호(수영리, 양지마을쌍용예가아파트)",37.24164428,126.9538643,031-291-4746,화성시 아동보육과,N,2020-03-27
서해미소어린이집,"경기도 화성시 동탄문화센터로 38 411동 102호(반송동, 솔빛마을서해그랑블)",37.1980849,127.068753,031-8050-9003,화성시 아동보육과,N,2020-03-27
행복한아이들어린이집,"경기도 화성시 메타폴리스로 6 308동 101호(반송동, 시범다은마을삼성래미안3단지아파트)",37.20150226,127.0690378,031-613-5606,화성시 아동보육과,N,2020-03-27
초록숲어린이집,"경기도 화성시 영통로61번길 10 110동 105호(반월동, 신영통현대1차아파트)",37.23424953,127.0590547,031-274-9993,화성시 아동보육과,Y,2020-03-27
본어린이집,"경기도 화성시 병점중앙로 202 102동 106호(진안동, 월드메르디앙1단지아파트)",37.21535745,127.0358004,031-237-6546,화성시 아동보육과,Y,2020-03-27
이레어린이집,"경기도 화성시 효행로707번길 7 113동 103호(안녕동, 아름마을신한미지엔아파트)",37.20030201,127.0084877,031-893-5828,화성시 아동보육과,Y,2020-03-27
맘앤키즈어린이집,"경기도 화성시 병점서로 8 105동 104호(병점동, 남수원두산아파트)",37.204911,127.042964,031-8013-3511,화성시 아동보육과,Y,2020-03-27
꼬망쎄어린이집,"경기도 화성시 봉담읍 동화길 120 605동 102호(동화리, 휴먼시아동화마을6단지아파트)",37.21439809,126.9604286,031-238-0639,화성시 아동보육과,Y,2020-03-27
메르디앙어린이집,"경기도 화성시 병점중앙로 204 103동 103호(진안동, 월드메르디앙1단지아파트)",37.21573704,127.0360573,031-234-2720,화성시 아동보육과,Y,2020-03-27
신성어린이집,경기도 화성시 향남읍 삼천병마로 281-15 105-104,37.13771357,126.9107916,031-358-4480,화성시 아동보육과,N,2020-03-27
키즈앤맘어린이집,경기도 화성시 봉담읍 와우로73번길 20 임광그대가105동104호,37.21547828,126.9741262,031-893-7723,화성시 아동보육과,Y,2020-03-27
여울어린이집,경기도 화성시 감배산로 30 107동 102호(풍성신미주아파트),37.19072638,127.0907657,031-374-6880,화성시 아동보육과,N,2020-03-27
키즈솔어린이집,"경기도 화성시 동탄반석로 42 601동 102호(반송동, 한화우림아파트)",37.19440643,127.0760415,031-613-3038,화성시 아동보육과,Y,2020-03-27
완두콩어린이집,"경기도 화성시 병점2로 103 503동 104호(병점동, 안화동마을주공5단지아파트)",37.2099519,127.0458413,031-225-1756,화성시 아동보육과,Y,2020-03-27
동탄나루아이어린이집,"경기도 화성시 동탄중앙로 51 627동 102호(반송동, 동탄나루마을한화꿈에그린아파트)",37.19122438,127.0710116,031-613-0585,화성시 아동보육과,Y,2020-03-27
꽃들어린이집,"경기도 화성시 동탄중앙로 51 624동 102호(반송동, 동탄나루마을한화꿈에그린아파트)",37.19188944,127.0729571,031-8003-0222,화성시 아동보육과,Y,2020-03-27
키즈로베 어린이집,"경기도 화성시 남양읍 시청로102번길 84 202동 103호(신남동, 대광파인밸리골드)",37.19794789,126.8187933,031-357-5733,화성시 아동보육과,Y,2020-03-27
새싹어린이집,"경기도 화성시 봉담읍 동화길 120 604동 105호(동화리, 휴먼시아동화마을6단지아파트)",37.21439809,126.9604286,031-309-0320,화성시 아동보육과,Y,2020-03-27
FunShine어린이집,"경기도 화성시 동탄반석로 41 613동 104호(반송동, 나루마을신도브래뉴)",37.19301182,127.0742465,031-8050-2920,화성시 아동보육과,Y,2020-03-27
맑은아이어린이집,"경기도 화성시 영통로50번길 14 202동 103호(반월동, 신동탄 두산위브아파트)",37.23555018,127.0646389,031-898-8722,화성시 아동보육과,Y,2020-03-27
꼬맹이어린이집,"경기도 화성시 동탄반석로 16 634 동 101호(반송동, 나루마을 월드메르디앙반도유보라)",37.19477651,127.0787099,031-372-3949,화성시 아동보육과,N,2020-03-27
나루어린이집,"경기도 화성시 동탄반석로 41 614동 101호(반송동, 나루마을신도브래뉴)",37.1925591,127.0736857,031-8050-6255,화성시 아동보육과,N,2020-03-27
삼부한빛어린이집,"경기도 화성시 동탄반석로 207 202동 102호(반송동, 시범한빛마을 삼부르네상스)",37.20708215,127.0715755,031-8050-1321,화성시 아동보육과,N,2020-03-27
품으로어린이집,"경기도 화성시 동탄중앙로 51 626동 101호(반송동, 동탄나루마을한화꿈에그린아파트)",37.19153367,127.0717873,031-8050-6257,화성시 아동보육과,Y,2020-03-27
경남아띠어린이집,"경기도 화성시 동탄반석로 96 402동103호 (반송동, 솔빛마을경남아너스빌)",37.19818819,127.0723807,031-613-1724,화성시 아동보육과,N,2020-03-27
솔빛사임당어린이집,"경기도 화성시 동탄반석로 71 449동 103호(반송동, 솔빛마을쌍용예가아파트)",37.19454214,127.0711731,031-613-1543,화성시 아동보육과,Y,2020-03-27
나루토리어린이집,"경기도 화성시 동탄반석로 16 632동 102호(반송동, 나루마을 월드메르디앙반도유보라)",37.19365233,127.0794373,031-613-3072,화성시 아동보육과,Y,2020-03-27
뿌뿌어린이집,"경기도 화성시 영통로50번길 27 109동 103호(반월동, 두산위브아파트)",37.23623589,127.0672731,031-215-9145,화성시 아동보육과,Y,2020-03-27
애플베베어린이집,"경기도 화성시 동탄반석로 96 401동 104호(반송동, 솔빛마을 경남아너스빌)",37.19885391,127.0720164,031-613-4122,화성시 아동보육과,Y,2020-03-27
꼬마별어린이집,"경기도 화성시 봉담읍 와우로34번길 63 101동 101호(와우리, 신명아파트)",37.21333701,126.973014,031-226-6253,화성시 아동보육과,Y,2020-03-27
반디어린이집,"경기도 화성시 동탄반석로 71 448동 102호(반송동, 솔빛마을쌍용예가아파트)",37.19386867,127.0718868,031-613-5503,화성시 아동보육과,N,2020-03-27
러브아이어린이집,"경기도 화성시 동탄반석로 42 603동 102호(반송동, 한화우림아파트)",37.19529928,127.0761717,031-613-4512,화성시 아동보육과,Y,2020-03-27
하얀콩어린이집,"경기도 화성시 동탄반석로 42 607동 101호(반송동, 한화우림아파트)",37.19393219,127.0770245,031-8058-1010,화성시 아동보육과,Y,2020-03-27
쌍용즐거운어린이집,"경기도 화성시 동탄반석로 71 451동 101호(반송동, 솔빛마을쌍용예가아파트)",37.19535262,127.0709545,031-613-4008,화성시 아동보육과,N,2020-03-27
쌍용지혜샘어린이집,"경기도 화성시 동탄반석로 71 450동 102호(반송동, 솔빛마을쌍용예가아파트)",37.19509003,127.0706292,031-613-4009,화성시 아동보육과,Y,2020-03-27
다현어린이집,"경기도 화성시 병점3로 74 203동 101호(병점동, 느치미마을주공뜨란채2단지아파트)",37.20888249,127.0420047,031-234-2107,화성시 아동보육과,N,2020-03-27
행복한어린이집,"경기도 화성시 동탄중앙로 189 334동106호(반송동, 다은마을 월드메르디앙반도유보라)",37.20293197,127.0656039,031-613-6705,화성시 아동보육과,N,2020-03-27
두산어린이집,"경기도 화성시 영통로50번길 14 206동 103호(반월동, 두산위브아파트)",37.23460651,127.0653997,031-302-0066,화성시 아동보육과,Y,2020-03-27
숲속친구어린이집,"경기도 화성시 영통로50번길 14 201동 104호(반월동, 두산위브아파트)",37.23521431,127.0639983,031-203-9368,화성시 아동보육과,Y,2020-03-27
바다별어린이집,"경기도 화성시 병점중앙로21번길 26 103동 104호(병점동, 병점임광그대가)",37.2014547,127.0419481,031-232-1123,화성시 아동보육과,N,2020-03-27
반월사임당어린이집,"경기도 화성시 영통로26번길 24 303동 105호(반월동, 반달마을푸르지오3단지아파트)",37.23299968,127.0672239,031-893-3303,화성시 아동보육과,Y,2020-03-27
토토어린이집,"경기도 화성시 동탄중앙로 189 335동 104호(반송동, 다은마을 월드메르디앙반도유보라)",37.202328,127.0655961,031-8004-1433,화성시 아동보육과,N,2020-03-27
고은햇살어린이집,"경기도 화성시 병점4로 102 1009동 104호(진안동, 진안골마을주공10단지아파트)",37.21599094,127.0410713,031-232-7586,화성시 아동보육과,Y,2020-03-27
동남다솜어린이집,경기도 화성시 봉담읍 삼천병마로 1321-10 동남메리트아파트 108-103,37.22245574,126.9504408,031-227-8496,화성시 아동보육과,Y,2020-03-27
앵두어린이집,"경기도 화성시 동탄중앙로 189 344동 101호(반송동, 다은마을 월드/반도)",37.20312742,127.0648252,031-8050-5666,화성시 아동보육과,N,2020-03-27
노리하우스어린이집,"경기도 화성시 동탄중앙로 189 336동102호(반송동, 다은마을 월드메르디앙반도유보라)",37.2022135,127.0663292,031-8050-9336,화성시 아동보육과,N,2020-03-27
푸른샘어린이집,"경기도 화성시 동탄중앙로 189 339동 104호(반송동, 다은마을 월드메르디앙반도유보라)",37.20150848,127.0658036,031-613-2234,화성시 아동보육과,N,2020-03-27
미소지움아이사랑어린이집,"경기도 화성시 향남읍 삼천병마로297번길 15 205동 106호(장짐리, 장짐마을신성발안미소지움2차아파트)",37.13930114,126.9128285,031-352-3213,화성시 아동보육과,Y,2020-03-27
향기어린이집,"경기도 화성시 화산북로 14 103동 101호(송산동, 우남블루존아파트)",37.20956071,127.0087995,031-237-6895,화성시 아동보육과,N,2020-03-27
삼부토리어린이집,"경기도 화성시 동탄반석로 207 210동 103호(반송동, 시범한빛마을 삼부르네상스)",37.20899843,127.0705504,031-8050-1311,화성시 아동보육과,N,2020-03-27
하늘나무어린이집,"경기도 화성시 병점중앙로21번길 26 102동 102호(병점동, 병점임광그대가)",37.20183485,127.0423515,031-234-1140,화성시 아동보육과,N,2020-03-27
도토리속의숲어린이집,"경기도 화성시 동탄중앙로 213 243동 102호(반송동, 시범한빛마을금호어울림2단지아파트)",37.205823,127.0673904,031-613-9640,화성시 아동보육과,N,2020-03-27
즐거운해랑어린이집,"경기도 화성시 동탄지성로 293 105동 104호(기산동, 행복마을울트라참누리1단지아파트)",37.22000563,127.0513829,031-233-3543,화성시 아동보육과,N,2020-03-27
맑은샘어린이집,"경기도 화성시 동탄중앙로 213 242동 101호(반송동, 시범한빛마을 금호어울림)",37.2052634,127.0671908,031-613-5382,화성시 아동보육과,Y,2020-03-27
꿈에그린어린이집,"경기도 화성시 동탄시범한빛길 10 234동 101호 (반송동, 한화꿈에그린아파트)",37.20794336,127.0679531,031-613-6740,화성시 아동보육과,N,2020-03-27
예닮영재어린이집,"경기도 화성시 동탄지성로 42 222동 103호(반송동, 시범한빛마을동탄아이파크2단지아파트)",37.20580952,127.0711207,031-8050-5610,화성시 아동보육과,N,2020-03-27
늘품어린이집,"경기도 화성시 동탄문화센터로 39 320동 103호(반송동, 시범다은마을포스코더샵아파트)",37.19943468,127.0705933,031-613-7942,화성시 아동보육과,N,2020-03-27
아기사랑어린이집,"경기도 화성시 영통로27번길 35 302동 104호(반월동, 신영통현대3차아파트)",37.23205524,127.0604316,031-204-7849,화성시 아동보육과,Y,2020-03-27
키즈엔젤어린이집,"경기도 화성시 동탄반석로 207 201-102(반송동, 한빛마을 삼부르네상스)",37.20707477,127.0720263,031-8050-3777,화성시 아동보육과,N,2020-03-27
좋은씨앗어린이집,"경기도 화성시 메타폴리스로 22 301동 103호(반송동, 시범다은마을다숲캐슬3단지아파트)",37.20159441,127.0695894,031-8050-1333,화성시 아동보육과,N,2020-03-27
계명어린이집,"경기도 화성시 메타폴리스로 22 302동 103호(반송동, 시범다은마을다숲캐슬3단지아파트)",37.20096364,127.0696493,031-613-1560,화성시 아동보육과,N,2020-03-27
놀이스쿨어린이집,"경기도 화성시 동탄중앙로 213 244동 103호(반송동, 시범한빛마을 금호어울림)",37.20612729,127.0667914,031-8050-1164,화성시 아동보육과,N,2020-03-27
꼬마요정어린이집,"경기도 화성시 동탄중앙로 171 349동 105호(반송동, 시범다은마을우남퍼스트빌3단지아파트)",37.20016867,127.0667015,031-8050-5111,화성시 아동보육과,N,2020-03-27
한빛어린이집,"경기도 화성시 동탄반석로 207 203-103(반송동, 시범한빛마을 삼부르네상스)",37.20731488,127.0711234,031-613-1230,화성시 아동보육과,Y,2020-03-27
딸기어린이집,"경기도 화성시 동탄문화센터로 39 319동 102호(반송동, 다은마을 포스코더샾)",37.19970178,127.069679,031-613-7999,화성시 아동보육과,N,2020-03-27
예꼬어린이집,"경기도 화성시 동탄중앙로 213 242동 102호(반송동, 시범한빛마을금호어울림2단지아파트)",37.2052634,127.0671908,031-8050-5675,화성시 아동보육과,N,2020-03-27
종이나라몬테소리어린이집,"경기도 화성시 메타폴리스로 22 305동 101호(반송동, 시범다은마을 다숲캐슬)",37.20103866,127.070449,031-613-1623,화성시 아동보육과,N,2020-03-27
하늘꿈어린이집,"경기도 화성시 메타폴리스로 6 312동 101호(반송동, 시범다은마을삼성래미안3단지아파트)",37.20081319,127.0679374,031-613-2959,화성시 아동보육과,N,2020-03-27
유성어린이집,"경기도 화성시 동탄중앙로 213 245동 101호(반송동, 시범한빛마을금호어울림아파트)",37.20627797,127.0660919,031-613-0612,화성시 아동보육과,N,2020-03-27
다정어린이집,"경기도 화성시 병점3로 51 108동 102호(병점동, 다정마을신한에스빌1차아파트)",37.20896957,127.0388937,031-305-9837,화성시 아동보육과,Y,2020-03-27
예원키즈피아 어린이집,"경기도 화성시 시청로 221 106동 103호(남양동, 대광아파트)",37.19483537,126.835779,031-355-2062,화성시 아동보육과,Y,2020-03-27
솔샘어린이집,"경기도 화성시 동탄지성로 293 102동 102호(기산동, 행복마을울트라참누리1단지아파트)",37.22000563,127.0513829,031-225-2322,화성시 아동보육과,N,2020-03-27
참누리사임당어린이집,"경기도 화성시 동탄지성로 293 109동 105호(기산동, 행복마을울트라참누리1단지아파트)",37.22000563,127.0513829,031-226-8256,화성시 아동보육과,N,2020-03-27
동탄사임당 어린이집,"경기도 화성시 동탄문화센터로 39 314동 102호(반송동, 시범다은마을 포스코더샾)",37.19894896,127.0683987,031-613-0079,화성시 아동보육과,Y,2020-03-27
kcc푸른숲어린이집,"경기도 화성시 동탄시범한빛길 38 216동103호(반송동, 시범한빛마을 케이씨씨스위첸)",37.20842409,127.068773,031-613-3004,화성시 아동보육과,N,2020-03-27
아기까꿍어린이집,"경기도 화성시 동탄지성로 42 225동 104호(반송동, 시범한빛마을 아이파크)",37.2070766,127.0700429,031-613-5117,화성시 아동보육과,Y,2020-03-27
아이토마토어린이집,"경기도 화성시 동탄지성로 42 226동 101호(반송동, 시범한빛마을동탄아이파크2단지아파트)",37.20725479,127.0694671,031-613-3047,화성시 아동보육과,N,2020-03-27
노란풍선어린이집,"경기도 화성시 병점중앙로169번길 10 101동 107호(진안동, 화남아파트)",37.21314367,127.0367382,031-231-2597,화성시 아동보육과,N,2020-03-27
토리어린이집,"경기도 화성시 동탄지성로 293 103동 102호(기산동, 행복마을울트라참누리1단지아파트)",37.22000563,127.0513829,031-233-0799,화성시 아동보육과,N,2020-03-27
미래아이어린이집,"경기도 화성시 10용사로 221 105동 107호(병점동, 성호1차아파트)",37.19967687,127.0437506,031-224-5707,화성시 아동보육과,Y,2020-03-27
오렌지어린이집,"경기도 화성시 효행로1156번길 22 106동 102호(병점동, 신미주아파트)",37.21148791,127.0515235,031-234-9375,화성시 아동보육과,Y,2020-03-27
예쁜아이어린이집,"경기도 화성시 효행로707번길 7 111동 101호(안녕동, 아름마을신한미지엔아파트)",37.20077511,127.007369,031-234-8705,화성시 아동보육과,N,2020-03-27
신일아이사랑어린이집,"경기도 화성시 봉담읍 효행로 370-6 106동 102호(와우리, 신일해피트리2차아파트)",37.2171176,126.9779244,031-221-0244,화성시 아동보육과,Y,2020-03-27
미소어린이집,"경기도 화성시 영통로27번길 20 402동 101호(반월동, 신영통현대4차아파트)",37.23376311,127.0615715,031-203-5716,화성시 아동보육과,Y,2020-03-27
푸르메어린이집,"경기도 화성시 봉담읍 효행로 370-6 101동 102호(와우리, 신일해피트리2차아파트)",37.21611722,126.9779651,031-226-7201,화성시 아동보육과,N,2020-03-27
사랑담아어린이집,"경기도 화성시 영통로27번길 35 307동 103호(반월동, 신영통현대3차아파트)",37.23138524,127.0596351,031-204-0472,화성시 아동보육과,Y,2020-03-27
금반숲어린이집,경기도 화성시 금반1길 11,37.18808714,127.0709167,031-8003-5777,화성시 아동보육과,Y,2020-03-27
아이린어린이집,"경기도 화성시 병점서로 8 103동 102호(병점동, 남수원두산아파트)",37.20418872,127.0426641,031-890-0090,화성시 아동보육과,Y,2020-03-27
신일은초롱어린이집,"경기도 화성시 봉담읍 효행로 370-6 105동 103호(와우리, 신일해피트리2차아파트)",37.21717801,126.9773153,031-224-1236,화성시 아동보육과,Y,2020-03-27
다원어린이집,"경기도 화성시 병점동로 23 101동 104호(병점동, 구봉마을우남퍼스트빌아파트)",37.20637632,127.0442737,031-223-3559,화성시 아동보육과,Y,2020-03-27
예지어린이집,경기도 화성시 병점3로 53 신한에스빌 107-101,37.20915072,127.039118,031-305-2925,화성시 아동보육과,Y,2020-03-27
한승어린이집,"경기도 화성시 화산중앙로 34 104동 103호(송산동, 솔뫼마을한승미메이드아파트)",37.20867017,127.0136175,031-225-8436,화성시 아동보육과,Y,2020-03-27
대광아이뜰어린이집,"경기도 화성시 시청로102번길 84 201동 107호(신남동, 대광파인밸리골드)",37.19764298,126.8190665,031-355-2526,화성시 아동보육과,Y,2020-03-27
큰나래 어린이집,"경기도 화성시 봉담읍 와우로34번길 30 112동 102호(와우리, 다온마을쌍용스윗닷홈아파트)",37.21045818,126.970239,031-891-9998,화성시 아동보육과,Y,2020-03-27
월드다하어린이집,"경기도 화성시 병점중앙로 202 103동 105호(진안동, 월드메르디앙1단지아파트)",37.21535745,127.0358004,031-238-2399,화성시 아동보육과,Y,2020-03-27
아이누리어린이집,경기도 화성시 감배산로 30 104동 103호,37.19120827,127.0919686,031-372-1542,화성시 아동보육과,N,2020-03-27
해뜨는숲속어린이집,"경기도 화성시 효행로1156번길 22 102동 103호(병점동, 신미주아파트)",37.21226203,127.0512371,031-225-3959,화성시 아동보육과,N,2020-03-27
푸른꿈어린이집,"경기도 화성시 동탄지성로 405 105동 101호(기산동, 대우푸르지오)",37.22828469,127.0453932,031-308-9234,화성시 아동보육과,Y,2020-03-27
