상권명,다중지역정보,업종정보,점포수,위도,경도
엘에스로_2,"{""type"":""Polygon"",""coordinates"":[[[126.950198420366,37.3675053974466],[126.950447752802,37.3676428344468],[126.950452796627,37.3676455354447],[126.950463675825,37.3676511934428],[126.950464357486,37.3676515532514],[126.950641947828,37.3677439079785],[126.95099161157,37.3679258504763],[126.951589900136,37.3682484123925],[126.951607513457,37.3682579053077],[126.952000383245,37.3684697123454],[126.953036340714,37.3690282239651],[126.950725154528,37.3705388241179],[126.950710933729,37.3705481185478],[126.948594746915,37.3719311706881],[126.948588150894,37.3719354814089],[126.947581596071,37.3725932884613],[126.947485710315,37.3726552010962],[126.947482136795,37.372657557329],[126.947445226415,37.3726824076462],[126.946885230738,37.3730483675356],[126.946128994545,37.3735425665036],[126.946056317653,37.3735900580306],[126.945825776348,37.3737280917636],[126.945821147271,37.3737309388139],[126.945641421053,37.3738444653436],[126.945482582948,37.3739447970906],[126.945481162255,37.3739457019301],[126.945418802408,37.3739857478297],[126.945407577691,37.3739934532972],[126.945171186213,37.3741668091653],[126.944913431717,37.3743270960034],[126.944911059387,37.3743285917298],[126.944637131329,37.3745036890905],[126.944630981573,37.3745077647349],[126.944548897792,37.3745641530203],[126.944374289565,37.3746840914731],[126.944230917806,37.3747825779436],[126.944227159533,37.3747852180625],[126.944116015362,37.3748650573824],[126.943864277619,37.3750458957144],[126.943612529066,37.3752267322455],[126.943456516137,37.3753388131714],[126.943437748412,37.3753539938598],[126.943352866314,37.3754313130957],[126.943129669456,37.375634627548],[126.942909852946,37.3758348603584],[126.942906449067,37.3758379629273],[126.942683275637,37.3760412628763],[126.942460079831,37.3762445727678],[126.942236880061,37.3764478836834],[126.942013679647,37.376651203572],[126.94201120016,37.376653461997],[126.942014106427,37.3766472979118],[126.942093623198,37.3764786267764],[126.942173137711,37.37630997074],[126.942252651975,37.3761413119903],[126.942332167593,37.3759726440706],[126.9423663876,37.3759000402433],[126.942412128941,37.3758064507171],[126.942476527936,37.3756747033142],[126.942494188892,37.3756385533183],[126.942519876583,37.3755859940805],[126.942520777144,37.3755841207128],[126.942575522669,37.3754683136836],[126.942649694059,37.3753114148373],[126.942650439019,37.375310091057],[126.942650538673,37.3753099137169],[126.942742826908,37.3751454444488],[126.942835115704,37.3749809850497],[126.942908130169,37.3748508652822],[126.942913127785,37.3748412193032],[126.942929873382,37.3748060464243],[126.943010083068,37.3746375900352],[126.943090284825,37.3744691343997],[126.943170483746,37.3743006830105],[126.943250683239,37.3741322328399],[126.943287846431,37.3740541707798],[126.943332052783,37.3739766925712],[126.943425625596,37.3738126900022],[126.94346610297,37.3737417380568],[126.943470747914,37.373732991764],[126.943517617727,37.3736378309483],[126.943600209736,37.3734701061934],[126.943656913926,37.3733549814765],[126.943687899075,37.3732920619517],[126.943709574248,37.3732480514804],[126.94370973616,37.3732477217727],[126.943751296721,37.3731628452078],[126.945595072324,37.3737781070824],[126.94555184805,37.373033777892],[126.945879678475,37.3723986275879],[126.94700855987,37.3710193358975],[126.947018968296,37.3708549834368],[126.94750184215,37.3711172068467],[126.947725811345,37.3706162882518],[126.947974912197,37.3700587124663],[126.947074941874,37.369979191882],[126.947153399446,37.3699190672886],[126.947760405279,37.3695020862505],[126.949248012871,37.3699461181607],[126.948974655677,37.3708526455618],[126.950195319759,37.3700468790675],[126.949497720134,37.3693693966836],[126.948752430033,37.368823831371],[126.94876991882,37.3688093442424],[126.950198420366,37.3675053974466]]]}","한식,부동산중개,종합소매점,자동차/자동차용품,유흥주점",123,37.37119157,126.9480753
대화역,"{""type"":""Polygon"",""coordinates"":[[[126.745487489863,37.6761174778183],[126.745853357492,37.6759612831789],[126.745854103511,37.6759609632602],[126.74865279471,37.6747553586557],[126.74901908009,37.6752822413888],[126.748489627747,37.675512884985],[126.747467313833,37.6759582185462],[126.745863988152,37.6766563424321],[126.745487489863,37.6761174778183]]]}","병원,이/미용/건강,한식,분식,커피점/카페",235,37.67570564,126.7472501
지산로,"{""type"":""Polygon"",""coordinates"":[[[127.062823740093,37.0792219743492],[127.062731491164,37.0794383283591],[127.062728716676,37.0794452942729],[127.062678982664,37.0795795034459],[127.062677984099,37.0795821876043],[127.0626779181,37.0795823653463],[127.062567444495,37.0798804391247],[127.062462337667,37.0798588968418],[127.061093778437,37.0794289049999],[127.06106326188,37.0794212719413],[127.061015777515,37.0794123047741],[127.0612591365,37.0790337237347],[127.061747280981,37.0788652413478],[127.062432996431,37.079092556816],[127.062823740093,37.0792219743492]]]}","한식,병원,유흥주점,학원-보습교습입시,PC/오락/당구/볼링등,닭/오리요리,무도/유흥/가무,사무/문구/컴퓨터,사진/광학/정밀기기소매,이/미용/건강,제과제빵떡케익,종합소매점,학원기타",33,37.07934442,127.0619741
일동시외버스터미널,"{""type"":""Polygon"",""coordinates"":[[[127.317108157568,37.9553673281628],[127.318148500886,37.9555760757006],[127.319110859363,37.9554498661539],[127.319282986222,37.9556411971455],[127.319938392785,37.9560245274564],[127.320065374294,37.9560984664245],[127.320019005868,37.9563842675418],[127.31963787277,37.9566461751383],[127.319219874853,37.9567406198751],[127.319057916478,37.9570662981439],[127.318655355857,37.9572216477357],[127.319403772146,37.9578938394758],[127.31996098952,37.9581290634272],[127.319510665029,37.9586822710532],[127.318616246948,37.9591107123207],[127.319175098744,37.9600183227405],[127.319391774129,37.9602391933292],[127.318986287134,37.9605944369736],[127.317966710245,37.960940496602],[127.317434465648,37.9606952715804],[127.31684691352,37.9606242928928],[127.316610079279,37.9606612127667],[127.316538824903,37.9600599435939],[127.315871857013,37.9601168924568],[127.31587332211,37.9597666362048],[127.31587835832,37.958723191691],[127.315778263664,37.9583954341302],[127.315861064819,37.9581712271084],[127.315860464375,37.9580439569694],[127.315643152591,37.9580089080088],[127.315272062345,37.957760103609],[127.315207020938,37.9575260281758],[127.31540367524,37.9573340178607],[127.315913231671,37.9571072201247],[127.315712103052,37.9568993852491],[127.315357999438,37.9567368381109],[127.31594779169,37.9559090865325],[127.316351720543,37.9556056516906],[127.316220890763,37.9554100509613],[127.316006265424,37.9549318372591],[127.317972112043,37.9542669109844],[127.318107270931,37.95457178153],[127.318103740547,37.9546460938983],[127.318102327479,37.9547992563168],[127.318098083016,37.9552593066446],[127.317700850068,37.955339224832],[127.317108157568,37.9553673281628]]]}","한식,유흥주점,이/미용/건강,분식,종합소매점",332,37.95770947,127.3175486
하안로,"{""type"":""Polygon"",""coordinates"":[[[126.896027311815,37.4463678857312],[126.893341593161,37.4452757995142],[126.893664809562,37.4448003030243],[126.893665026877,37.4447999825476],[126.894494868905,37.4435732223542],[126.896891189394,37.4443429399464],[126.896467869803,37.4451775360533],[126.896284950624,37.4458020622662],[126.896027311815,37.4463678857312]]]}","한식,사무/문구/컴퓨터,일식/수산물,가정/주방/인테리어,분식",56,37.44492106,126.8951868
내손순환로_1,"{""type"":""Polygon"",""coordinates"":[[[126.981877975839,37.3832617342307],[126.983166908011,37.3835059608923],[126.983899953752,37.3842038239911],[126.983668531422,37.3843604659487],[126.983654107959,37.3843430232997],[126.983598875384,37.3843078631033],[126.983532730059,37.3842880431895],[126.983462146715,37.384285503657],[126.983394034493,37.3843004930903],[126.983342182374,37.3843277944743],[126.983335060651,37.3843315442284],[126.983271470036,37.3843779084338],[126.98293552366,37.3846047891118],[126.982932751749,37.3846066611063],[126.982917673729,37.3846168424875],[126.982569934385,37.3848500150752],[126.982330339593,37.3846228582989],[126.981783949075,37.384528054399],[126.981674866358,37.3845834332013],[126.981361995213,37.3842862052411],[126.98097510471,37.3845312336563],[126.980613148597,37.3847849229551],[126.981460701718,37.3855928013883],[126.981460039367,37.3855932380623],[126.981111646171,37.3858229413312],[126.981107171802,37.3858259702657],[126.981096405036,37.385833452946],[126.981092164396,37.3858364001018],[126.98085589799,37.3860005910872],[126.979988941917,37.3851768640168],[126.979005014792,37.3842419691552],[126.978648564266,37.3839032740314],[126.97925615522,37.3834937153212],[126.979626853432,37.3833240175095],[126.980352177431,37.3833899611207],[126.980474310805,37.3829956685775],[126.981877975839,37.3832617342307]]]}","종합소매점,가정/주방/인테리어,유흥주점,이/미용/건강,사무/문구/컴퓨터",80,37.38416481,126.9810906
홈플러스안산점,"{""type"":""Polygon"",""coordinates"":[[[126.85082981381,37.3182237017759],[126.85106441632,37.3183532531865],[126.851365309453,37.3187374355903],[126.8496038236,37.3188471483135],[126.849568301008,37.3184056006694],[126.849567932448,37.3184010722917],[126.849558718592,37.3182865426157],[126.849402078969,37.3163394427741],[126.849401243182,37.316331680208],[126.849399121762,37.3163159651917],[126.849371264509,37.3161095176543],[126.849491639952,37.3160759878308],[126.8495049201,37.3160719092351],[126.849795225705,37.315974250833],[126.849814611384,37.3159668424695],[126.850062527054,37.3158602261111],[126.850080629793,37.3158515446806],[126.850526724235,37.3156142465767],[126.85061947494,37.3155705816174],[126.85082981381,37.3182237017759]]]}","의복의류,이/미용/건강,분식,화장품소매,커피점/카페,패스트푸드,한식",99,37.31738168,126.850174
롯데시네마센트럴락,"{""type"":""Polygon"",""coordinates"":[[[126.842266845513,37.3180467802603],[126.842266459597,37.3180471492634],[126.841666200784,37.3186210272579],[126.841592049404,37.3186247813447],[126.837170004543,37.3188485670119],[126.837123597282,37.3182696984474],[126.837122206591,37.3182523522079],[126.83706880224,37.3175862292401],[126.837066874463,37.3175621859399],[126.83702039512,37.3169824899765],[126.837020365427,37.3169821254339],[126.837009270229,37.3168480075166],[126.838537170385,37.3167672409486],[126.842002796307,37.3165839700735],[126.842436698513,37.3165610191405],[126.842445880721,37.31667173325],[126.842447539522,37.3166917341533],[126.842521163314,37.3176941628637],[126.842495497099,37.3177653555038],[126.842416416735,37.3178928515288],[126.84230294797,37.3180122600263],[126.842266845513,37.3180467802603]]]}","의복의류,유흥주점,한식,이/미용/건강,무도/유흥/가무",1201,37.3176862,126.8397185
동화길,"{""type"":""Polygon"",""coordinates"":[[[126.959893695532,37.2177354475911],[126.959148225069,37.218125670159],[126.958553133432,37.2175899280164],[126.95786733414,37.2169723026008],[126.957896772214,37.2169576737664],[126.957909315176,37.2169509649894],[126.958612798092,37.2165467884661],[126.958626317979,37.2165383797429],[126.958879569637,37.2163681302188],[126.959191302288,37.2161585695932],[126.959203669655,37.2161496101084],[126.959469501674,37.2159421887514],[126.959937347975,37.2163236501568],[126.960195088054,37.2165542802751],[126.960650898217,37.2170023456738],[126.959893695532,37.2177354475911]]]}","이/미용/건강,학원-어학,한식,학원-보습교습입시,커피점/카페",317,37.21704693,126.9593148
경수대로,"{""type"":""Polygon"",""coordinates"":[[[126.974713728592,37.3464657535393],[126.974713054129,37.3464670019814],[126.974675481281,37.3465332966892],[126.974672825158,37.3465381735785],[126.974543071354,37.3467863645635],[126.974511567104,37.3468453402908],[126.974504928376,37.3468577576448],[126.974452660108,37.3469557554988],[126.9744112523,37.3470287633149],[126.974355532126,37.3471271315469],[126.974351967858,37.3471337756685],[126.974351607182,37.3471344870974],[126.974351359882,37.3471349769549],[126.974341155702,37.3471552754104],[126.974341085993,37.3471554130516],[126.974327628833,37.3471797296497],[126.97425079711,37.347318917729],[126.974123784196,37.3475485002465],[126.974068424738,37.3476486310195],[126.97402299174,37.3477308399184],[126.973990319341,37.347789948567],[126.973961237772,37.3478381398507],[126.97395778536,37.3478441395414],[126.973932194862,37.3478908486165],[126.973854274103,37.348024433913],[126.973802523881,37.3481132188278],[126.973801895214,37.3481143068374],[126.973788660315,37.348137413595],[126.973772728394,37.3481643999807],[126.973772561282,37.3481646836845],[126.973674898458,37.3483308590311],[126.973593385602,37.3484693770117],[126.973583500129,37.3484862189279],[126.973581682143,37.348489295439],[126.973581394979,37.3484897832859],[126.973565410111,37.3485170449033],[126.973564780268,37.3485180831911],[126.973336668886,37.3489060757848],[126.973278117333,37.3489998464945],[126.973064096044,37.3493427638263],[126.973064349878,37.3493428647963],[126.973062114491,37.3493458123273],[126.973048122989,37.3493691943484],[126.973039278709,37.3493828874054],[126.973000818207,37.3494238475833],[126.972941659544,37.3494868567281],[126.972922907815,37.3495125065231],[126.972897466492,37.3495065330258],[126.972840166153,37.349505097168],[126.972657233049,37.3495191533669],[126.972632701253,37.3495221321967],[126.972401746798,37.3495606483316],[126.972368796654,37.3495682693906],[126.97229920861,37.3495890571501],[126.972262309397,37.3496032471837],[126.972184036209,37.3496406834456],[126.972177600423,37.3496438799616],[126.971690938132,37.3498947374632],[126.971669207542,37.3499074679962],[126.971481301255,37.3500319873056],[126.97118308331,37.3500865803828],[126.971160372301,37.3500917497665],[126.971037417291,37.3501253802868],[126.971033991918,37.3501263418328],[126.970910470665,37.3501619094726],[126.970842196009,37.3501761490282],[126.970779161594,37.3501853287999],[126.97075940087,37.3501853202147],[126.970618407284,37.350176279746],[126.970879536296,37.348659016103],[126.971357490219,37.3484497257522],[126.972172516337,37.3482748962887],[126.972512917755,37.3481167825135],[126.973202785498,37.3473669886975],[126.974077303553,37.346602458066],[126.97403067243,37.3461667227011],[126.974713728592,37.3464657535393]]]}","자동차/자동차용품,한식,커피점/카페,세탁/가사서비스,의복의류,가정/주방/인테리어,운동/경기용품소매,자동차/이륜차,병원",37,37.34852152,126.9725513
소사로_2,"{""type"":""Polygon"",""coordinates"":[[[126.795307923029,37.4752274111149],[126.795308250918,37.4755698759045],[126.795308321873,37.4756466229855],[126.795308157102,37.4758877045122],[126.79530787606,37.4763082733061],[126.795307866581,37.476322456424],[126.795307397075,37.4770075935212],[126.795307397116,37.4770078381144],[126.795307815924,37.4774193505505],[126.795307827806,37.4774314233114],[126.795307878362,37.4774827874316],[126.795308437938,37.4780364754048],[126.795308912281,37.4785055769453],[126.795308826849,37.4786107551304],[126.79530881344,37.4786277422323],[126.795308068351,37.4795714256678],[126.794770466767,37.4795788992062],[126.794756650877,37.4787002443483],[126.794760899019,37.4786997244853],[126.794755222953,37.4779304035763],[126.794759122725,37.4774230449969],[126.794451819694,37.4774182238773],[126.794025117236,37.4774121846544],[126.794009654053,37.4763065631149],[126.794001038972,37.4757427618318],[126.794013296274,37.4755514156915],[126.794767943766,37.4755737493152],[126.794772401758,37.4752077469818],[126.794770875172,37.474884483082],[126.795073547571,37.4748689827116],[126.795071294218,37.4741723425995],[126.795306891377,37.4741694664052],[126.79530690074,37.4741807574875],[126.795307914753,37.4752187677242],[126.795307923029,37.4752274111149]]]}","한식,병원,이/미용/건강,유흥주점,중식",64,37.47687087,126.7948227
늘을1로16번안길,"{""type"":""Polygon"",""coordinates"":[[[127.240194011432,37.6541476529854],[127.240216140234,37.6539123934267],[127.24103724197,37.6539398859981],[127.242330323629,37.6539831774033],[127.242324417936,37.6542530742333],[127.242324395656,37.6542540924151],[127.242310281299,37.654652350499],[127.242296233504,37.6550195402366],[127.242296209012,37.6550202230063],[127.242268364008,37.6558517433563],[127.242272380909,37.6558760833712],[127.241747593279,37.6558522536488],[127.240280617578,37.6542170089621],[127.240194011432,37.6541476529854]]]}","한식,분식,커피점/카페,일식/수산물,자동차/이륜차",84,37.65470622,127.2415095
연성로,"{""type"":""Polygon"",""coordinates"":[[[126.815438901703,37.3910580901304],[126.815424276255,37.3912252020808],[126.814941929484,37.3922751716333],[126.813765815769,37.3919300019347],[126.813737465775,37.3915563433594],[126.812624563637,37.3916127650593],[126.812464359751,37.3912310257021],[126.812437486609,37.3911671191437],[126.812431698561,37.3910373425764],[126.812432514148,37.3910372927327],[126.812444429578,37.3910365650759],[126.812458110964,37.391035731152],[126.812714235017,37.3910216689525],[126.812942531129,37.3910097928642],[126.812944211018,37.3910097004545],[126.813096845246,37.3910008477331],[126.813383627855,37.390985286679],[126.813386183948,37.390985136349],[126.813573589069,37.3909732609946],[126.813692731383,37.390965670254],[126.813706357039,37.3909648021347],[126.814004503703,37.390948571032],[126.814005351077,37.3909485236222],[126.814198908525,37.3909374022059],[126.814383124638,37.3909275426397],[126.814384266564,37.3909274792011],[126.814582680614,37.3909160530998],[126.81458454792,37.390915939354],[126.814741226356,37.390905873759],[126.814865079417,37.3908992881185],[126.814865836479,37.3908992468434],[126.815025966671,37.3908903007422],[126.815353277836,37.3908738459057],[126.815370121177,37.3908724918795],[126.815415886108,37.3908674241766],[126.815429437079,37.390865928457],[126.815439045601,37.3908648644759],[126.81544790514,37.3909568115533],[126.815438901703,37.3910580901304]]]}","한식,이/미용/건강,유흥주점,분식,닭/오리요리",51,37.39142599,126.8141489
성남대로,"{""type"":""Polygon"",""coordinates"":[[[127.106534796023,37.3716566372213],[127.107856896252,37.3716627027841],[127.107854495191,37.3722688079489],[127.106529779511,37.3722645968936],[127.106160817994,37.3722634213832],[127.106167311302,37.3718988584156],[127.106167332551,37.3718956270725],[127.106166185192,37.3716493212685],[127.106163836675,37.3711451666047],[127.1065387851,37.3711479150834],[127.106534796023,37.3716566372213]]]}","학원-보습교습입시,이/미용/건강,학원-어학,커피점/카페,학원-음악미술무용,화장품소매",111,37.37187506,127.1069073
시민대로248번길,"{""type"":""Polygon"",""coordinates"":[[[126.958977203825,37.3916976888597],[126.959035182033,37.3917175929798],[126.959138924927,37.3917532047788],[126.959242658255,37.3917888127922],[126.959346378483,37.3918244203391],[126.959450124051,37.3918600323062],[126.959553855698,37.3918956397482],[126.95965757663,37.3919312471651],[126.959761322606,37.3919668589001],[126.959865054851,37.3920024661751],[126.959968777605,37.3920380734676],[126.960072517794,37.3920736832217],[126.960176240748,37.3921092903347],[126.960279984741,37.3921449011464],[126.960383719159,37.3921805081694],[126.960417660871,37.3921921600551],[126.960200288356,37.3925939003357],[126.96020019525,37.3925940726569],[126.960198682439,37.3925968765842],[126.959998350165,37.3929671042459],[126.959996371124,37.3929707491718],[126.959996257497,37.3929709588108],[126.959797360155,37.3933385553746],[126.959795203592,37.3933425348116],[126.959531664766,37.3938295945441],[126.958119317786,37.3933471912416],[126.958063699761,37.3933281939791],[126.958977203825,37.3916976888597]]]}","기타서비스업,부페,사진/광학/정밀기기소매,종합소매점,책/서적/도서,학문교육기타,학원-어학,학원기타,물품기기대여",8,37.39276432,126.959246
사기막골로_1,"{""type"":""Polygon"",""coordinates"":[[[127.178520260643,37.4388056426491],[127.178520533613,37.4388072208456],[127.178520658619,37.4388079605786],[127.178522093786,37.4388153052708],[127.178598192741,37.4391581132923],[127.178671599996,37.4395230696699],[127.178719044715,37.4398110559381],[127.178773553622,37.4401560981314],[127.178807683232,37.4403730215501],[127.178848742484,37.4407747172556],[127.178862079038,37.4409672595636],[127.178862625286,37.4409733003075],[127.178900528581,37.4413128114495],[127.178901471314,37.4413278306448],[127.178905170449,37.4413868192317],[127.178906027556,37.4414004824578],[127.178461326513,37.44158965026],[127.177734823463,37.4418824866122],[127.177732935393,37.4418791839308],[127.177584591611,37.44161967399],[127.177576271083,37.4416065626539],[127.176286422253,37.43976449708],[127.177080750362,37.4394022794918],[127.175997272739,37.4378246221888],[127.176485164093,37.4378375906256],[127.178411619335,37.4378887255293],[127.178411460787,37.4378918319013],[127.178411285294,37.4378973468246],[127.178410808629,37.4379351215498],[127.178409903211,37.4380064871542],[127.17841051841,37.4380217219178],[127.178423895416,37.4381646467336],[127.178424055342,37.4381662580429],[127.178445727302,37.4383728265201],[127.178447059774,37.438382423908],[127.178520260643,37.4388056426491]]]}","한식,부동산중개,의복의류,커피점/카페,사무/문구/컴퓨터,종합소매점,기타서비스업,음/식료품소매,가정/주방/인테리어",90,37.4396747,127.1776774
단대오거리역_1번출구,"{""type"":""Polygon"",""coordinates"":[[[127.159366335915,37.4456692470778],[127.159207335761,37.4452964257219],[127.158409515578,37.4455182774563],[127.158361984694,37.4454103740849],[127.158090279579,37.4454839069095],[127.158298521436,37.4459691506632],[127.158044471508,37.4460428088905],[127.157753823553,37.446126907442],[127.157753769632,37.4461267644385],[127.157745637899,37.4461087358847],[127.157740124348,37.4460982919812],[127.157736590301,37.4460919427961],[127.157557969064,37.445787024688],[127.157502120981,37.4456888543207],[127.157489408665,37.4456663458541],[127.157479308558,37.4456484616764],[127.157458745439,37.4456120507022],[127.157407528976,37.4455212729256],[127.157397146213,37.445505102183],[127.157258404645,37.4453134900638],[127.157364298352,37.4452681918882],[127.157366237175,37.4452679458358],[127.157657999665,37.445229176126],[127.157666177897,37.4452282076452],[127.15769756223,37.4452244782054],[127.158202326605,37.4451644952214],[127.158250303627,37.4451587939466],[127.159070379461,37.4450613383576],[127.159088853489,37.445059142737],[127.159089090394,37.4450591144787],[127.159105557493,37.4450571431509],[127.159323865434,37.4450310085977],[127.159573529889,37.4450072523461],[127.159714657231,37.4449937372204],[127.159779328776,37.444987754459],[127.159847770295,37.4449724512087],[127.159906865892,37.444940956505],[127.159950770567,37.444896385419],[127.159975141842,37.4448431463711],[127.159979723377,37.4448243610876],[127.160342269194,37.444943623361],[127.160403736651,37.4449661571064],[127.160428410369,37.444975202389],[127.160434770313,37.4449775336204],[127.160448291112,37.4449824918343],[127.160913426876,37.4451530260481],[127.1609254425,37.4451571003642],[127.161302160952,37.4452747141285],[127.161753308645,37.4454155643486],[127.161761241759,37.4454180410806],[127.161764329656,37.445419204956],[127.162206810969,37.4455857463315],[127.162224577994,37.4455917086834],[127.162922758767,37.4457985299338],[127.163083164658,37.4458460455766],[127.16311268654,37.4458547905569],[127.163142929265,37.4458637485937],[127.163767786636,37.4460702489362],[127.164322939949,37.4462537055546],[127.164341433984,37.4462590773683],[127.16441542295,37.4462777015581],[127.164435387895,37.44628272704],[127.164436346668,37.4462829711892],[127.164534536239,37.4463076948641],[127.164544041968,37.4463099069897],[127.165037537732,37.4464154535205],[127.165785258969,37.4465753800082],[127.16581179808,37.4465810562314],[127.166042120874,37.4466303123416],[127.166045128497,37.4466309592705],[127.166045442955,37.4466310267155],[127.166506710004,37.4467296743875],[127.166507891908,37.4467299270115],[127.166436777134,37.4469503317748],[127.165718375705,37.4467943416586],[127.165610919123,37.4470892486613],[127.164247445209,37.4467895983106],[127.162809657022,37.4463136976957],[127.162241317158,37.4461305890903],[127.161499173647,37.4458882403515],[127.160896030272,37.4456913627024],[127.160193900709,37.4454402786787],[127.159366335915,37.4456692470778]],[[127.160193900709,37.4454402786787],[127.160335026253,37.445168142226],[127.159814738191,37.4452376629868],[127.159833735118,37.4453391684181],[127.159985043504,37.4453255997153],[127.159998037818,37.4454270625278],[127.160193900709,37.4454402786787]]]}","한식,유흥주점,이/미용/건강,닭/오리요리,사진/광학/정밀기기소매",452,37.44588979,127.1617569
안양로329번길,"{""type"":""Polygon"",""coordinates"":[[[126.91908691767,37.4004189755022],[126.919482642428,37.4007984783467],[126.919193087275,37.4011482203719],[126.919062458383,37.4013059944242],[126.919060786028,37.4013080164473],[126.91856721894,37.4019041882545],[126.918341453178,37.4021768839199],[126.918331836499,37.4021885016845],[126.918328702051,37.4021922883621],[126.917998966649,37.4025905623446],[126.917961585687,37.4025819545352],[126.917905605109,37.4025749647496],[126.917071007689,37.4025553156725],[126.917050910749,37.4025548425038],[126.917062181969,37.4022009055078],[126.917060832924,37.4019018533509],[126.916676847048,37.4018994664929],[126.91668571466,37.4012091091594],[126.91632893826,37.401204717524],[126.915967254725,37.4011980272241],[126.915958586417,37.400843717985],[126.917090789214,37.4008490115193],[126.917096038788,37.4005083455457],[126.917472253661,37.4005106599377],[126.918468533653,37.4005180762641],[126.91875084754,37.4001771251555],[126.91908691767,37.4004189755022]]]}","한식,유흥주점,일식/수산물,이/미용/건강,부동산중개",160,37.4013459,126.9178257
원마운트원마운트,"{""type"":""Polygon"",""coordinates"":[[[126.754721405684,37.666069685631],[126.752896595053,37.6634372578792],[126.7550892595,37.6624691225503],[126.755093104723,37.6624673854571],[126.755480018516,37.6622886024207],[126.755480019686,37.6622886016627],[126.755480021094,37.6622886012293],[126.757246843925,37.6614721451649],[126.757255894121,37.6614677343259],[126.757771926413,37.6612028171596],[126.757794943442,37.661189290346],[126.758157153014,37.6609468659444],[126.758167792352,37.6609392766369],[126.758651564408,37.6605716463314],[126.758777412845,37.6606745011959],[126.757581488979,37.6621345121214],[126.75608221427,37.663686483969],[126.757195620591,37.664887541113],[126.755984033044,37.6654964786162],[126.754721405684,37.666069685631]]]}","의복의류,한식,커피점/카페,가방/신발/액세서리,양식",167,37.66367653,126.7554923
용구대로_2,"{""type"":""Polygon"",""coordinates"":[[[127.105020922747,37.3021693107899],[127.105795543349,37.3012594240814],[127.105967117538,37.3011179522456],[127.106902949232,37.2987326115427],[127.106695455341,37.2986927516775],[127.106695375497,37.2986398119953],[127.107223867939,37.2976737125137],[127.108487781053,37.296034510269],[127.108879581964,37.2956578715451],[127.109448248472,37.2954067415365],[127.109683293913,37.2951714074175],[127.109693898139,37.2951677270732],[127.109627758209,37.2955921001148],[127.109614829354,37.2956528852673],[127.109559586975,37.2959126439306],[127.1095588108,37.2959165531199],[127.109532706407,37.2960580527887],[127.109506221026,37.2961544863979],[127.109397975068,37.2963222273559],[127.109095935279,37.2967492499593],[127.108857414423,37.2970658241265],[127.108828160492,37.2971046408149],[127.108582633776,37.2974185347481],[127.108579368519,37.2974228419562],[127.108566724714,37.2974400587785],[127.108515071102,37.2975063236948],[127.108514455891,37.2975071175056],[127.108203266192,37.2979109786554],[127.10819825155,37.297917819209],[127.108103447008,37.2980539223121],[127.108101400243,37.2980568518931],[127.108101263009,37.2980570486082],[127.107926473695,37.298307963815],[127.1077032195,37.2985840820225],[127.107699913135,37.298588297839],[127.107621243831,37.2986917527752],[127.1075140896,37.2988326732083],[127.107085339857,37.299396514556],[127.107082024172,37.2994008795524],[127.107047455759,37.2994463405872],[127.107043107958,37.2994523135182],[127.106861410444,37.2997133142662],[127.106768125681,37.2998473213659],[127.106758168611,37.2998634761035],[127.106622450955,37.3001146054699],[127.106615378969,37.3001294590912],[127.106392051079,37.3006690034146],[127.106268352586,37.300967829696],[127.106266849983,37.3009715978214],[127.105913162566,37.3018933923819],[127.105911947556,37.3018966695476],[127.105762219378,37.3023150497941],[127.105759219469,37.3023243663854],[127.105698398849,37.3025365768186],[127.104868284157,37.3023486582525],[127.105020922747,37.3021693107899]]]}","한식,자동차/이륜차,주유소/충전소,패스트푸드,의복의류,분식",23,37.2983038,127.1075694
지도로35번길,"{""type"":""Polygon"",""coordinates"":[[[126.82430143599,37.6194182296386],[126.824301456381,37.6194194111998],[126.824314255622,37.6202112155502],[126.824314670469,37.6202369712551],[126.824316019455,37.6203205529607],[126.824316266744,37.6203397655118],[126.824322519546,37.6208255611756],[126.824322730759,37.6208418316843],[126.824322734473,37.6208420986753],[126.824333164749,37.6215447325054],[126.824335312269,37.6216895478967],[126.823828565476,37.6214156658301],[126.823643603223,37.6215394039739],[126.822896848387,37.6215285864638],[126.823015035434,37.6213067612487],[126.822962506665,37.6209334401884],[126.821917889797,37.6210452281536],[126.82134269104,37.6210653947986],[126.821085202126,37.6210740881542],[126.820373328073,37.6210773791696],[126.820292868027,37.6210247181706],[126.820289461412,37.6210225321004],[126.820188192784,37.6209588213573],[126.820109848628,37.6209095342563],[126.819785246209,37.620705322356],[126.819897871365,37.6206286162968],[126.820151673323,37.6204272953673],[126.820746244389,37.6208392550518],[126.821721768925,37.6200803053322],[126.82192189353,37.6202073180246],[126.822178760123,37.6203726264191],[126.822379676245,37.62022483463],[126.82284094014,37.6198864805676],[126.823255142588,37.6202211696566],[126.823563821752,37.6199736474308],[126.823565870207,37.6194161605665],[126.824089329542,37.6194213723494],[126.82430143599,37.6194182296386]],[[126.824096147028,37.6196405011636],[126.823850697898,37.61964932044],[126.823855867739,37.6199506510931],[126.824105866366,37.6199452559314],[126.824096147028,37.6196405011636]]]}","한식,음/식료품소매,유흥주점,종합소매점,이/미용/건강",107,37.62063572,126.8227916
