시군명,명칭,분류명,소개
양주시,양주 장흥자생수목원,관광휴게시설,"계명산 형제봉 능선 자연림 33,000제곱미터를 자연생태수목원으로 조성한 곳으로 우리나라 야생화가 철철이 피어나는 것을 관찰할 수 있으며 수목원내 전문관찰원, 생태관찰원, 약수터, 카페, 체험학습장, 분경온실, 허브온실, 허브샵, 허브테마 펜션등 시설들이 구비되어 있으며 휴식공간 벤치에서 내려다 보는 조경이 분위기 있다."
양주시,양주 장흥역,교통관련시설,서울교외선에 있는 기차역으로 일영역과 온릉역 사이에 있다. 1965년 7월 21일 무배치간이역(역무원이 없는 간이역)으로 영업을 시작하였다. 2004년 여객취급을 중단하였다. 코레일(Korail) 서울본부 소속에 있으며 역 주위는 오래된 시골 분위기가 난다.
양주시,양주 장흥아트파크,문화시설,"예술-자연-인간 이 공존하는 복합문화단지로 미술관, 총3천여평의 조각공원, 어린이 체험관, 공연장, 예술작가들의 작품활동을 위한 아뜰리에를 갖추고 있다. 가족 단위 나들이에서부터 본격적인 문화체험에 이르기까지 다양한 활용이 가능한 장흥아트파크"
양주시,양주 장흥면 주민자치센터,행정시설,장흥역 앞 주민자치센터 및 양주소방서 장흥보건지소가 붙어 있는 오래된 주민자치센터
양주시,양주 일영허브랜드,민속/기타,"야외정원, 음식점, 솔베이지(이탈리안 레스토랑), 허브샵, 식물원, 파티공간, 체험학습 공간이 마련되어 있는 아이리스 촬영장으로도 유명한 일영허브렌드"
양주시,양주 육지장사,기념물,템플스테이 프로그램 진행하는 규모가 크지 않은 불교 조계종 소속의 육지장사
양주시,양주 온릉역 인근터널,차량도로,온릉역 근처 일영터널로 분위기로는 인근 온릉역은 간이역일것 같지만 실제로는 바로 근처에 레져시설과 식당이 있고 도로에 차도 다녀서 시끄러움.
양주시,양주 아트시티펜션,숙박시설,"파주 헤이리의 개성있는 미술관을 보는듯한 느낌의 럭셔리한 아트시티펜션 단지 내 수영장 이 있고, 주위의 산수가 수려하다."
양주시,양주 아트밸리 카페,일반생활시설,"2009년 2월 오픈 한 아트밸리 카페는 갤러리와 카페테리아로 구성되었으며, 건물 입구에 조각정원이 있어 운치를 더 하며 조경이 좋다."
양주시,양주 싱싱자전거마을 연꽃체험장,민속/기타,싱싱자전거마을 내 작은 규모의 연꽃 체험장
양주시,양주 송추역,교통관련시설,"서울교외선에 있는 간이역으로 온릉역과 의정부역 사이에 있다. 1961년 7월 10일 영업을 시작하였고, 2004년 여객열차 운행을 중단하였다. 코레일(Korail) 서울본부 소속으로 분위기 있는 기차역이다."
양주시,양주 노고산등산로 금바위저수지,자연,구파발에서 일영유원지 방향으로 가다가 일영유원지 조금 못미쳐 삼하리 마을회관 있는 곳에서 오른쪽으로 마을을 통과하면 나오는 금바위 저수지.
양주시,양주 기산저수지,자연,"장흥면 석현리를 지나 백석, 광적방향으로 말머리(백석)고개를 넘으면 백석읍 기산리이며 말머리(백석)고개 넘어 오다 보면 좌측에 보이는 저수지가 기산저수지로 낚시터로 유명하다."
양주시,양주 구)부메랑 모텔,숙박시설,양주시 소유의 비어있는 모텔 건물로 내부 미술셋팅 가능
양주시,양주 관광안내센터 나전칠기체험장,민속/기타,1층에는 관광안내센터와 나전칠기 전시장이 마련되어 있고 2층은 체험실로 마련되어있는 신식건물.
양주시,양주 화천재개발지구,문화시설,아파트 앞에 폐건물이 있는 재개발지구
양주시,양주 한국보육원,복지시설,"양주시 산속에 보육원, 작은 잔디운동장 및 놀이터 시설. 옆으로 천이 흐름(공릉천)"
양주시,양주 광명보육원,복지시설,앞으로 작은 강(공릉천)이 흐르고 숲속에 낡은 보육원
양주시,양주 폐공장,공장관련시설,양주 덕계동에 위치한 허름한 폐공장
양주시,양주 YM기획스튜디오,,"YM기획스튜디오에서 보유한 3,000평 규모의 광고 전문 세트장"
양주시,양주 비암리,농/축산/수산/원예시설,경기도 양주시 광적면 비암리 비포장 길과 농가
양주시,양주 송암천문대,문화시설,양주시 장흥면에 위치한 케이블카가 있는 천문대 시설
양주시,양주 백석삼거리 교회,종교시설,공사 완료되지 않은 교회
양주시,양주 백석읍 석우리 논밭,농/축산/수산/원예시설,좁은 길 양옆으로 넓은 논밭이 펼쳐져 있음
양주시,양주 삼숭중학교,교육연구시설,2004년에 개교한 남녀공학 중학교
양주시,양주 덕현중학교,교육연구시설,2006년에 개교한 남녀공학 중학교
양주시,양주 덕계중학교,교육연구시설,2001년에 개교한 공립 남녀공학 중학교
양주시,양주 고암중학교,교육연구시설,2001년에 개교한 공립 남녀공학 중학교
양주시,양주 백석고등학교,교육연구시설,양주 백석고등학교
양주시,양주 허브힐,문화시설,계절에 따라 피는 다양한 꽃과 허브 관련을 경험할 수 있는 정원
양주시,양주 일영역,교통관련시설,서울교외선에 있는 기차역으로 벽제역과 장흥역 사이에 있다. 1961년 7월 10일 보통역으로 영업을 시작하였다. 운전취급업무를 담당한다. 코레일(Korail) 서울본부 소속으로 경기도 양주시 장흥면 삼상리 327에 있다.
양주시,양주 크라운해태제과 연수원 숲길,자연,연수원 내 사람의 발길이 닿지 않도록 막아 놓은 숲길
양주시,양주 일영유원지 일영수영장(일영산장),운동시설,"일영유원지 초입에 위치한 일영산장은 수영장, 캠핑장(야영장), 각종체험장등을 갖춘 종합 레져시설로 일영수영장은 성인용과 어린이용으로 나뉘어 운영한다. 또 전문 숙박시설, 어린이테마캠프, 대형운동장, 캠프장, 대형식사시설 등 약 6만여평의 대형업소이다."
양주시,양주 현대랜드,운동시설,"현대랜드는 한구무형문화재 전통한옥보건팀이 지은 3,000여 평의 전통 웰빙문화 체험마을로서 5개의 대규모 숫가마시설로 제작되어있고 한옥 펜션, 음식점 등이 준비되어 있다."
양주시,양주 청암민속박물관,문화시설,"120여 그루의 분재형 소나무와 1만2천여 점의 민속생활용품을 이용하여 우리의 옛 생활상을 생생하게 재현한 해학이 넘치는 정겨운 박물관이 2천평에 걸쳐 펼쳐져 있으며, 1만2천여점의 민속생활용품을 소품으로 활용할수 있을듯 싶다."
양주시,장흥 조각아뜰리에,도시,장흥조각 아카데미로 실내 작업실 1층 5실/2층 2실로 구성되어있으며 실외 작업장은 299제곱미터 규모이다.
양주시,양주 장흥 조각공원,관광휴게시설,넓은 자연공원에 다양한 조각품을 전시 하여 휴식과 함께 다양한 조각작품을 감상할수 있는 공원으로 옆으로 작은천이 흐르고 있다.
양주시,양주 장흥자생수목원,관광휴게시설,"계명산 형제봉 능선 자연림 33,000제곱미터를 자연생태수목원으로 조성한 곳으로 우리나라 야생화가 철철이 피어나는 것을 관찰할 수 있으며 수목원내 전문관찰원, 생태관찰원, 약수터, 카페, 체험학습장, 분경온실, 허브온실, 허브샵, 허브테마 펜션등 시설들이 구비되어 있으며 휴식공간 벤치에서 내려다 보는 조경이 분위기 있다."
양주시,양주 장흥역,교통관련시설,서울교외선에 있는 기차역으로 일영역과 온릉역 사이에 있다. 1965년 7월 21일 무배치간이역(역무원이 없는 간이역)으로 영업을 시작하였다. 2004년 여객취급을 중단하였다. 코레일(Korail) 서울본부 소속에 있으며 역 주위는 오래된 시골 분위기가 난다.
양평군,양평 경기도청소년야영장,교육연구시설,수려한 자연경관 속에 극기훈련시설과 전문 지도자가 배치되어 전문적이고 체계적인 수련활동을 할 수 있는 야영장
양평군,양평 아세아연합신학대학교,교육연구시설,사립 신학대학
양평군,양평 양수리환경생태공원,관광휴게시설,남한강이 흐르는 양수리 부근에 조성된 생태공원
양평군,양평 양평군청소년수련원,교육연구시설,청소년 및 단체에서 연수와 단체활동을 할 수 있고 천문대가 갖춰진 수련원
양평군,양평 양평시외버스터미널,교통관련시설,시외버스 터미널
양평군,양평 양평실내체육관,운동시설,실내체육시설을 갖춘 체육관
양평군,양평 양평여성회관,공공생활시설,"양평문화원, 양평보건소와 함께 대단위로 조성된 여성회관"
양평군,양평 용담대교,차량도로,경기도 양평군 양서면 용담리와 신원리를 연결하는 국도 6호선
양평군,양평 파라다이스청소년수련원,교육연구시설,"최고급의 다양한 연수시설과 체육시설, 부대시설 등을 갖춘 수련시설"
양평군,양평 파인밸리별장,숙박시설,"광고, CF 등 촬영지로 각광받는 용문산 자락의 별장"
양평군,양평 산음자연휴양림,관광휴게시설,산림과 계곡이 울창하게 우거져 있는 휴양림
양평군,양평 용문사,종교시설,신라시대 때 창건된 양평 용문산에 위치한 사찰
양평군,양평 설매재 자연휴양림,도시,"자연을 만끽할수 있는 휴양림으로 서바이벌게임장, 패러글라이등 활강장, 4륜바이크 등 다양향 레져활동을 할 수 있는 장소이다."
양평군,양평 파라다이스 폐콘도,숙박시설,"양평 용문면 삼성리에 위치한 8층 높이의 폐콘도, 주변에 3층 높이의 다른 폐건물 존재"
양평군,양평 삼성리 뱃산교 흑천,차량도로,앙평 삼성리에 위치한 하천 및 교량
양평군,양평 해성견업 폐공장,공장관련시설,"빈티지 촬영, 화보촬영이 주로 이용되는 곳. 지금은 사용되지 않는 폐공장으로서 촬영각도에 따라 다양한 장면이 연출되는 공간이다."
양평군,양평 황순원문학촌 소나기마을,민속/기타,황순원 문학소설 소나기 속의 작품 배경이 양평이란 곳이어서 실제로 소설속의 세상을 바탕으로 양평군 경희대학교가 자매결연을 하고 그 기념사업으로 시작되어 2009년 4월에 와공된 문학 테마 마을.
양평군,양평 옥천면 용천리 폐가,문화시설,길가에 버려진 오래되고 독특한 폐가
양평군,양평 산음자연휴양림,자연,휴양림 내 소나무 로 이루어진 공간
양평군,양평 사나사절,기념물,양평에 있는 계곡이 좋기로 이름난 사나사절
양평군,양평 구둔역,교통관련시설,1940년 보통역으로 영업을 시작한 구둔역의 역사이다. 평면이 직사각형 구조이며 T자형 지붕을 이루고 출입구 지붕은 박공 형태이다. 철로를 향한 면에는 차양을 달았다. 구둔역은 10년 전까지만 해도 제법 북적이는 역이었지만 지금은 하루 90여 대 들어오는 기차가 모두 통과 열차이고 청량리에서 출발한 무궁화호 열차가 하루 세 번 설 뿐이다.
양평군,양평 석불역,교통관련시설,진입로 앞으로 넓은 논이 펼쳐져 있는 오래된 느낌의 석불역
양평군,양평 두물머리,자연,"두물머리[兩水里]는 금강산에서 흘러내린 북한강과 강원도 금대봉 기슭 검룡소(儉龍沼)에서 발원한 남한강의 두 물이 합쳐지는 곳이라는 의미이며 한자로는 兩水里를 쓰는데, 이곳은 양수리에서도 나루터를 중심으로 한 장소를 가리킨다(일출촬영 장소로 유명하다)"
양평군,양평 지평초교 일신분교,교육연구시설,전형적인 농촌 시골마을내 아담한 분교
양평군,양평 석장초,교육연구시설,뒤로는 개군산 앞으로 남한강이 흐르며 논밭 사이에 세워진 오래된 폐교
양평군,양평 계정초,교육연구시설,전형적인 농촌 시골마을 내 오래된 폐교
양평군,양평 강남초,교육연구시설,전형적인 농촌 시골마을 내 산으로 둘러쌓인 분교
양평군,양평 사나사계곡,자연,계곡물이 맑고 산수가 수려한 계곡
양평군,양평 풍경속선물,숙박시설,전면으로 남한강 후면 으로 유명산 용문산 가운대 자리 잡은 심플한 느낌의 팬션
양평군,양평 양동초교 고송분교,교육연구시설,산속에 위치한 분교
양평군,양평 두레마을 돌다리,차량도로,분위기 있는 오래된 돌다리
양평군,양평 고송1리 마을,업무시설,전형적인 농촌마을
양평군,양평 일신교회,종교시설,산속에 위치한 아늑한 교회
양평군,양평 힐하우스,숙박시설,서울 중심가에서 50분 거리에 위치한 힐하우스는 파노라마 같이 펼쳐진 남한강의 전망과 럭셔리한 시설이 갖추어져 있다.
양평군,양평 서종초교 명달분교,교육연구시설,숲속에 깔끔하고 고풍스런 학교
양평군,영풍 단월초교산대분교,교육연구시설,"뒤로는 산수가 화려하고 앞으로는 논, 밭이 있는 전형적인 시골 분교"
양평군,양평 단월초교 명성분교,교육연구시설,오래된 낡고 허름한 초교 분교
양평군,양평 캐시미어힐,숙박시설,"경기도 지정 관광펜션 캐시미어힐,,3면을 용문산 자락이 감싸고 앞으로 남한강이 흐름"
양평군,양평 용문사,종교시설,양평 용문산에 세워진 신라시대 사찰
양평군,양평 지평면사무소,행정시설,지명이 과거 지제면에서 현재 지평면으로 바뀜
양평군,양평 경기도청소년야영장,교육연구시설,수려한 자연경관 속에 극기훈련시설과 전문 지도자가 배치되어 전문적이고 체계적인 수련활동을 할 수 있는 야영장
양평군,양평 아세아연합신학대학교,교육연구시설,사립 신학대학
양평군,양평 양수리환경생태공원,관광휴게시설,남한강이 흐르는 양수리 부근에 조성된 생태공원
양평군,양평 양평군청소년수련원,교육연구시설,청소년 및 단체에서 연수와 단체활동을 할 수 있고 천문대가 갖춰진 수련원
양평군,양평 양평시외버스터미널,교통관련시설,시외버스 터미널
양평군,양평 양평실내체육관,운동시설,실내체육시설을 갖춘 체육관
양평군,양평 양평여성회관,공공생활시설,"양평문화원, 양평보건소와 함께 대단위로 조성된 여성회관"
양평군,양평 용담대교,차량도로,경기도 양평군 양서면 용담리와 신원리를 연결하는 국도 6호선
양평군,양평 파라다이스청소년수련원,교육연구시설,"최고급의 다양한 연수시설과 체육시설, 부대시설 등을 갖춘 수련시설"
양평군,양평 파인밸리별장,숙박시설,"광고, CF 등 촬영지로 각광받는 용문산 자락의 별장"
양평군,양평 산음자연휴양림,관광휴게시설,산림과 계곡이 울창하게 우거져 있는 휴양림
양평군,양평 용문사,종교시설,신라시대 때 창건된 양평 용문산에 위치한 사찰
양평군,양평 설매재 자연휴양림,도시,"자연을 만끽할수 있는 휴양림으로 서바이벌게임장, 패러글라이등 활강장, 4륜바이크 등 다양향 레져활동을 할 수 있는 장소이다."
양평군,양평 파라다이스 폐콘도,숙박시설,"양평 용문면 삼성리에 위치한 8층 높이의 폐콘도, 주변에 3층 높이의 다른 폐건물 존재"
양평군,양평 삼성리 뱃산교 흑천,차량도로,앙평 삼성리에 위치한 하천 및 교량
양평군,양평 해성견업 폐공장,공장관련시설,"빈티지 촬영, 화보촬영이 주로 이용되는 곳. 지금은 사용되지 않는 폐공장으로서 촬영각도에 따라 다양한 장면이 연출되는 공간이다."
양평군,양평 황순원문학촌 소나기마을,민속/기타,황순원 문학소설 소나기 속의 작품 배경이 양평이란 곳이어서 실제로 소설속의 세상을 바탕으로 양평군 경희대학교가 자매결연을 하고 그 기념사업으로 시작되어 2009년 4월에 와공된 문학 테마 마을.
양평군,양평 옥천면 용천리 폐가,문화시설,길가에 버려진 오래되고 독특한 폐가
양평군,양평 산음자연휴양림,자연,휴양림 내 소나무 로 이루어진 공간
양평군,양평 사나사절,기념물,양평에 있는 계곡이 좋기로 이름난 사나사절
양평군,양평 구둔역,교통관련시설,1940년 보통역으로 영업을 시작한 구둔역의 역사이다. 평면이 직사각형 구조이며 T자형 지붕을 이루고 출입구 지붕은 박공 형태이다. 철로를 향한 면에는 차양을 달았다. 구둔역은 10년 전까지만 해도 제법 북적이는 역이었지만 지금은 하루 90여 대 들어오는 기차가 모두 통과 열차이고 청량리에서 출발한 무궁화호 열차가 하루 세 번 설 뿐이다.
양평군,양평 석불역,교통관련시설,진입로 앞으로 넓은 논이 펼쳐져 있는 오래된 느낌의 석불역
양평군,양평 두물머리,자연,"두물머리[兩水里]는 금강산에서 흘러내린 북한강과 강원도 금대봉 기슭 검룡소(儉龍沼)에서 발원한 남한강의 두 물이 합쳐지는 곳이라는 의미이며 한자로는 兩水里를 쓰는데, 이곳은 양수리에서도 나루터를 중심으로 한 장소를 가리킨다(일출촬영 장소로 유명하다)"
양평군,양평 지평초교 일신분교,교육연구시설,전형적인 농촌 시골마을내 아담한 분교
양평군,양평 석장초,교육연구시설,뒤로는 개군산 앞으로 남한강이 흐르며 논밭 사이에 세워진 오래된 폐교
양평군,양평 계정초,교육연구시설,전형적인 농촌 시골마을 내 오래된 폐교
양평군,양평 강남초,교육연구시설,전형적인 농촌 시골마을 내 산으로 둘러쌓인 분교
양평군,양평 사나사계곡,자연,계곡물이 맑고 산수가 수려한 계곡
양평군,양평 풍경속선물,숙박시설,전면으로 남한강 후면 으로 유명산 용문산 가운대 자리 잡은 심플한 느낌의 팬션
양평군,양평 양동초교 고송분교,교육연구시설,산속에 위치한 분교
양평군,양평 두레마을 돌다리,차량도로,분위기 있는 오래된 돌다리
양평군,양평 고송1리 마을,업무시설,전형적인 농촌마을
양평군,양평 일신교회,종교시설,산속에 위치한 아늑한 교회
양평군,양평 힐하우스,숙박시설,서울 중심가에서 50분 거리에 위치한 힐하우스는 파노라마 같이 펼쳐진 남한강의 전망과 럭셔리한 시설이 갖추어져 있다.
양평군,양평 서종초교 명달분교,교육연구시설,숲속에 깔끔하고 고풍스런 학교
양평군,영풍 단월초교산대분교,교육연구시설,"뒤로는 산수가 화려하고 앞으로는 논, 밭이 있는 전형적인 시골 분교"
양평군,양평 단월초교 명성분교,교육연구시설,오래된 낡고 허름한 초교 분교
양평군,양평 캐시미어힐,숙박시설,"경기도 지정 관광펜션 캐시미어힐,,3면을 용문산 자락이 감싸고 앞으로 남한강이 흐름"
양평군,양평 용문사,종교시설,양평 용문산에 세워진 신라시대 사찰
양평군,양평 지평면사무소,행정시설,지명이 과거 지제면에서 현재 지평면으로 바뀜
양평군,양평 경기도청소년야영장,교육연구시설,수려한 자연경관 속에 극기훈련시설과 전문 지도자가 배치되어 전문적이고 체계적인 수련활동을 할 수 있는 야영장
양평군,양평 아세아연합신학대학교,교육연구시설,사립 신학대학
양평군,양평 양수리환경생태공원,관광휴게시설,남한강이 흐르는 양수리 부근에 조성된 생태공원
양평군,양평 양평군청소년수련원,교육연구시설,청소년 및 단체에서 연수와 단체활동을 할 수 있고 천문대가 갖춰진 수련원
양평군,양평 양평시외버스터미널,교통관련시설,시외버스 터미널
양평군,양평 양평실내체육관,운동시설,실내체육시설을 갖춘 체육관
양평군,양평 양평여성회관,공공생활시설,"양평문화원, 양평보건소와 함께 대단위로 조성된 여성회관"
양평군,양평 용담대교,차량도로,경기도 양평군 양서면 용담리와 신원리를 연결하는 국도 6호선
양평군,양평 파라다이스청소년수련원,교육연구시설,"최고급의 다양한 연수시설과 체육시설, 부대시설 등을 갖춘 수련시설"
양평군,양평 파인밸리별장,숙박시설,"광고, CF 등 촬영지로 각광받는 용문산 자락의 별장"
양평군,양평 산음자연휴양림,관광휴게시설,산림과 계곡이 울창하게 우거져 있는 휴양림
양평군,양평 용문사,종교시설,신라시대 때 창건된 양평 용문산에 위치한 사찰
양평군,양평 설매재 자연휴양림,도시,"자연을 만끽할수 있는 휴양림으로 서바이벌게임장, 패러글라이등 활강장, 4륜바이크 등 다양향 레져활동을 할 수 있는 장소이다."
양평군,양평 파라다이스 폐콘도,숙박시설,"양평 용문면 삼성리에 위치한 8층 높이의 폐콘도, 주변에 3층 높이의 다른 폐건물 존재"
양평군,양평 삼성리 뱃산교 흑천,차량도로,앙평 삼성리에 위치한 하천 및 교량
양평군,양평 해성견업 폐공장,공장관련시설,"빈티지 촬영, 화보촬영이 주로 이용되는 곳. 지금은 사용되지 않는 폐공장으로서 촬영각도에 따라 다양한 장면이 연출되는 공간이다."
양평군,양평 황순원문학촌 소나기마을,민속/기타,황순원 문학소설 소나기 속의 작품 배경이 양평이란 곳이어서 실제로 소설속의 세상을 바탕으로 양평군 경희대학교가 자매결연을 하고 그 기념사업으로 시작되어 2009년 4월에 와공된 문학 테마 마을.
양평군,양평 옥천면 용천리 폐가,문화시설,길가에 버려진 오래되고 독특한 폐가
양평군,양평 산음자연휴양림,자연,휴양림 내 소나무 로 이루어진 공간
양평군,양평 사나사절,기념물,양평에 있는 계곡이 좋기로 이름난 사나사절
양평군,양평 구둔역,교통관련시설,1940년 보통역으로 영업을 시작한 구둔역의 역사이다. 평면이 직사각형 구조이며 T자형 지붕을 이루고 출입구 지붕은 박공 형태이다. 철로를 향한 면에는 차양을 달았다. 구둔역은 10년 전까지만 해도 제법 북적이는 역이었지만 지금은 하루 90여 대 들어오는 기차가 모두 통과 열차이고 청량리에서 출발한 무궁화호 열차가 하루 세 번 설 뿐이다.
양평군,양평 석불역,교통관련시설,진입로 앞으로 넓은 논이 펼쳐져 있는 오래된 느낌의 석불역
양평군,양평 두물머리,자연,"두물머리[兩水里]는 금강산에서 흘러내린 북한강과 강원도 금대봉 기슭 검룡소(儉龍沼)에서 발원한 남한강의 두 물이 합쳐지는 곳이라는 의미이며 한자로는 兩水里를 쓰는데, 이곳은 양수리에서도 나루터를 중심으로 한 장소를 가리킨다(일출촬영 장소로 유명하다)"
양평군,양평 지평초교 일신분교,교육연구시설,전형적인 농촌 시골마을내 아담한 분교
양평군,양평 석장초,교육연구시설,뒤로는 개군산 앞으로 남한강이 흐르며 논밭 사이에 세워진 오래된 폐교
양평군,양평 계정초,교육연구시설,전형적인 농촌 시골마을 내 오래된 폐교
양평군,양평 강남초,교육연구시설,전형적인 농촌 시골마을 내 산으로 둘러쌓인 분교
양평군,양평 사나사계곡,자연,계곡물이 맑고 산수가 수려한 계곡
양평군,양평 풍경속선물,숙박시설,전면으로 남한강 후면 으로 유명산 용문산 가운대 자리 잡은 심플한 느낌의 팬션
양평군,양평 양동초교 고송분교,교육연구시설,산속에 위치한 분교
양평군,양평 두레마을 돌다리,차량도로,분위기 있는 오래된 돌다리
양평군,양평 고송1리 마을,업무시설,전형적인 농촌마을
양평군,양평 일신교회,종교시설,산속에 위치한 아늑한 교회
양평군,양평 힐하우스,숙박시설,서울 중심가에서 50분 거리에 위치한 힐하우스는 파노라마 같이 펼쳐진 남한강의 전망과 럭셔리한 시설이 갖추어져 있다.
양평군,양평 서종초교 명달분교,교육연구시설,숲속에 깔끔하고 고풍스런 학교
양평군,영풍 단월초교산대분교,교육연구시설,"뒤로는 산수가 화려하고 앞으로는 논, 밭이 있는 전형적인 시골 분교"
양평군,양평 단월초교 명성분교,교육연구시설,오래된 낡고 허름한 초교 분교
양평군,양평 캐시미어힐,숙박시설,"경기도 지정 관광펜션 캐시미어힐,,3면을 용문산 자락이 감싸고 앞으로 남한강이 흐름"
양평군,양평 용문사,종교시설,양평 용문산에 세워진 신라시대 사찰
양평군,양평 지평면사무소,행정시설,지명이 과거 지제면에서 현재 지평면으로 바뀜
여주시,여주 37번국도,차량도로,여주에서 장호원으로 이어지는 국도
여주시,여주 여주대학,교육연구시설,사립 전문대학
여주시,여주 여주시외버스터미널,교통관련시설,종합 터미널
여주시,여주 여주청소년수련원,교육연구시설,수도권 근교의 사설 천문대로는 국내 최대 규모의 시설과 다양한 프로그램이 갖춰진 수련원
여주시,여주 예닮골,일반생활시설,한옥으로 지어진 한식 음식점
여주시,양평-여주 중부내륙고속 미개통도로,차량도로,넓은 미개통고속도로구간
여주시,여주 황포돛배 나루터,교통관련시설,남한강 주변의 황포돛 나룻터 현재도 황포돛배를 운영하고 있다.
여주시,여주 여주대학 인조잔디구장,운동시설,여주대학 내 인조 잔디구장
여주시,여주 점동초교 당현분교,교육연구시설,농촌시골마을 2층 폐교
여주시,여주 숲속의아침,자연,숲속의 작은 강
여주시,여주 경기도학생여주야영장,교육연구시설,여주 외곽에 위치한 청소년수련시설
여주시,여주 점동면 논길,농/축산/수산/원예시설,여주군 점동면 청안리에 위치한 논길
여주시,여주 목아불교박물관,문화시설,우리나라 전통 목조각을 계승하기 위해 목아 박찬수선생이 설립한 박물관
여주시,여주 신륵사,종교시설,주변 유원지와 함께 관광지로 유명한 사찰
여주시,여주 능서파출소,치안시설,여주경찰서 관할의 파출소
여주시,여주 여주경찰서,치안시설,건립된 지 20여년이 지난 경찰서
여주시,여주 37번국도,차량도로,여주에서 장호원으로 이어지는 국도
여주시,여주 여주대학,교육연구시설,사립 전문대학
여주시,여주 여주고등학교,교육연구시설,대학 캠퍼스 분위기의 넓은 오래된 고등학교
여주시,여주 강변유원지,관광휴게시설,수목과 조각전시로 형성된 남한강 유역의 유원지
여주시,여주 노총연수원,교육연구시설,"기업, 단체연수, 워크샵, 세미나 등 각종 모임을 위한 장소"
여주시,여주 도자기전시관,문화시설,제 1회 세계도자기엑스포 개장에 맞춰 2001년 신륵사관광단지 내 설치된 도자기 전시관
여주시,여주 라파엘의 집(별관),복지시설,사회복지법인 하상복지회 에서 운영하는 중증장애인 요양시설 91년에 설립되었으며 175명을 수용가능한 요양시설
여주시,여주 명성황후생가,기념물,조선시대 말기 명성황후가 태어나서 8세까지 살던 집
여주시,여주 여주공설운동장,운동시설,운동장과 체육시설을 갖춘 공설운동장
여주시,여주 여주대교,차량도로,경기도 여주군 여주읍에서 남한강을 가로질러 37번국도로 연결되는 다리
여주시,여주 여주시외버스터미널,교통관련시설,종합 터미널
여주시,여주 여주청소년수련원,교육연구시설,수도권 근교의 사설 천문대로는 국내 최대 규모의 시설과 다양한 프로그램이 갖춰진 수련원
여주시,여주 예닮골,일반생활시설,한옥으로 지어진 한식 음식점
여주시,양평-여주 중부내륙고속 미개통도로,차량도로,넓은 미개통고속도로구간
여주시,여주 황포돛배 나루터,교통관련시설,남한강 주변의 황포돛 나룻터 현재도 황포돛배를 운영하고 있다.
여주시,여주 여주대학 인조잔디구장,운동시설,여주대학 내 인조 잔디구장
여주시,여주 점동초교 당현분교,교육연구시설,농촌시골마을 2층 폐교
여주시,여주 숲속의아침,자연,숲속의 작은 강
여주시,여주 경기도학생여주야영장,교육연구시설,여주 외곽에 위치한 청소년수련시설
여주시,여주 점동면 논길,농/축산/수산/원예시설,여주군 점동면 청안리에 위치한 논길
여주시,여주 목아불교박물관,문화시설,우리나라 전통 목조각을 계승하기 위해 목아 박찬수선생이 설립한 박물관
여주시,여주 신륵사,종교시설,주변 유원지와 함께 관광지로 유명한 사찰
여주시,여주 능서파출소,치안시설,여주경찰서 관할의 파출소
여주시,여주 여주경찰서,치안시설,건립된 지 20여년이 지난 경찰서
여주시,여주 강변유원지,관광휴게시설,수목과 조각전시로 형성된 남한강 유역의 유원지
여주시,여주 노총연수원,교육연구시설,"기업, 단체연수, 워크샵, 세미나 등 각종 모임을 위한 장소"
여주시,여주 도자기전시관,문화시설,제 1회 세계도자기엑스포 개장에 맞춰 2001년 신륵사관광단지 내 설치된 도자기 전시관
여주시,여주 라파엘의 집(별관),복지시설,사회복지법인 하상복지회 에서 운영하는 중증장애인 요양시설 91년에 설립되었으며 175명을 수용가능한 요양시설
여주시,여주 명성황후생가,기념물,조선시대 말기 명성황후가 태어나서 8세까지 살던 집
여주시,여주 여주공설운동장,운동시설,운동장과 체육시설을 갖춘 공설운동장
여주시,여주 여주대교,차량도로,경기도 여주군 여주읍에서 남한강을 가로질러 37번국도로 연결되는 다리
여주시,여주 여주시외버스터미널,교통관련시설,종합 터미널
여주시,여주 여주청소년수련원,교육연구시설,수도권 근교의 사설 천문대로는 국내 최대 규모의 시설과 다양한 프로그램이 갖춰진 수련원
여주시,여주 예닮골,일반생활시설,한옥으로 지어진 한식 음식점
여주시,양평-여주 중부내륙고속 미개통도로,차량도로,넓은 미개통고속도로구간
여주시,여주 황포돛배 나루터,교통관련시설,남한강 주변의 황포돛 나룻터 현재도 황포돛배를 운영하고 있다.
여주시,여주 여주대학 인조잔디구장,운동시설,여주대학 내 인조 잔디구장
여주시,여주 점동초교 당현분교,교육연구시설,농촌시골마을 2층 폐교
여주시,여주 숲속의아침,자연,숲속의 작은 강
여주시,여주 경기도학생여주야영장,교육연구시설,여주 외곽에 위치한 청소년수련시설
여주시,여주 점동면 논길,농/축산/수산/원예시설,여주군 점동면 청안리에 위치한 논길
여주시,여주 목아불교박물관,문화시설,우리나라 전통 목조각을 계승하기 위해 목아 박찬수선생이 설립한 박물관
여주시,여주 신륵사,종교시설,주변 유원지와 함께 관광지로 유명한 사찰
여주시,여주 능서파출소,치안시설,여주경찰서 관할의 파출소
여주시,여주 여주경찰서,치안시설,건립된 지 20여년이 지난 경찰서
여주시,여주 37번국도,차량도로,여주에서 장호원으로 이어지는 국도
여주시,여주 여주대학,교육연구시설,사립 전문대학
