시군명,업체명,업종,소재지도로명주소,소재지지번주소,담당자 연락처,데이터기준일
시흥시,세븐일레븐시화함현점,휴게음식점,"경기도 시흥시 함송로13번길 28 (정왕동, 106-108호)",경기도 시흥시 정왕동 1879-5 106-108호 ,031-310-2485,2021-06-01
시흥시,베스킨라빈스 시흥은행점,휴게음식점,"경기도 시흥시 대은로 83, 105호 (대야동)",경기도 시흥시 대야동 574 105호 ,031-310-2485,2021-06-01
시흥시,학다방,휴게음식점,"경기도 시흥시 도일로 118 (거모동, 지층)",경기도 시흥시 거모동 1656-10 지층 ,031-310-2485,2021-06-01
시흥시,프라넬커피,휴게음식점,"경기도 시흥시 비둘기공원7길 10446 (대야동, 104,202호)","경기도 시흥시 대야동 541-3 104,202호 ",031-310-2485,2021-06-01
시흥시,꼬치마루,휴게음식점,"경기도 시흥시 희망공원로 269 (정왕동, 홈플러스2층)",경기도 시흥시 정왕동 2166-4 홈플러스2층 ,031-310-2485,2021-06-01
시흥시,레드몬스터,휴게음식점,"경기도 시흥시 장곡로53번길 12, 숲속마을아파트 주상가동 1층 102호 (장곡동)",경기도 시흥시 장곡동 807 숲속마을아파트 ,031-310-2485,2021-06-01
시흥시,미소야 정왕역점,휴게음식점,"경기도 시흥시 마유로418번길 24, 104호 (정왕동)",경기도 시흥시 정왕동 2326-2 104호 ,031-310-2485,2021-06-01
시흥시,미스고커피숍,휴게음식점,"경기도 시흥시 비둘기공원5길 16, 111호 (대야동)",경기도 시흥시 대야동 530-2 111호 ,031-310-2485,2021-06-01
시흥시,미니스톱시흥물왕점,휴게음식점,"경기도 시흥시 금화로 461 (물왕동,101,102호)","경기도 시흥시 물왕동 277-1 101,102호 ",031-310-2485,2021-06-01
시흥시,피자스쿨,휴게음식점,"경기도 시흥시 함송로 23, 101-1호 (정왕동)",경기도 시흥시 정왕동 1881-8 101-1호 ,031-310-2485,2021-06-01
시흥시,레드국물떡볶이,휴게음식점,"경기도 시흥시 은행로167번길 7, 107호 (대야동)",경기도 시흥시 대야동 577-1 107호 ,031-310-2485,2021-06-01
시흥시,할리스스틸랜드점,휴게음식점,"경기도 시흥시 오이도로 21 (정왕동, 외2필지A-LAND SB센터145호)",경기도 시흥시 정왕동 2210 외2필지A-LAND SB센터145호 ,031-310-2485,2021-06-01
시흥시,배스킨라빈스31,휴게음식점,"경기도 시흥시 옥구상가2길 4, 1층 109,110호 (정왕동, 로얄타운)",경기도 시흥시 정왕동 1861-4 로얄타운 ,031-310-2485,2021-06-01
시흥시,세븐일레븐 시화병원점,휴게음식점,"경기도 시흥시 정왕대로 78 (정왕동, B동131,132호)","경기도 시흥시 정왕동 1861-8 B동131,132호 ",031-310-2485,2021-06-01
시흥시,빨간떡볶이,휴게음식점,"경기도 시흥시 마유로418번길 12, 1층 (정왕동)",경기도 시흥시 정왕동 2327-4 1층 ,031-310-2485,2021-06-01
시흥시,안현셀프식당,휴게음식점,"경기도 시흥시 수인로2979번길 25-1 (안현동, 지층)",경기도 시흥시 안현동 489-6 지층 ,031-310-2485,2021-06-01
시흥시,공주식당,휴게음식점,"경기도 시흥시 정왕천로369번길 59-5, 1층 (정왕동)",경기도 시흥시 정왕동 1592-12 1층 ,031-310-2485,2021-06-01
시흥시,카페도츠,휴게음식점,"경기도 시흥시 마유로238번길 26, 1층 (정왕동, 롯데마트시화점 )",경기도 시흥시 정왕동 1366-4 롯데마트시화점 1층 ,031-310-2485,2021-06-01
시흥시,명랑핫도그(능곡점),휴게음식점,"경기도 시흥시 능곡로 174, 101호 (능곡동, 미래도(프))",경기도 시흥시 능곡동 756 미래도(프)101호 ,031-310-2485,2021-06-01
시흥시,해피궁,휴게음식점,"경기도 시흥시 월곶중앙로 90, 127호 (월곶동, 진주상가 내 주상가동)",경기도 시흥시 월곶동 1010-4 진주상가 내 주상가동 127호,031-310-2485,2021-06-01
시흥시,월곶엄마손김밥화평동냉면,휴게음식점,경기도 시흥시 월곶중앙로 71 (월곶동),경기도 시흥시 월곶동 1011-15 ,031-310-2485,2021-06-01
시흥시,신김밥천국,휴게음식점,"경기도 시흥시 군자로504번길 1, 103호 (거모동)",경기도 시흥시 거모동 1742-1 103호 ,031-310-2485,2021-06-01
시흥시,그라시아로스팅하우스,휴게음식점,"경기도 시흥시 은행로 171, 시흥대성학원 1층 일부호 (대야동)",경기도 시흥시 대야동 579-1 시흥대성학원 ,031-310-2485,2021-06-01
시흥시,배스킨라빈스시흥장곡점,휴게음식점,"경기도 시흥시 진말로9번길 15, 센타빌딩 1층 103호 (장곡동)",경기도 시흥시 장곡동 817-1 센타빌딩 ,031-310-2485,2021-06-01
시흥시,미니스톱시흥현대점,휴게음식점,경기도 시흥시 신천4길 28 (신천동),경기도 시흥시 신천동 452-1 ,031-310-2485,2021-06-01
시흥시,카페 멜로우(cafe Mellow),휴게음식점,"경기도 시흥시 장곡로 74, 111호 (장곡동, 금강(프))",경기도 시흥시 장곡동 802-1 금강(프)111호 ,031-310-2485,2021-06-01
시흥시,피자생각나면,휴게음식점,"경기도 시흥시 옥터로 68, 101호 (정왕동)",경기도 시흥시 정왕동 2021-6 101호 ,031-310-2485,2021-06-01
시흥시,배스킨라빈스능곡점,휴게음식점,"경기도 시흥시 능곡로 188, 1층 110호 (능곡동)",경기도 시흥시 능곡동 752 1층110호 ,031-310-2485,2021-06-01
시흥시,나무커피숖,휴게음식점,"경기도 시흥시 은행로173번길 7 (대야동, 107호,110호)","경기도 시흥시 대야동 576 107호,110호 ",031-310-2485,2021-06-01
시흥시,영구스피자,휴게음식점,"경기도 시흥시 시흥대로1074번길 5, 103호 (은행동, 스페이스타워)",경기도 시흥시 은행동 288-1 스페이스타워103호 ,031-310-2485,2021-06-01
시흥시,금복식당,휴게음식점,경기도 시흥시 금오로309번길 22 (과림동),경기도 시흥시 과림동 643-1 ,031-310-2485,2021-06-01
시흥시,동안당즉석빵,휴게음식점,"경기도 시흥시 동서로 1079 (조남동,103호)",경기도 시흥시 조남동 171-8 103호 ,031-310-2485,2021-06-01
시흥시,감탄,휴게음식점,경기도 시흥시 매화1로 3 (매화동),경기도 시흥시 매화동 199-1 ,031-310-2485,2021-06-01
시흥시,미니스톱시화공단점,휴게음식점,"경기도 시흥시 정왕천로 197 (정왕동, 동우디지털파크A동139,155호)","경기도 시흥시 정왕동 1288-2 동우디지털파크139,155호 ",031-310-2485,2021-06-01
시흥시,목감휴게소,휴게음식점,경기도 시흥시 동서로1176번길 24 (목감동),경기도 시흥시 목감동 125 외9필지 광명방향 목감휴게소 ,031-310-2485,2021-06-01
시흥시,천하일미김밥,휴게음식점,경기도 시흥시 역전로 270 (정왕동),경기도 시흥시 정왕동 2327-5 ,031-310-2485,2021-06-01
시흥시,목감(광명방향)휴게소,휴게음식점,경기도 시흥시 동서로1176번길 24 (목감동),경기도 시흥시 목감동 125 외9필지 ,031-310-2485,2021-06-01
시흥시,던킨도너츠시화홈플러스점,휴게음식점,"경기도 시흥시 희망공원로 269 (정왕동, 홈플러스1층)",경기도 시흥시 정왕동 2166-4 홈플러스1층 ,031-310-2485,2021-06-01
시흥시,피자스쿨,휴게음식점,경기도 시흥시 정왕신길로 141 (정왕동),경기도 시흥시 정왕동 1394 아주아파트 제상가동 109호,031-310-2485,2021-06-01
시흥시,목감(광명방향)휴게소,휴게음식점,경기도 시흥시 동서로1176번길 24 (목감동),경기도 시흥시 목감동 125 외 9필지 ,031-310-2485,2021-06-01
시흥시,정은이네,휴게음식점,"경기도 시흥시 군자로487번길 68-1, 1층 (거모동)",경기도 시흥시 거모동 1410-1 1층 ,031-310-2485,2021-06-01
시흥시,엔유(NU)PC방,휴게음식점,"경기도 시흥시 신천3길 46, 2층 (신천동)",경기도 시흥시 신천동 758-16 2층 ,031-310-2485,2021-06-01
시흥시,피자스쿨정왕본동점,휴게음식점,"경기도 시흥시 정왕천로411번길 36, 1층 (정왕동)",경기도 시흥시 정왕동 1188-11 1층 ,031-310-2485,2021-06-01
시흥시,커피랑(+)(COFFEERANGPLUS),휴게음식점,"경기도 시흥시 수인로3413번길 49, 1층 (신천동)",경기도 시흥시 신천동 816-2 1층 ,031-310-2485,2021-06-01
시흥시,명랑시대쌀핫도그은행점,휴게음식점,"경기도 시흥시 은행로173번길 7 (대야동, 이수(빌))",경기도 시흥시 대야동 576 이수(빌)1층 ,031-310-2485,2021-06-01
시흥시,쓰리팝,휴게음식점,"경기도 시흥시 도일로 119, 301호 (거모동)",경기도 시흥시 거모동 1545-1 301호 ,031-310-2485,2021-06-01
시흥시,김밥하우스,휴게음식점,"경기도 시흥시 대야로 46 (대야동, 행복하우스9차A동101호)",경기도 시흥시 대야동 454 행복하우스9차A동101호 ,031-310-2485,2021-06-01
시흥시,가자김밥,휴게음식점,"경기도 시흥시 신현로12번길 8, 1층 (포동)",경기도 시흥시 포동 1-75 1층 ,031-310-2485,2021-06-01
시흥시,로또분식,휴게음식점,"경기도 시흥시 복지로43번길 17, 1층 (대야동)",경기도 시흥시 대야동 493-8 1층 ,031-310-2485,2021-06-01
시흥시,태웅이네분식,휴게음식점,"경기도 시흥시 군자로533번길 7 (거모동, B01호)",경기도 시흥시 거모동 1760-7 B01호 ,031-310-2485,2021-06-01
시흥시,롯데리아시흥능곡점,휴게음식점,"경기도 시흥시 장현능곡로 198 (능곡동, 126-127호)",경기도 시흥시 능곡동 737 126-127호 ,031-310-2485,2021-06-01
시흥시,김밥나라,휴게음식점,"경기도 시흥시 봉우재로57번길 4, 1층 (정왕동)",경기도 시흥시 정왕동 1824-6 1층 ,031-310-2485,2021-06-01
시흥시,씨유 시화아이비점,휴게음식점,"경기도 시흥시 서촌상가4길 17, 가동 108호 (정왕동, 화신오피스텔)",경기도 시흥시 정왕동 1733-1 화신오피스텔가동108호 ,031-310-2485,2021-06-01
시흥시,장수왕족발보쌈,휴게음식점,"경기도 시흥시 군서마을로 112, 1층 (정왕동)",경기도 시흥시 정왕동 1804-9 1층 ,031-310-2485,2021-06-01
시흥시,던킨도너츠시흥은행점,휴게음식점,"경기도 시흥시 은행로155번길 11 (은행동, 103-104호)",경기도 시흥시 은행동 534-1 103-104호 ,031-310-2485,2021-06-01
시흥시,1982분식,휴게음식점,"경기도 시흥시 역전로 430, 오이도역사 내 (정왕동)",경기도 시흥시 정왕동 878 오이도역 ,031-310-2485,2021-06-01
시흥시,(주)한국축지(중화),휴게음식점,"경기도 시흥시 정왕대로 210 (정왕동, 이마트내)",경기도 시흥시 정왕동 1734-1 이마트내 ,031-310-2485,2021-06-01
시흥시,(주)한국축지,휴게음식점,경기도 시흥시 정왕대로 210 (정왕동),경기도 시흥시 정왕동 1734-1 ,031-310-2485,2021-06-01
시흥시,(주)한일팜스,휴게음식점,"경기도 시흥시 정왕대로 210 (정왕동, 이마트내)",경기도 시흥시 정왕동 1734-1 이마트내 ,031-310-2485,2021-06-01
시흥시,도미노피자시흥연성점,휴게음식점,"경기도 시흥시 승지로69번길 7, 1층 (능곡동)",경기도 시흥시 능곡동 512 1층 ,031-310-2485,2021-06-01
시흥시,59피자,휴게음식점,"경기도 시흥시 신천3길 54-1, 1층 (신천동)",경기도 시흥시 신천동 752-19 1층 ,031-310-2485,2021-06-01
시흥시,카페로터스,휴게음식점,"경기도 시흥시 군서마을로 120-4, 1층 (정왕동)",경기도 시흥시 정왕동 1803-9 1층 ,031-310-2485,2021-06-01
시흥시,미니스톱 시흥과림점,휴게음식점,"경기도 시흥시 금오로 485, 1층 (과림동)",경기도 시흥시 과림동 289-5 1층 ,031-310-2485,2021-06-01
시흥시,59쌀피자,휴게음식점,경기도 시흥시 옥구천동로 402 (정왕동),경기도 시흥시 정왕동 1873-3 주상가동 104호,031-310-2485,2021-06-01
시흥시,어묵마을,휴게음식점,"경기도 시흥시 옥구상가2길 4 (정왕동, 로얄(상)116호)",경기도 시흥시 정왕동 1861-4 로얄(상)116호 ,031-310-2485,2021-06-01
시흥시,바리스타,휴게음식점,"경기도 시흥시 시흥대로1074번길 6, 103호 (은행동)",경기도 시흥시 은행동 289-52 103호 ,031-310-2485,2021-06-01
시흥시,카페크레마,휴게음식점,경기도 시흥시 신천3길 25 (신천동),경기도 시흥시 신천동 761-23 ,031-310-2485,2021-06-01
시흥시,집밥이선생앤짜글이,휴게음식점,"경기도 시흥시 봉우재로61번길 27, 1층 (정왕동)",경기도 시흥시 정왕동 1826-3 1층 ,031-310-2485,2021-06-01
시흥시,소보롱,휴게음식점,"경기도 시흥시 은행로 157, 103호 (은행동)",경기도 시흥시 은행동 531-2 103호 ,031-310-2485,2021-06-01
시흥시,씨유시화평안점,휴게음식점,"경기도 시흥시 중심상가로 334, 104호 (정왕동)",경기도 시흥시 정왕동 1780-1 104호 ,031-310-2485,2021-06-01
시흥시,오이도커피집,휴게음식점,"경기도 시흥시 오이도로135번길 11, 102호 (정왕동)",경기도 시흥시 정왕동 1974-10 102호 ,031-310-2485,2021-06-01
시흥시,씨유 시흥복음자리점,휴게음식점,경기도 시흥시 시흥대로 1143 (신천동),경기도 시흥시 신천동 782-1 현진(아)상가 1층 ,031-310-2485,2021-06-01
시흥시,씨유 시흥연합점,휴게음식점,"경기도 시흥시 복지로53번길 15, 1층 (대야동)",경기도 시흥시 대야동 488 1층 ,031-310-2485,2021-06-01
시흥시,카페빈,휴게음식점,"경기도 시흥시 새재로 15, 1층 (장현동)",경기도 시흥시 장현동 543-2 1층 ,031-310-2485,2021-06-01
시흥시,북경탕수육,휴게음식점,"경기도 시흥시 정왕천로450번길 19, 1층 (정왕동)",경기도 시흥시 정왕동 1503-8 1층 ,031-310-2485,2021-06-01
시흥시,씨유 시흥연성점,휴게음식점,,경기도 시흥시 하상동 865-2 번지 104호 ,031-310-2485,2021-06-01
시흥시,이모네 떡복이분식,휴게음식점,"경기도 시흥시 비둘기공원5길 23, 101호 (대야동, 외1필지)",경기도 시흥시 대야동 540-1 외1필지101호 ,031-310-2485,2021-06-01
시흥시,탐앤탐스,휴게음식점,"경기도 시흥시 정왕대로 230 (정왕동, 제일113호)",경기도 시흥시 정왕동 1734-7 제일113호 ,031-310-2485,2021-06-01
시흥시,씨유 시흥하나점,휴게음식점,"경기도 시흥시 연성로 88, 101호 (하상동)",경기도 시흥시 하상동 380-4 101호 ,031-310-2485,2021-06-01
시흥시,정화푸드,휴게음식점,"경기도 시흥시 마유로 320 (정왕동, 한일(프)503호)",경기도 시흥시 정왕동 1740-2 한일(프)503호 ,031-310-2485,2021-06-01
시흥시,씨유시흥금바위점,휴게음식점,"경기도 시흥시 검바위1로3번길 21, 1층 4호 (은행동)",경기도 시흥시 은행동 324-1 ,031-310-2485,2021-06-01
시흥시,롯데리아 시흥정왕역점,휴게음식점,"경기도 시흥시 마유로418번길 10 (정왕동, 101,102호)","경기도 시흥시 정왕동 2327-2 101,102호 ",031-310-2485,2021-06-01
시흥시,피자스쿨 시흥옥구점,휴게음식점,"경기도 시흥시 옥구상가2길 4, 1층 106호 (정왕동)",경기도 시흥시 정왕동 1861-4 1층106호 ,031-310-2485,2021-06-01
시흥시,맛나 김밥,휴게음식점,경기도 시흥시 장곡로 71 (장곡동),경기도 시흥시 장곡동 807 주상가동 105호,031-310-2485,2021-06-01
시흥시,이디야,휴게음식점,"경기도 시흥시 은행로 169 (대야동, 104-105호)",경기도 시흥시 대야동 579-2 104-105호 ,031-310-2485,2021-06-01
시흥시,커피브라운,휴게음식점,경기도 시흥시 옥구상가3길 7-3 (정왕동),경기도 시흥시 정왕동 1860-6 103호 ,031-310-2485,2021-06-01
시흥시,시흥커피공방,휴게음식점,경기도 시흥시 비둘기공원2길 9 (대야동),경기도 시흥시 대야동 555-8 ,031-310-2485,2021-06-01
시흥시,토스트굽는사람들,휴게음식점,"경기도 시흥시 중심상가로 150, 101호 (정왕동)",경기도 시흥시 정왕동 1731-4 101호 ,031-310-2485,2021-06-01
시흥시,비타민PC방(스낵),휴게음식점,"경기도 시흥시 옥구상가1길 23, 5층 501호 (정왕동)",경기도 시흥시 정왕동 1853-1 5층501호 ,031-310-2485,2021-06-01
시흥시,쏭스 까페(Ssong's cafe),휴게음식점,"경기도 시흥시 매화로 52, 1층 (매화동)",경기도 시흥시 매화동 250-28 1층 ,031-310-2485,2021-06-01
시흥시,씨유 시흥성지점점,휴게음식점,"경기도 시흥시 신천6길 32, 2층 (신천동)",경기도 시흥시 신천동 830-2 2층 ,031-310-2485,2021-06-01
시흥시,샐프레소,휴게음식점,"경기도 시흥시 신천로100번안길 20, 1층 (신천동)",경기도 시흥시 신천동 853-3 1층 ,031-310-2485,2021-06-01
시흥시,동네 분식,휴게음식점,"경기도 시흥시 봉우재로23번안길 17-1, 1층 (정왕동)",경기도 시흥시 정왕동 1611-10 1층 ,031-310-2485,2021-06-01
시흥시,배스킨라빈스시흥대야점,휴게음식점,"경기도 시흥시 비둘기공원7길 33, 1층 (대야동, 109-110호)",경기도 시흥시 대야동 543-1 109-110호 ,031-310-2485,2021-06-01
시흥시,롯데리아 월곶점,휴게음식점,"경기도 시흥시 월곶중앙로 61, 1층 101호 (월곶동, 2층201호)","경기도 시흥시 월곶동 1014-2 1층101호,2층201호 ",031-310-2485,2021-06-01
시흥시,씨유시흥장미점,휴게음식점,경기도 시흥시 신천3길 34 (신천동),경기도 시흥시 신천동 758-7 ,031-310-2485,2021-06-01
시흥시,마스다방,휴게음식점,"경기도 시흥시 정왕천로450번길 5, 1층 (정왕동)",경기도 시흥시 정왕동 1499-3 1층 ,031-310-2485,2021-06-01
시흥시,롯데리아 오이도D/I점,휴게음식점,"경기도 시흥시 정왕신길로49번길 53, 1,2층 (정왕동)",경기도 시흥시 정왕동 1885-9 ,031-310-2485,2021-06-01
시흥시,33마트,휴게음식점,"경기도 시흥시 금화로 629-1, 1층 (금이동)",경기도 시흥시 금이동 299-7 1층 ,031-310-2485,2021-06-01
시흥시,세븐일레븐(시흥신천경남점),휴게음식점,경기도 시흥시 시흥대로 1117 (신천동),경기도 시흥시 신천동 943-1 경남아너스빌 사가 103호,031-310-2485,2021-06-01
시흥시,이디야 신천점,휴게음식점,"경기도 시흥시 수인로 3372, 104호 (신천동)",경기도 시흥시 신천동 712-9 104호 ,031-310-2485,2021-06-01
시흥시,씨유 정왕본동점,휴게음식점,"경기도 시흥시 군서마을로 18-4, 1층 (정왕동)",경기도 시흥시 정왕동 1214 1층 ,031-310-2485,2021-06-01
시흥시,카페 앤드 디 올(Caffe & the all),휴게음식점,"경기도 시흥시 호현로40번길 16, 1층 (대야동)",경기도 시흥시 대야동 497-6 1층 ,031-310-2485,2021-06-01
시흥시,씨유 시흥미소점,휴게음식점,"경기도 시흥시 삼미시장4길 43, 1층 (신천동)",경기도 시흥시 신천동 754 ,031-310-2485,2021-06-01
시흥시,쭈쭈바랑커피랑,휴게음식점,"경기도 시흥시 연성로 95, 104호 (하상동)",경기도 시흥시 하상동 377-2 104호,031-310-2485,2021-06-01
시흥시,이디야커피 CGV점,휴게음식점,"경기도 시흥시 복지로 90, CGV 1층 103,108,121호 (대야동)",경기도 시흥시 대야동 568-1 CGV ,031-310-2485,2021-06-01
시흥시,씨유 정왕아이비스점,휴게음식점,"경기도 시흥시 역전로301번길 24, 101호 (정왕동)",경기도 시흥시 정왕동 2305-7 101호,031-310-2485,2021-06-01
시흥시,카페하루,휴게음식점,"경기도 시흥시 하중로 233, 1층 108호,109호일부호 (하중동)",경기도 시흥시 하중동 873-1 ,031-310-2485,2021-06-01
시흥시,그리움카페,휴게음식점,"경기도 시흥시 동서로857번길 28-6, 1층 (물왕동)",경기도 시흥시 물왕동 97-4 1층 ,031-310-2485,2021-06-01
시흥시,이태리꼬치,휴게음식점,"경기도 시흥시 서해안로 699, 시흥 프리미엄 아울렛 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1772-7 시흥 프리미엄 아울렛 ,031-310-2485,2021-06-01
시흥시,워터캐슬 공용매점,휴게음식점,경기도 시흥시 정왕대로 174 (정왕동),경기도 시흥시 정왕동 1726-1 B201호,031-310-2485,2021-06-01
시흥시,이삭토스트,휴게음식점,"경기도 시흥시 은행로 170, 한국빌딩 1층 일부호 (대야동)",경기도 시흥시 대야동 581-4 한국빌딩 ,031-310-2485,2021-06-01
시흥시,행복마을 팥칼국수,휴게음식점,"경기도 시흥시 대야로 46, C동 102호 (대야동)",경기도 시흥시 대야동 454-8 C동 102호,031-310-2485,2021-06-01
시흥시,투썸플레이스 시흥정왕점,휴게음식점,경기도 시흥시 중심상가4길 16-1 (정왕동),경기도 시흥시 정왕동 1739-6 1층 ,031-310-2485,2021-06-01
시흥시,쌍떼분식,휴게음식점,경기도 시흥시 정왕신길로49번길 63 (정왕동),경기도 시흥시 정왕동 1882-7 4층 ,031-310-2485,2021-06-01
시흥시,플레이존,휴게음식점,"경기도 시흥시 중심상가로 228, 지층 (정왕동)",경기도 시흥시 정왕동 1790 지층 ,031-310-2485,2021-06-01
시흥시,압구정 돈까스,휴게음식점,"경기도 시흥시 오이도중앙로6번길 8, 1층 (정왕동)",경기도 시흥시 정왕동 1972-13 ,031-310-2485,2021-06-01
시흥시,피자나라치킨공주,휴게음식점,경기도 시흥시 정왕신길로229번길 10 (정왕동),경기도 시흥시 정왕동 1827-5 ,031-310-2485,2021-06-01
시흥시,빽다방시흥정왕옥구점,휴게음식점,"경기도 시흥시 옥구상가2길 3, 107호 (정왕동)",경기도 시흥시 정왕동 1861-6 107호,031-310-2485,2021-06-01
시흥시,투마이커피(TO MY COFFEE),휴게음식점,경기도 시흥시 검바위1로3번길 21 (은행동),경기도 시흥시 은행동 324-1 ,031-310-2485,2021-06-01
시흥시,씨유정왕원룸까페점,휴게음식점,"경기도 시흥시 정왕천로389번길 11, 1층 (정왕동)",경기도 시흥시 정왕동 1556-6 ,031-310-2485,2021-06-01
시흥시,세븐일레븐 정왕로데오점,휴게음식점,"경기도 시흥시 정왕천로411번길 22, 1층 (정왕동)",경기도 시흥시 정왕동 1191-9 ,031-310-2485,2021-06-01
시흥시,이마트24시화이마트점,휴게음식점,"경기도 시흥시 중심상가4길 10, 104,105,106호 (정왕동)","경기도 시흥시 정왕동 1739-1 104,1호",031-310-2485,2021-06-01
시흥시,실버카페다정연꽃점,휴게음식점,"경기도 시흥시 관곡지로 139, 1층 (하중동)",경기도 시흥시 하중동 271 1층 ,031-310-2485,2021-06-01
시흥시,호연식당,휴게음식점,"경기도 시흥시 신현로287번길 14-2, 2층 (방산동)",경기도 시흥시 방산동 689 2층 ,031-310-2485,2021-06-01
시흥시,카페글렌,휴게음식점,"경기도 시흥시 승지로60번길 36, 107,108호 (능곡동)","경기도 시흥시 능곡동 744 107,108호",031-310-2485,2021-06-01
시흥시,커피달콩,휴게음식점,"경기도 시흥시 군자로 507, 110-1호 (거모동)",경기도 시흥시 거모동 1757-1 110-1호,031-310-2485,2021-06-01
시흥시,호떡당디저트카페,휴게음식점,"경기도 시흥시 호현로22번길 7-1, 1층 (신천동)",경기도 시흥시 신천동 707-34 1층 ,031-310-2485,2021-06-01
시흥시,또봉이 치킨,휴게음식점,"경기도 시흥시 정왕시장길 31, 1층 (정왕동)",경기도 시흥시 정왕동 1583-1 ,031-310-2485,2021-06-01
시흥시,살찌는 케이크,휴게음식점,"경기도 시흥시 오동마을로5번길 3-1, 1층 (정왕동)",경기도 시흥시 정왕동 2306-4 ,031-310-2485,2021-06-01
시흥시,롯데리아롯데마트시흥점,휴게음식점,"경기도 시흥시 비둘기공원로 28, 2층 (대야동)",경기도 시흥시 대야동 542 ,031-310-2485,2021-06-01
시흥시,씨유(C.U)마트 시흥늘푸른점,휴게음식점,"경기도 시흥시 한우물로 35, 101호 (거모동)",경기도 시흥시 거모동 1734-2 101호,031-310-2485,2021-06-01
시흥시,피자스쿨월곶점,휴게음식점,"경기도 시흥시 월곶중앙로 58, 103호 (월곶동)",경기도 시흥시 월곶동 1009-2 103호,031-310-2485,2021-06-01
시흥시,스타벅스 커피 시화로데오점,휴게음식점,"경기도 시흥시 중심상가2길 20-5, 1층 (정왕동)",경기도 시흥시 정왕동 1738-6 ,031-310-2485,2021-06-01
시흥시,애플 마트,휴게음식점,"경기도 시흥시 포도원로 49, 1층 (신천동)",경기도 시흥시 신천동 827-7 ,031-310-2485,2021-06-01
시흥시,이마트24시흥미산점,휴게음식점,"경기도 시흥시 미산로 107, 1층 (미산동)",경기도 시흥시 미산동 365-10 ,031-310-2485,2021-06-01
시흥시,더만랩 여주첼시점,휴게음식점,경기도 여주시 명품로 360,경기도 여주시 상거동 460-1 ,031-310-2485,2021-06-01
시흥시,요거프레소,휴게음식점,"경기도 시흥시 중심상가로 155, 104호 (정왕동)",경기도 시흥시 정왕동 1728-17 104호,031-310-2485,2021-06-01
시흥시,솔레일커피전문점,휴게음식점,"경기도 시흥시 복지로43번길 36-1, 1층 (대야동)",경기도 시흥시 대야동 485-30 1층 ,031-310-2485,2021-06-01
시흥시,김밥천국,휴게음식점,"경기도 시흥시 하중로 211, 1층 (하중동)",경기도 시흥시 하중동 861-1 ,031-310-2485,2021-06-01
시흥시,씨유 시화라성점,휴게음식점,"경기도 시흥시 산기대학로 29, 1층 (정왕동)",경기도 시흥시 정왕동 2164-8 ,031-310-2485,2021-06-01
시흥시,나무그늘,휴게음식점,"경기도 시흥시 상직길 3, 106호 (하상동)",경기도 시흥시 하상동 380-1 106호,031-310-2485,2021-06-01
시흥시,어반로스팅,휴게음식점,경기도 시흥시 은행로 172 (대야동),경기도 시흥시 대야동 581-6 ,031-310-2485,2021-06-01
시흥시,수커피,휴게음식점,"경기도 시흥시 복지로 96, 104호 (대야동)",경기도 시흥시 대야동 568-2 A&C빌딩 104호,031-310-2485,2021-06-01
시흥시,마루미식당,휴게음식점,"경기도 시흥시 마루미길 18-8, 1층 (방산동)",경기도 시흥시 방산동 254 1층 ,031-310-2485,2021-06-01
시흥시,나는 카페 시흥점,휴게음식점,"경기도 시흥시 시청로 20, 시흥시청  1층 일부호 (장현동)",경기도 시흥시 장현동 300 시흥시청 ,031-310-2485,2021-06-01
시흥시,카페 캄네스(Cafe calm'ness),휴게음식점,"경기도 시흥시 월곶중앙로14번길 59, 104호 (월곶동)",경기도 시흥시 월곶동 1000-1 104호,031-310-2485,2021-06-01
시흥시,세븐일레븐(시흥정왕큰솔로점),휴게음식점,"경기도 시흥시 큰솔로52번길 19, 1층 (정왕동)",경기도 시흥시 정왕동 1553-7 1층 ,031-310-2485,2021-06-01
시흥시,반디앤올(Bandy & all),휴게음식점,"경기도 시흥시 장곡로 23, 102호 (장곡동)",경기도 시흥시 장곡동 823-2 102호,031-310-2485,2021-06-01
시흥시,10온스커피(10oz coffee),휴게음식점,"경기도 시흥시 중심상가로 317, 1층 (정왕동)",경기도 시흥시 정왕동 1624-8 1층 ,031-310-2485,2021-06-01
시흥시,순이네분식,휴게음식점,"경기도 시흥시 정왕신길로49번길 28, 미주상가동 103일부호 (정왕동)",경기도 시흥시 정왕동 1875-2 미주상가동 103일부호,031-310-2485,2021-06-01
시흥시,주커피한국산업기술대점,휴게음식점,"경기도 시흥시 산기대학로 237, 주건축물13동 1층 (정왕동)",경기도 시흥시 정왕동 2121-1 주건축물13동(산학융합동) 1층 ,031-310-2485,2021-06-01
시흥시,프랑세즈과자점,휴게음식점,"경기도 시흥시 능곡로 188, 108호 (능곡동)",경기도 시흥시 능곡동 752 108호,031-310-2485,2021-06-01
시흥시,실크로드,휴게음식점,"경기도 시흥시 정왕천로355번길 62, 2층 (정왕동)",경기도 시흥시 정왕동 1594-12 2층 ,031-310-2485,2021-06-01
시흥시,키즈세상,휴게음식점,"경기도 시흥시 연성로 87, 2층 (하상동)",경기도 시흥시 하상동 376-3 2층일부 ,031-310-2485,2021-06-01
