시설명,사업분류,프로그램명,프로그램내용,대상지역,서비스 이용자격,이용가능인원,신청방법,요금구분,이용료,운영기간(일시),연락처,기준일
광교종합사회복지관,서비스제공기능,학교연계협력사업,지역 인근의 학교와 협업하여 공동사업 개발 및 진행,수원시,지역 인근 학교 및 학생,100,전화 및 대면접수,무료,0,연중,070-4754-9940,2020-12-31
광교종합사회복지관,서비스제공기능,청소년 자원봉사 학교,"자원봉사 욕구가 있는 청소년을 대상으로 동계, 하계 방학 중 각 3일 간의 자원봉사 교육 및 활동 진행",수원시,지역 내 청소년,20,전화 및 대면접수,무료,0,"하계, 동계 방학",070-4754-9940,2020-12-31
광교종합사회복지관,서비스제공기능,노인케어토이,"지역 내 독거 어르신 중 위기상황 발생 가능성이 파악된 어르신을 대상으로 노인케어토이 전달, 상시 점검 실시","광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,8,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,어르신 말벗서비스,"인근 대학교 자원봉사자와 정서적 욕구를 가진 어르신을 연계하여 월1-2회 가정방문을 통한 말벗, 다양한 활동 진행","광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,5,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,"명절행사(설, 추석)",당사자와 지역사회 이웃이 함께하는 명절행사 실시,"광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,40,관 내 사례회의로 당사자 선정,무료,0,"2월, 9월 중 예정",070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,이동지원서비스,"당사자의 상황, 욕구에 따른 차량지원서비스 실시(병원 방문 등)","광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,10,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,주거환경개선서비스,주거환경과 관련된 어려움을 겪고 있는 당사자에게 상시적 서비스 지원,"광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,2,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,계절과일지원서비스,지역 내 저소득 가정을 대상으로 월 1회 계절과일 지원 실시,"광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",지역사회보호사업 서비스 이용 당사자,100,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,물품지원(후원금 품),복지관 이용 당사자 욕구 파악에 따른 후원금 품 전달,"광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동","지역사회보호사업 서비스 이용 당사자, 지역 내 저소득 주민",50,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,김장행사,복지관 이용 당사자와 인근 복지사각지대 주민을 대상으로 김장김치 전달,"광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동, 곡선동",지역사회보호사업 서비스 이용 당사자,100,"관 내 사례회의로 당사자 선정, 동 주민센터 의뢰",무료,0,11월 중 예정,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,도란도락(무료급식사업),"지역 내 보호가 필요한 노인, 장애인, 저소득 가정에게 도시락 및 반찬 배달","광교1동, 광교2동, 원천동, 연무동, 우만1동, 우만2동",관할지역 내 저소득 주민,60,관 내 사례회의로 당사자 선정,무료,0,연중,070-4754-9925,2020-12-31
광교종합사회복지관,서비스제공기능,은빛대학,"실버세대 어르신들의 신체적, 정서적 건강유지와 함양을 위한 프로그램 진행",수원시,지역사회 내 60세 이상 어르신,45,"홈페이지 및 대면접수, 학기별 요금",유료,60000,연중,070-4754-9936,2020-12-31
광교종합사회복지관,지역조직화기능,운영위원회,사회복지시설 운영의 민주성투명성 제고 및 이용자 권익 향상을 위한 위원회 구성,수원시,"사회복지전문가, 후원자, 공무원, 기관대표 등",8,"운영위원회를 통해 추천, 시청 승인 후",문의,,연중,070-4754-9921,2020-12-31
광교종합사회복지관,지역조직화기능,조사연구사업,"본 복지관의 미션과 비전의 달성, 조직원의 역량강화를 위한 조사연구 사업",수원시,"본 기관 종사자 및 사회복지 유관기관 종사자, 지역주민 등",500,홈페이지 및 전화접수,문의,,연중,070-4754-9921,2020-12-31
광교종합사회복지관,지역조직화기능,실습지도,예비 사회복지사들의 전문성 향상을 위한 현장교육 실시,수원시,사회복지학과 및 관련학과 재학생(학기별8명내외),20,"본 복지관 홈페이지 및 사회복지협회 홈페이지 게시 신청, 학기별 선발과정을 통해 실습생 선정",유료,100000,방학기간 1개월,070-4754-9921,2020-12-31
광교종합사회복지관,지역조직화기능,기관방문,"본 기관에 관심을 가지고 찾아온 주민, 유관기관, 학교 등을 대상으로 복 복지관 및 복지사업을 소개",수원시,복지관에 관심을 찾아온 주민 누구나(단체가능),50,홈페이지 및 전화접수,문의,,연중,070-4754-9921,2020-12-31
광교종합사회복지관,지역조직화기능,광교 에코리더 프로젝트,"1세대(50~65세) 지역주민이 지역사회 자원순환에 대해 이해하고 이를 3세대(중, 고등학생) 지역주민에게 전달교육하여 함께 지역사회 자원순환 실천 활동을 진행",수원시,"본 사업에 관심이 있는 1,3세대 지역주민 누구나",20,전화 및 대면접수,무료,0,연중,070-4754-9930,2020-12-31
광교종합사회복지관,지역조직화기능,품앗이육아 별숲나눔터,"영,유아를 양육하는 지역주민이 모여 이웃과 함께 자녀를 양육하며 주민조직을 구성",수원시,"영,유아를 양육하는 지역주민 중 참여를 희망하는 자",150,전화 및 대면접수,무료,0,연중,070-4754-9931,2020-12-31
광교종합사회복지관,지역조직화기능,광교대학로 문화축제,"지역주민이 직접 지역의 특색있는 문화 콘텐츠를 개발하여 축제를 기획, 준비, 진행",수원시,지역주민 누구나,50,"전화 및 대면접수, 행사 당일 참여",무료,0,10월 중 예정,070-4754-9932,2020-12-31
광교종합사회복지관,지역조직화기능,자원봉사사업 나로누림,"원활한 복지서비스 수행과 봉사활동 수요를 충족하기 위해 봉사활동을 희망하는 기관, 단체, 개인 등의 봉사활동 연계 및 진행",수원시,봉사활동을 희망하는 지역주민 누구나,500,"홈페이지 및 전화접수, 대면접수",무료,0,연중,070-4754-9933,2020-12-31
광교종합사회복지관,지역조직화기능,놀이학교,"지역 내 유,아동을 위해 지역주민으로 구성된 놀이기획단 구성 및 놀이활동 진행",수원시,"지역 내 유,아동",60,전화 및 대면접수,무료,0,연중,070-4754-9940,2020-12-31
광교종합사회복지관,지역조직화기능,광교2동 마을활동,광교2동 주민만나기를 통한 함께 하는 마을 활동,광교2동,성인,200,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
광교종합사회복지관,지역조직화기능,새로운마을디자이너 '새마디',마을 활동 핵심 리더 양성 및  공헌 활동,광교2동,성인,30,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
광교종합사회복지관,지역조직화기능,찾아가는마을모임,사례 당사자를 위한 인문학 모임,광교2동,성인,10,대면 접수,무료,0,연중,070-4754-9935,2020-12-31
광교종합사회복지관,지역조직화기능,광교2동 마을모임 '마임',취미 여가 등 공통된 관심사가 있는 주민들의 모임,광교2동,성인,40,대면 접수,무료,0,연중,070-4754-9935,2020-12-31
광교종합사회복지관,지역조직화기능,공공공감,작은도서관 내 공간에서 주민 소통 프로그램 진행,광교2동,성인,400,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
광교종합사회복지관,지역조직화기능,62단지마을활동'우리가꿈꾸는마을',62단지 내 마을단체 연계 마을 활동,광교2동,성인,10,대면 접수,무료,0,연중,070-4754-9935,2020-12-31
광교종합사회복지관,지역조직화기능,지역조직화네트워크(복주네),수원시 사회복지관 주민조직화 실무자 네트워크,수원시,성인,21,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
광교종합사회복지관,지역조직화기능,도시락가치배달하소,"마을 내 도시락봉사자 주민을 모집, 도시락배달을 통한 당사자 안부확인과 모임활성화 및 마을사업 연계",원천동 및 우만2동,지역주민 누구나   지역사회보호사업 이용 당사자 어르신,40,전화 및 대면접수,무료,0,연중,070-4754-9943,2020-12-31
광교종합사회복지관,지역조직화기능,도시활동!,마을 내 도서관에서 아이들을 대상으로 일상생활에 필요한 활동을 바탕으로 자기계발 및 또래 및 부모님과의 관계형성 지도,원천동,원천동 거주 초등학생,10,전화 및 대면접수,무료,0,연중,070-4754-9934,2020-12-31
광교종합사회복지관,지역조직화기능,가치하소!(주민소모임),"마을 욕구기반의 기획형 소모임 및 참여형 소모임을 구성하여, 주민 관심사에 맞는 소모임 진행(영어동화읽기 소모임, 사진동아리 등)",원천동,지역주민 누구나,40,전화 및 대면접수,무료,0,연중,070-4754-9934,2020-12-31
광교종합사회복지관,지역조직화기능,일상곳곳캠페인,원천동 마을중심으로 일상에 필요한 작은 캠페인들을 진행  칭찬릴레이,원천동,지역주민,150,마을현장,무료,0,연중,070-4754-9943,2020-12-31
광교종합사회복지관,지역조직화기능,마을학교 주민소모임,지역주민들간 소소한 정보나눔 및 재능 s나눔 활동,수원시,지역주민,50,대면 접수,무료,0,연중,070-4754-9937,2020-12-31
광교종합사회복지관,지역조직화기능,마을학교 재능나누미강좌,지역주민들의 재능기부로 이루어진 강좌,수원시,지역주민,100,"홈페이지, 전화 및 대면접수",무료,0,연중,070-4754-9937,2020-12-31
광교종합사회복지관,지역조직화기능,웰페어커넥팅링크,비대면 도시락 서비스의  효율성 향상을 위한 앱 개발,수원시,성인,10,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
광교종합사회복지관,지역조직화기능,아동 팝아트프로그램 '팝콘',아동 사회성발달을 위한 미술 활동,광교2동,광교2동 거주 초등학생,10,대면 접수,무료,0,연중,070-4754-9929,2020-12-31
능실종합사회복지관,사례관리사업,1:1 맞춤형사례관리,지역사회 내 어려운 주민욕구 파악 및 다각적 지원,호매실동,사례관리 대상자로 선정된 자,999,"발굴, 직접, 외부기관의뢰",무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,내부사례회의,대상자의 다양한 욕구에 맞는 서비스 연계 및 조정의 역할을 하고자 정기적으로 이루어지는 내부 사례회의,호매실동,지역내 취약계층,999,"발굴, 직접, 외부기관의뢰",무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,지역네트워크 사업,"지역사회 내 사각지대 해소를 위한 네트워크  형성 (고독사예방, 자원연계 등)",호매실동,지역주민,999,외부기관의뢰,무료,0,상시,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,경제적지원&서비스연계,저소득 지역주민과 고위험군 요보호 대상자들의 경제적 어려움과 위기 상황에 대해 해소할 수 있는 사회복지 안전망 구축을 통하여 대상자의 안전한 삶을 지원,호매실동,사례관리 대상자,999,내부사례 회의 후 선정,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,"무료급식사업(경로식당, 도시락배달)",저소득 결식노인에게 무료급식 또는 식사배달사업을 실시함으로써 노인의 건강증진,호매실동,60세 이상 저소득 주민,200,복지관 내방 접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,수도검침 사례관리,수도검침을 통해 대상자의 신변을 주기적으로 확인하여 고독사 및 자살 예방,호매실동,지역 내 취약계층,257,복지관 내방 접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,사례관리사업,월드비전지원사업 '꿈디자이너',"취약계층 아동청소년 대상 경제적,심리적 지원을 통한 자기성장 프로젝트",호매실동,취약계층 아동청소년,10,접수 및 면접,무료,0,월1회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,뽀송뽀송 이동빨래방 사업,"지역 내 취약계층, 거동이 불편한 이용자의 경제적 부담감 감소와 신체적 청결 유지",호매실동,60세 이상 저소득 주민,15,복지관 내방 접수,무료,0,월1회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,보건 및 의료지원 사업,능실마을 22단지 주민 및 저소득 지역주민들에게 정기적인 무료진료 및 건강강좌 등의 의료지원 서비스를 지원,호매실동,저소득 주민,10,복지관 내방 접수,무료,0,연5회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,정서지원사업(어버이날 행사),호매실동 지역 어르신 대상 어버이날 기념 행사 운영,호매실동,지역주민,100,별도신청없음,무료,0,연 1회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,정서지원사업(추석행사),호매실동 지역 주민 대상 비대면 추석행사 운영,호매실동,지역주민,200,별도신청없음,무료,0,연 1회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,정서지원사업(초복행사),건강한 여름나기를 목적으로 지역 내 요보호대상자에게 건강특식 제공,호매실동,지역주민,200,별도신청없음,무료,0,연 1회,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,노인맞춤돌봄서비스,"독거노인의 고독사 예방 및 정서지원, 생활지원서비스 제공","금곡동, 호매실동, 입북동","만65세 이상 수급자, 차상위, 기초연금 수급자",475,각 동 행정복지센터에서 신청,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,심삼한 청년들의 나무이야기 (심청이),저소득 청장년의 자조적 역량강화와 사회참여를 위한 목공활동가 조직 프로그램,호매실동,지역 내 40세~58세 청장년 7명,7,복지관 내방 접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,베짱이들,능실마을 22단지 저소득 독거 어르신과 친환경 농작물을 파종하며 직접 수확 및 먹거리를 재배하는 텃밭활동 및 나눔활동 진행,호매실동,60세 이상 독거 어르신,15,복지관 내방 접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,지역사회홍보사업,"홈페이지 및 SNS 운영, 소식지 리플릿 발간, 지역   관내  온라인   언론 홍보",호매실동,지역주민,999,별도신청없음,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,자원봉사육성사업,"자원봉사자활동 개발, 자원봉사 상담, 자원봉사활동 등",호매실동,지역주민,999,유선접수 및 내방접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,후원자 개발 및 관리,"결연후원, 사업후원, 위기가정후원, 모금함, 저금통, 기업후원 등",호매실동,지역주민,999,별도신청없음,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,주민역량강화프로젝트,청소년 자원봉사 동아리 모임 및 줌바댄스 등 역량강화 동아리 조직 및 운영,호매실동,지역주민,999,유선접수 및 내방접수,무료,0,연중,031-291-8475,2020-12-31
능실종합사회복지관,지역조직사업,복지네트워크 구축사업,"지역사회 내 복지인프라 구축 및 네트워크 형성(함께하는 작은음악회, 관리소,통장, 복지관 합동 간담회 사회복지실습지도 등)",호매실동,지역 유관기관 및 담당자,10,유선 및 전화 의뢰,문의,,연중,031-291-8475,2020-12-31
능실종합사회복지관,서비스제공사업,상상이음 블럭놀이방,다양한 모델과 물체를 조립하는 블럭놀이를 통해 유 소년기 아동의 전인적 발달을 돕는 즐거운 놀이문화공간을 제공,호매실동,지역내 아동 및 청소년,999,"별도신청없음, 시간별 요금",유료,3000,월~토(14:00~17:00),031-291-8475,2020-12-31
능실종합사회복지관,특수시책사업,능실문화학교,"노래교실, 사물놀이, 건강체조, 생활요가, 웰다잉교육 등",호매실동,"저소득 주민, 프로그램별 대상 상이",999,복지관 내방 접수,무료,0,프로그램별 주 1~ 2회,031-291-8475,2020-12-31
능실종합사회복지관,특수시책사업,능실리더스,"22단지 내 층반장을 구성하여 마을공동체 조성 및 주민관계망 확대(안부묻기, 관계개선활동, 네트워크활동 등)",호매실동,저소득 주민,999,별도신청없음,무료,0,주 1회,031-291-8475,2020-12-31
능실종합사회복지관,특수시책사업,문화복지놀이터,다양한 테마로 지역주민의 문화여가생활 활성화 및 공동체 의식 함양을 위한 프로그램 진행,호매실동,"지역주민, 대상자 상시변동",999,별도신청없음,무료,0,연중,031-291-8475,2020-12-31
