시설번호,시설유형,실내/실외,구,동,시설명,소재지주소,면적(㎡),설치일자,민간/공공구분,놀이기구종류,안전검사일(최종),안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
500193,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 4단지 402동 놀이터,"경기도 성남시 중원구 도촌남로 69 (도촌동, 휴먼시아섬마을4단지아파트)",,2008-02-04,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-09-11,Y,Y,N,031-752-7013,2021-06-30
500201,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 4단지 403동 놀이터,"경기도 성남시 중원구 도촌남로 69 (도촌동, 휴먼시아섬마을4단지아파트)",,2008-02-04,민간,그네(1)+충격흡수용표면재(1),2020-09-11,Y,Y,N,,2021-06-30
500202,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 4단지 404동 놀이터,"경기도 성남시 중원구 도촌남로 69 (도촌동, 휴먼시아섬마을4단지아파트)",,2008-02-04,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-09-28,Y,Y,N,,2021-06-30
500205,주택단지,실외,중원구,상대원동,상대원일성아파트 놀이터,"경기도 성남시 중원구 순환로198번길 12 (상대원동, 일성아파트)", 517 ,1993-10-12,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2020-07-16,Y,Y,N,031-734-9585,2021-06-30
500206,주택단지,실외,중원구,성남동,성남동현대아파트 101동 놀이터,"경기도 성남시 중원구 둔촌대로 193 (성남동, 현대아파트)",,1992-10-10,민간,조합놀이대(1)+충격흡수용표면재(1),2019-07-04,Y,Y,N,031-758-9834,2021-06-30
500207,주택단지,실외,중원구,성남동,성남동현대아파트 102동 놀이터,"경기도 성남시 중원구 둔촌대로 193 (성남동, 현대아파트)",,1992-10-10,민간,조합놀이대(1)+충격흡수용표면재(1),2019-07-04,Y,Y,N,031-758-9834,2021-06-30
500209,주택단지,실외,중원구,은행동,은행주공아파트 104동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 404 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500210,주택단지,실외,중원구,은행동,은행주공아파트 107동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 487 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500211,주택단지,실외,중원구,은행동,은행주공아파트 109동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 355 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500212,주택단지,실외,중원구,은행동,은행주공아파트 112동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 281 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500213,주택단지,실외,중원구,은행동,은행주공아파트 116동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 784 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500214,주택단지,실외,중원구,은행동,은행주공아파트 122동 놀이터,"경기도 성남시 중원구 산성대로552번길 15 (은행동, 주공아파트)", 414 ,1987-06-05,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-10-21,Y,Y,N,031-747-4326,2021-06-30
500215,주택단지,실외,중원구,상대원동,상대원삼익아파트 101동 뒤 놀이터,"경기도 성남시 중원구 사기막골로31번길 34 (상대원동, 삼익상대원아파트)", 300 ,1991-12-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-10-13,Y,Y,N,031-733-2935,2021-06-30
500216,주택단지,실외,중원구,상대원동,상대원삼익아파트 102동 놀이터,"경기도 성남시 중원구 사기막골로31번길 34 (상대원동, 삼익상대원아파트)", 220 ,1991-12-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-10-13,Y,Y,N,031-733-2935,2021-06-30
500217,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 8단지 제1 놀이터 (805동),"경기도 성남시 중원구 도촌남로 134 (도촌동, 휴먼시아섬마을8단지아파트)", 301 ,2007-07-30,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-09-10,Y,Y,N,,2021-06-30
500218,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 8단지 제2 놀이터 (807동),"경기도 성남시 중원구 도촌남로 134 (도촌동, 휴먼시아섬마을8단지아파트)", 442 ,2007-07-30,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-09-10,Y,Y,N,,2021-06-30
500219,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 8단지 제3 놀이터 (808동),"경기도 성남시 중원구 도촌남로 134 (도촌동, 휴먼시아섬마을8단지아파트)", 337 ,2007-07-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(2),2020-09-10,Y,Y,N,,2021-06-30
500220,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 9단지 911동 앞 놀이터1,"경기도 성남시 중원구 도촌남로 148 (도촌동, 휴먼시아섬마을9단지아파트)", 458 ,2007-10-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-09-21,Y,Y,N,,2021-06-30
500221,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 9단지 905동 놀이터,"경기도 성남시 중원구 도촌남로 148 (도촌동, 휴먼시아섬마을9단지아파트)", 524 ,2007-10-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-10-13,Y,Y,N,,2021-06-30
500222,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을 9단지 908동 놀이터,"경기도 성남시 중원구 도촌남로 148 (도촌동, 휴먼시아섬마을9단지아파트)", 314 ,2007-10-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(2),2020-09-21,Y,Y,N,,2021-06-30
500244,주택단지,실외,분당구,야탑동,목련마을 한일아파트 304동,"경기도 성남시 분당구 판교로 645 (야탑동, 목련마을한일아파트)",,1995-10-31,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-11-11,Y,Y,N,031-707-7841,2021-06-30
500278,주택단지,실외,분당구,구미동,까치마을 건영빌라5단지 503~4동앞,"경기도 성남시 분당구 미금일로 136 (구미동, 까치마을건영빌라)", 97 ,1995-06-22,민간,흔들놀이기구(2)+충격흡수용표면재(1),2020-12-16,Y,Y,N,031-717-0912,2021-06-30
500279,주택단지,실외,분당구,구미동,까치마을 건영빌라5단지 506동놀이터,"경기도 성남시 분당구 미금일로 136 (구미동, 까치마을건영빌라)",,2015-02-09,민간,흔들놀이기구(2)+충격흡수용표면재(1),2020-12-16,Y,Y,N,031-717-0912,2021-06-30
500285,주택단지,실외,분당구,구미동,까치마을 대우롯데선경아파트 107동,"경기도 성남시 분당구 미금로 184 (구미동, 까치마을1단지대우아파트)", 979 ,1995-11-25,민간,그네(1)+흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500286,주택단지,실외,분당구,구미동,까치마을 대우롯데선경아파트 114동,"경기도 성남시 분당구 미금로 184 (구미동, 까치마을1단지대우아파트)", 891 ,1995-11-25,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500288,주택단지,실외,분당구,정자동,"느티마을 주공3,4단지 302동 놀이터","경기도 성남시 분당구 느티로 70 (정자동, 느티마을 3단지)", 154 ,1995-11-15,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2020-08-04,Y,Y,N,,2021-06-30
500290,주택단지,실외,분당구,정자동,"느티마을 주공3,4단지 411동 놀이터","경기도 성남시 분당구 느티로 70 (정자동, 느티마을 4단지)",,1995-11-15,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-08-04,Y,Y,N,,2021-06-30
500297,주택단지,실외,분당구,구미동,무지개마을 주공4단지아파트 401동,"경기도 성남시 분당구 미금로 66 (구미동, 무지개마을주공4단지아파트)", 350 ,1995-10-23,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2021-05-18,Y,Y,N,,2021-06-30
500474,주택단지,실외,분당구,이매동,이매촌동신3단지아파트 302동 옆,"경기도 성남시 분당구 양현로94번길 28 (이매동, 이매촌동신3단지아파트)", 530 ,1992-10-27,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-12-16,Y,Y,N,,2021-06-30
500617,주택단지,실외,분당구,정자동,상록마을 라이프아파트 202동 앞 놀이터,"경기도 성남시 분당구 정자로76번길 10 (정자동, 상록마을라이프2단지아파트)", 295 ,1994-06-29,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,,2021-06-30
500619,주택단지,실외,분당구,정자동,상록마을 라이프아파트 관리실옆,"경기도 성남시 분당구 정자로 56 (정자동, 상록마을라이프1단지아파트)", 345 ,1994-06-29,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-08-27,Y,Y,N,,2021-06-30
500629,주택단지,실외,분당구,이매동,아름마을 효성아파트 704동 놀이터,"경기도 성남시 분당구 이매로 16 (이매동, 아름마을효성아파트)", 322 ,2014-05-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-08-28,Y,Y,N,,2021-06-30
500631,주택단지,실외,분당구,이매동,아름마을 효성아파트 706동 측벽놀이터,"경기도 성남시 분당구 이매로 16 (이매동, 아름마을효성아파트)", 315 ,2014-05-14,민간,흔들놀이기구(2)+충격흡수용표면재(1),2020-08-28,Y,Y,N,,2021-06-30
500658,주택단지,실외,분당구,이매동,이매금강아파트관리동앞,"경기도 성남시 분당구 서현로 177 (이매동, 이매촌금강아파트)",,1992-01-01,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2019-09-06,Y,Y,N,031-703-1114,2021-06-30
500659,주택단지,실외,분당구,분당동,샛별마을 라이프아파트 103동,"경기도 성남시 분당구 분당로 190 (분당동, 샛별마을라이프아파트)",,1993-01-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2019-09-16,Y,Y,N,031-701-4724,2021-06-30
500660,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 114동,"경기도 성남시 분당구 중앙공원로 53 (서현동, 시범단지삼성.한신아파트)",,1991-09-30,민간,그네(1)+흔들놀이기구(4)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-06-17,Y,Y,N,031-701-9909,2021-06-30
500662,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 121동,"경기도 성남시 분당구 중앙공원로 53 (서현동, 시범단지삼성.한신아파트)",,1991-09-30,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-06-17,Y,Y,N,031-701-9909,2021-06-30
500663,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 129동,"경기도 성남시 분당구 중앙공원로 53 (서현동, 시범단지삼성.한신아파트)",,1991-09-30,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2020-06-17,Y,Y,N,031-701-9909,2021-06-30
500664,주택단지,실외,분당구,서현동,시범단지 삼성한신아파트 132동,"경기도 성남시 분당구 중앙공원로 53 (서현동, 시범단지삼성.한신아파트)",,1991-09-30,민간,그네(2)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2020-06-17,Y,Y,N,031-701-9909,2021-06-30
500916,주택단지,실외,분당구,야탑동,탑마을대우아파트 202동앞,"경기도 성남시 분당구 판교로 421 (야탑동, 탑마을대우아파트)",,1992-12-26,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-08-21,Y,Y,N,,2021-06-30
500917,주택단지,실외,분당구,야탑동,탑마을대우아파트 211동뒤,"경기도 성남시 분당구 판교로 421 (야탑동, 탑마을대우아파트)",,1992-12-26,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+건너는기구(1)+충격흡수용표면재(1),2019-08-21,Y,Y,N,,2021-06-30
500925,주택단지,실외,분당구,이매동,이매촌 성지아파트 703동,"경기도 성남시 분당구 이매로 54 (이매동, 이매촌성지아파트)",,1992-09-28,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-08-26,Y,Y,N,,2021-06-30
500927,주택단지,실외,분당구,분당동,장안타운건영2차아파트 109동,"경기도 성남시 분당구 장안로25번길 28 (분당동, 건영아파트)",,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-09-04,Y,Y,N,,2021-06-30
500929,주택단지,실외,분당구,분당동,장안타운건영2차아파트 120동,"경기도 성남시 분당구 장안로25번길 28 (분당동, 건영아파트)",,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2019-09-04,Y,Y,N,,2021-06-30
500930,주택단지,실외,분당구,분당동,장안타운건영2차아파트108동,"경기도 성남시 분당구 장안로25번길 28 (분당동, 건영아파트)",,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2019-09-04,Y,Y,N,,2021-06-30
500931,주택단지,실외,분당구,분당동,장안타운건영2차아파트 114동,"경기도 성남시 분당구 장안로25번길 28 (분당동, 건영아파트)",,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2019-09-04,Y,Y,N,,2021-06-30
500932,주택단지,실외,분당구,분당동,장안타운건영2차아파트 127동,"경기도 성남시 분당구 장안로25번길 28 (분당동, 건영아파트)",,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-09-04,Y,Y,N,,2021-06-30
500934,주택단지,실외,분당구,정자동,상록마을 보성임광아파트 402동,"경기도 성남시 분당구 정자일로 80 (정자동, 상록마을보성아파트)",,1995-05-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-12-03,Y,Y,N,031-713-0791,2021-06-30
500935,주택단지,실외,분당구,정자동,상록마을 보성임광아파트 407동,"경기도 성남시 분당구 정자일로 80 (정자동, 상록마을보성아파트)",,1995-05-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-12-03,Y,Y,N,,2021-06-30
500936,주택단지,실외,분당구,정자동,상록마을우성3차아파트 301동,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을우성아파트)",,1995-01-14,민간,그네(2)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(1),2020-08-25,Y,Y,N,,2021-06-30
500937,주택단지,실외,분당구,정자동,상록마을우성3차아파트 315동,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을 아파트)",,1995-01-14,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-08-25,Y,Y,N,,2021-06-30
500938,주택단지,실외,분당구,정자동,상록마을우성3차아파트 316동,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을 아파트)",,1995-01-14,민간,흔들놀이기구(1)+충격흡수용표면재(1),2020-08-25,Y,Y,N,,2021-06-30
500939,주택단지,실외,분당구,정자동,상록마을우성3차아파트 328동,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을 아파트)",,1995-01-14,민간,그네(2)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2020-08-25,Y,Y,N,,2021-06-30
500940,주택단지,실외,분당구,분당동,샛별마을삼부아파트 401동,"경기도 성남시 분당구 수내로 201 (분당동, 샛별마을삼부아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-05-18,Y,Y,N,,2021-06-30
500941,주택단지,실외,분당구,분당동,샛별마을삼부아파트 405동,"경기도 성남시 분당구 수내로 201 (분당동, 샛별마을삼부아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-05-18,Y,Y,N,,2021-06-30
500942,주택단지,실외,분당구,분당동,샛별마을삼부아파트 409동,"경기도 성남시 분당구 수내로 201 (분당동, 샛별마을삼부아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-05-18,Y,Y,N,,2021-06-30
500943,주택단지,실외,분당구,분당동,샛별마을삼부아파트 410동,"경기도 성남시 분당구 수내로 201 (분당동, 샛별마을삼부아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-05-18,Y,Y,N,,2021-06-30
500950,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제1,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500951,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제2,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500952,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제3,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500953,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제4,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500954,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제5,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500955,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제6,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500956,주택단지,실외,분당구,서현동,효자촌6단지 그린타운 제7,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌대우아파트)",,1994-08-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-30,Y,Y,N,,2021-06-30
500959,주택단지,실외,분당구,판교동,판교원마을10단지 휴먼시아 뜰안놀이터,"경기도 성남시 분당구 서판교로 73 (판교동, 판교원마을10단지아파트)",,2009-05-22,민간,조합놀이대(1)+충격흡수용표면재(1),2021-02-25,Y,Y,N,031-8016-0240,2021-06-30
500960,주택단지,실외,분당구,판교동,판교원마을10단지 휴먼시아 들내음놀이터,"경기도 성남시 분당구 서판교로 73 (판교동, 판교원마을10단지아파트)",,2009-05-22,민간,조합놀이대(1)+충격흡수용표면재(1),2021-02-25,Y,Y,N,031-8016-0240,2021-06-30
500961,주택단지,실외,분당구,야탑동,탑마을주공8단지 802동,"경기도 성남시 분당구 매화로 12 (야탑동, 탑마을주공8단지아파트)",,1993-04-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-10-20,Y,Y,N,,2021-06-30
500962,주택단지,실외,분당구,금곡동,청솔마을한라아파트 301동앞 놀이터,"경기도 성남시 분당구 정자일로 72 (금곡동, 청솔마을한라아파트)",,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2020-11-13,Y,Y,N,031-714-8955,2021-06-30
500963,주택단지,실외,분당구,금곡동,청솔마을한라아파트 304동앞 놀이터,"경기도 성남시 분당구 정자일로 72 (금곡동, 청솔마을한라아파트)",,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2020-11-13,Y,Y,N,031-714-8955,2021-06-30
500964,주택단지,실외,분당구,금곡동,청솔마을한라아파트 309동앞 놀이터,"경기도 성남시 분당구 정자일로 72 (금곡동, 청솔마을한라아파트)",,1995-12-02,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1)+철봉(1),2020-11-13,Y,Y,N,031-714-8955,2021-06-30
500965,주택단지,실외,분당구,금곡동,청솔마을성원아파트 701동,"경기도 성남시 분당구 미금로 251 (금곡동, 청솔마을성원아파트)",,1994-08-06,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-08-05,Y,Y,N,031-716-4443,2021-06-30
500966,주택단지,실외,분당구,금곡동,청솔마을성원아파트 703동,"경기도 성남시 분당구 미금로 251 (금곡동, 청솔마을성원아파트)",,1994-08-06,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2019-08-05,Y,Y,N,031-716-4443,2021-06-30
500967,주택단지,실외,분당구,금곡동,청솔마을동아아파트,"경기도 성남시 분당구 금곡로 233 (금곡동, 청솔마을동아아파트)",,1995-02-25,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(1),2019-10-29,Y,Y,N,031-712-7201,2021-06-30
500968,주택단지,실외,분당구,금곡동,청솔마을공무원아파트 504동옆,"경기도 성남시 분당구 금곡로 263 (금곡동, 청솔마을공무원아파트)",,1995-05-03,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2020-08-18,Y,Y,N,031-714-4069,2021-06-30
500969,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 805동,"경기도 성남시 분당구 불정로 119 (정자동, 정든마을한진8단지아파트)",,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-10-15,Y,Y,N,,2021-06-30
500970,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 808동,"경기도 성남시 분당구 불정로 119 (정자동, 정든마을한진8단지아파트)",,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-10-15,Y,Y,N,,2021-06-30
500971,주택단지,실외,분당구,정자동,정든마을 한진8차아파트 809동,"경기도 성남시 분당구 불정로 119 (정자동, 정든마을한진8단지아파트)",,1995-06-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2020-10-15,Y,Y,N,,2021-06-30
500973,주택단지,실외,분당구,정자동,정든마을 우성4차아파트 놀이터,"경기도 성남시 분당구 정자로 144 (정자동, 정든마을우성4단지아파트)",,1995-01-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-06-27,Y,Y,N,,2021-06-30
500974,주택단지,실외,분당구,정자동,정든마을 동아2단지 203동,"경기도 성남시 분당구 불정로 179 (정자동, 정든마을동아2단지아파트)",,1995-05-24,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-04-24,Y,Y,N,,2021-06-30
500975,주택단지,실외,분당구,정자동,정든마을 동아2단지 208동,"경기도 성남시 분당구 불정로 179 (정자동, 정든마을동아2단지아파트)",,1995-05-24,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-04-24,Y,Y,N,,2021-06-30
500976,주택단지,실외,분당구,이매동,동부코오롱아파트 관리동옆,"경기도 성남시 분당구 양현로 88 (이매동, 이매촌동부코오롱아파트)",,1993-06-28,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+충격흡수용표면재(1),2020-09-28,Y,Y,N,,2021-06-30
500977,주택단지,실외,분당구,이매동,동부코오롱아파트 502동,"경기도 성남시 분당구 양현로 88 (이매동, 이매촌동부코오롱아파트)",,1993-06-28,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+충격흡수용표면재(1),2020-09-28,Y,Y,N,,2021-06-30
500980,주택단지,실외,분당구,이매동,아름마을 건영아파트108동놀이터,"경기도 성남시 분당구 판교로 430 (이매동, 아름마을건영아파트)",,1992-12-30,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-05-03,Y,Y,N,031-703-2222,2021-06-30
500981,주택단지,실외,분당구,이매동,아름마을 건영아파트103동놀이터,"경기도 성남시 분당구 판교로 430 (이매동, 아름마을건영아파트)",,1992-12-30,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(1),2021-05-03,Y,Y,N,031-703-2222,2021-06-30
500983,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 402동 놀이터,"경기도 성남시 분당구 탄천로 95 (이매동, 아름마을삼호아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500984,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 409동 놀이터,"경기도 성남시 분당구 탄천로 95 (이매동, 아름마을삼호아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500985,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 414동 놀이터,"경기도 성남시 분당구 탄천로 95 (이매동, 아름마을삼호아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500986,주택단지,실외,분당구,이매동,아름마을 두산삼호아파트 423동 놀이터,"경기도 성남시 분당구 탄천로 95 (이매동, 아름마을삼호아파트)",,1993-06-14,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2019-11-28,Y,Y,N,,2021-06-30
500987,주택단지,실외,분당구,이매동,아름마을 선경아파트 605동앞어린이놀이터,"경기도 성남시 분당구 이매로 11 (이매동, 아름마을선경아파트)",,1993-10-18,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(1),2020-10-07,Y,Y,N,,2021-06-30
501601,도시공원,실외,분당구,정자동,산자락(55호),경기도 성남시 분당구 정자동239, 260 ,2009-09-29,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(1),2021-06-18,Y,Y,N,031-729-7462,2021-06-30
502107,도시공원,실외,수정구,태평동,영장공원 놀이터(2),경기 성남시 수정구 태평동224-3, 463 ,2009-06-16,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(1),2019-07-29,Y,Y,N,031-729-4272,2021-06-30
