업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일
유흥주점영업,2010-12-03,탑노래클럽,경기도 부천시 부일로469번길 38 (심곡동),경기도 부천시 심곡동 190-7 ,142.65,032-611-8410,2015-03-31
유흥주점영업,2010-12-08,세느강7080,"경기도 부천시 석천로184번길 22 (중동,2층일부)",경기도 부천시 중동 1158-4 2층일부 ,147.28,032-321-8286,2016-11-18
유흥주점영업,2010-12-09,킹노래클럽,"경기도 부천시 길주로77번길 19-6 (상동,중앙프라자304호)",경기도 부천시 상동 532-17 중앙프라자304호 ,67.78,032-327-8558,2017-09-25
유흥주점영업,2010-12-24,주몽클럽,"경기도 부천시 조마루로291번길 26, B01호 (중동,신영프라자)",경기도 부천시 중동 1130-2 신영프라자 B01호,122.28,032-323-6973,2010-12-24
유흥주점영업,2010-12-28,마이,"경기도 부천시 길주로121번길 18-11 (상동, 지하1층, 지하2층 일부)","경기도 부천시 상동 537-10 지하1층, 지하2층 일부 ",481.86,,2020-01-31
유흥주점영업,2010-12-07,은노래바,"경기도 부천시 경인로 200-11, 2층 (심곡본동)","경기도 부천시 심곡본동 590-4 ,2층 ",73.24,032-653-2232,2019-07-19
유흥주점영업,2010-12-07,금노래바,"경기도 부천시 경인로 200-11, 2층 (심곡본동)","경기도 부천시 심곡본동 590-4 ,2층 ",73.24,032-655-6004,2019-07-19
유흥주점영업,2011-01-14,진달래노래바,"경기도 부천시 부천로29번길 20 (심곡동, 지층 일부)",경기도 부천시 심곡동 180-3 지층 일부 ,64.56,032-613-2754,2018-07-18
유흥주점영업,2011-01-14,솜사탕,"경기도 부천시 길주로 125, 306호 (상동, 다승프라자)",경기도 부천시 상동 538-7 다승프라자 306호,181.26,032-322-2548,2014-01-20
유흥주점영업,2011-01-24,월드,"경기도 부천시 부일로 462-1 (심곡동, 지하1층 일부)","경기도 부천시 심곡동 175-14 ,지하1층 일부 ",75.47,032-661-9478,2017-06-28
유흥주점영업,2011-01-26,왕코333노래클럽,"경기도 부천시 상일로94번길 21 (상동,지하 B101호)",경기도 부천시 상동 404-2 지하 B101호 ,70.11,032-323-3550,2019-10-01
유흥주점영업,2011-01-26,칠층노래방주점,"경기도 부천시 역곡로 3 (역곡동,703호)",경기도 부천시 역곡동 80-5 703호 ,67.57,070-8902-7202,2018-09-13
유흥주점영업,2011-02-21,코코,"경기도 부천시 조마루로291번길 46, B105호 (중동, 우진3차프라자)",경기도 부천시 중동 1133-9 우진3차프라자 B105호,55.02,032-323-3610,2017-09-01
유흥주점영업,2011-02-25,호박중년메들리,"경기도 부천시 부일로221번길 54 (상동,송화빌딩 지하1층)",경기도 부천시 상동 453 송화빌딩 지하1층 ,208.16,032-322-7082,2020-10-26
유흥주점영업,2011-03-30,팡팡노래바,경기도 부천시 부일로459번길 9 (심곡동),경기도 부천시 심곡동 381-14 ,103.42,032-652-6709,2012-05-17
유흥주점영업,2011-05-19,연예인노래천국,"경기도 부천시 부일로749번길 4 (역곡동,지하1층)",경기도 부천시 역곡동 111-10 지하1층 ,82.08,032-345-1226,2015-02-02
유흥주점영업,2011-06-08,신바람 노래방주점,"경기도 부천시 길주로 111 (상동,센타프라자306호)",경기도 부천시 상동 535-8 센타프라자306호 ,140.76,032-328-8544,2011-06-08
유흥주점영업,2011-06-10,킹노래클럽,"경기도 부천시 길주로 86 (상동,해피플러스206호)",경기도 부천시 상동 544-3 해피플러스206호 ,95.16,032-323-6416,2018-08-03
유흥주점영업,2011-06-29,산타나노래타운,"경기도 부천시 부일로 740, 지하1층 (역곡동)","경기도 부천시 역곡동 81 ,지하1층 ",114.98,032-345-2683,2016-03-30
유흥주점영업,2011-07-06,둘리노래클럽,경기도 부천시 부일로 497 (심곡동),경기도 부천시 심곡동 146-12 ,94.64,032-665-4300,2012-09-17
유흥주점영업,2011-07-07,썸노래바,"경기도 부천시 부천로39번길 11 (심곡동, 지하1층)",경기도 부천시 심곡동 190-4 ,46.78,032-614-0030,2020-07-17
유흥주점영업,2011-07-12,베스트노래클럽,"경기도 부천시 길주로 125 (상동,다승프라자402)",경기도 부천시 상동 538-7 다승프라자402 ,68.58,032-324-8991,2015-10-05
유흥주점영업,2011-07-22,24시노래클럽,"경기도 부천시 중동로254번길 104 (중동, 호정프라자 지층 01호 일부)",경기도 부천시 중동 1138 호정프라자 지하01호 일부 ,114.8,032-328-3245,2018-08-20
유흥주점영업,2011-07-22,메쎄노래클럽,"경기도 부천시 중동로254번길 104 (중동,지하2호)",경기도 부천시 중동 1138 지하2호 ,249.08,032-327-6546,2018-08-20
유흥주점영업,2011-08-24,럭셔리노래바,"경기도 부천시 상일로122번길 20 (상동,지하1층)",경기도 부천시 상동 452-1 지하1층 ,194.14,,2020-11-10
유흥주점영업,2011-08-26,스타킹 노래클럽,"경기도 부천시 부일로 741 (역곡동,지하1층)",경기도 부천시 역곡동 82-9 지하1층 ,99.01,032-345-2356,2013-03-26
유흥주점영업,2011-08-30,콘서트,"경기도 부천시 상일로122번길 45 (상동,지하1층)",경기도 부천시 상동 457-3 지하1층 ,58.83,032-672-1010,2017-10-18
유흥주점영업,2011-09-02,시크릿,"경기도 부천시 상일로122번길 27 (상동,훼미리타운 지하105호)",경기도 부천시 상동 451-3 훼미리타운 지하105호 ,73.31,032-323-3465,2020-12-17
유흥주점영업,2011-10-21,아시아다국적노래클럽,"경기도 부천시 조마루로297번길 61 (중동, 지하102호)",경기도 부천시 중동 1133 지하102호 ,240.61,032-326-3818,2020-03-11
유흥주점영업,2011-11-03,준노래팡팡,경기도 부천시 부흥로 307-64 (중동),경기도 부천시 중동 1127-11 지층 ,88.16,032-327-6796,2015-05-19
유흥주점영업,2011-12-20,짝노래바,"경기도 부천시 석천로183번길 43 (중동, 현대프라자 B01호일부)",경기도 부천시 중동 1166 현대프라자 B01호일부 ,115.15,032-329-8885,2019-02-15
유흥주점영업,2011-12-22,에덴노래클럽,"경기도 부천시 중동로262번길 80, 203호 (중동, 혜영빌딩)",경기도 부천시 중동 1142-5 혜영빌딩 203호,28.29,032-323-7277,2019-05-16
유흥주점영업,2011-12-26,장미노래클럽,"경기도 부천시 부천로 31 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 190-18 지하1층 일부 ,98.59,032-662-6622,2020-09-04
유흥주점영업,2011-12-30,미인노래바,"경기도 부천시 부천로3번길 45 (심곡동, 지하1층 일부)","경기도 부천시 심곡동 387-1 ,지하1층 일부 ",98.7,,2014-07-21
유흥주점영업,2011-03-24,나래노래바,"경기도 부천시 경인로 221, 지하1층일부호 (심곡본동)","경기도 부천시 심곡본동 542-10 ,지하1층일부 ",67.14,032-667-3662,2018-04-19
유흥주점영업,2012-02-02,스타노래클럽,"경기도 부천시 부흥로315번길 63, 201호 (중동)",경기도 부천시 중동 1127-2 201호,72.57,070-8842-7948,2020-11-04
유흥주점영업,2012-02-14,황진이노래클럽,"경기도 부천시 조마루로297번길 51, B01호 (중동, 유진빌딩)",경기도 부천시 중동 1133-2 ,111.97,032-321-2921,2018-08-10
유흥주점영업,2012-02-17,코리아 노래타운,"경기도 부천시 부일로 743, 지하1층 (역곡동)",경기도 부천시 역곡동 82-8 지하1층 일부 ,96.34,032-345-2441,2015-02-24
유흥주점영업,2012-02-20,야시노래빠,"경기도 부천시 조마루로297번길 51, B02호 (중동, 유진빌딩)",경기도 부천시 중동 1133-2 유진빌딩 B02호,98.19,032-325-8419,2017-07-18
유흥주점영업,2012-03-27,W노래클럽,경기도 부천시 중동로 지하 254-61 (중동),경기도 부천시 중동 1142-20 지하1층 일부 ,125.62,032-327-4770,2018-02-28
유흥주점영업,2012-04-02,궁노래빠,"경기도 부천시 석천로 지하 178-15 (중동, 은산프라자, 지하1층일부)","경기도 부천시 중동 1158-12 은산프라자, 지하1층 일부 ",54.91,032-322-3368,2018-04-13
유흥주점영업,2012-04-06,뽀뽀노래클럽,"경기도 부천시 길주로121번길 18-7, 302호 (상동, 성원프라자)",경기도 부천시 상동 537-11 성원프라자 302호,69.63,032-324-6108,2015-11-16
유흥주점영업,2012-04-06,황후노래클럽,"경기도 부천시 부일로 728, 지하1층 (역곡동)",경기도 부천시 역곡동 80-1 지하1층 일부 ,66.77,032-341-6767,2020-09-29
유흥주점영업,2012-04-30,썬노래클럽,"경기도 부천시 길주로 115, 207호 (상동, 시그마타워)",경기도 부천시 상동 535-9 시그마타워 207호 ,83.83,032-326-5959,2013-06-24
유흥주점영업,2012-05-01,고우,"경기도 부천시 소향로 지하 251, B01호 (중동, 대호프라자)",경기도 부천시 중동 1136-3 대호프라자 B01호,112.79,032-324-8866,2015-08-04
유흥주점영업,2012-05-01,아시아,"경기도 부천시 길주로 69, 지하1층 (상동, 테마호텔)",경기도 부천시 상동 531-6 테마호텔 지하1층 ,332.45,032-227-1900,2020-04-29
유흥주점영업,2012-05-11,별노래클럽,"경기도 부천시 상일로122번길 38, 2층 (상동)",경기도 부천시 상동 456-1 지상2층 ,113.41,032-327-9982,2016-06-03
유흥주점영업,2012-05-16,팡팡333,"경기도 부천시 송내대로74번길 22, 지층 104호 (상동, 일번지프라자)",경기도 부천시 상동 456 일번지프라자 지층104호 ,89.91,032-324-1449,2016-03-28
유흥주점영업,2012-05-25,애플노래클럽,"경기도 부천시 상일로94번길 20, 지하1층 (상동)",경기도 부천시 상동 405-2 지하1층 ,99.44,032-324-9978,2019-05-07
유흥주점영업,2012-05-30,에스제이노래타운,"경기도 부천시 부일로 730, 3층 (역곡동)",경기도 부천시 역곡동 80-2 지상3층 일부 ,92.53,032-343-3003,2019-05-10
유흥주점영업,2012-06-13,팔레스,"경기도 부천시 길주로77번길 21, 1,2층 (상동)","경기도 부천시 상동 532-15 지상1층일부, 지상2층 전체 ",566.49,032-329-8710,2020-04-07
유흥주점영업,2012-06-19,비타민노래바,"경기도 부천시 부흥로315번길 61, B01호 (중동)",경기도 부천시 중동 1127-3 B01호,149.87,032-328-4455,2018-06-25
유흥주점영업,2012-06-19,비타민노래바투,"경기도 부천시 부흥로315번길 61, B03호 (중동)",경기도 부천시 중동 1127-3 B03호,52.64,,2018-07-03
유흥주점영업,2012-06-21,가자노래클럽,"경기도 부천시 송내대로73번길 31 (상동, 무궁화상가2차 지하1층 일부)",경기도 부천시 상동 410 무궁화상가2차 지하1층 일부 ,94.13,,2019-04-01
유흥주점영업,2012-06-22,샤넬다국적노래클럽,"경기도 부천시 조마루로297번길 61, B104호 (중동)",경기도 부천시 중동 1133-1 B104호,99.96,032-329-0056,2021-01-13
유흥주점영업,2012-06-27,시크릿,"경기도 부천시 길주로77번길 19-8 (상동, 지상1층 일부, 지상2층 전체)","경기도 부천시 상동 532-18 지상1층 일부, 지상2층 전체 ",591.35,032-322-7758,2019-04-30
유흥주점영업,2012-07-11,쮸쮸,"경기도 부천시 중동로262번길 76, 중동프라자 지층 비01호 (중동)",경기도 부천시 중동 1142-4 중동프라자 ,232.5,032-323-5111,2020-08-10
유흥주점영업,2012-07-17,킹노래빠,"경기도 부천시 부일로 502 (심곡동, 2층일부)",경기도 부천시 심곡동 145-4 2층일부 ,138.64,032-612-8555,2019-01-08
유흥주점영업,2012-07-17,퀸노래빠,"경기도 부천시 부일로 502 (심곡동, 2층일부)",경기도 부천시 심곡동 145-4 2층일부 ,94.84,,2012-07-17
유흥주점영업,2012-07-30,락휴노래타운 부천역점,"경기도 부천시 부일로459번길 7, 4층 (심곡동)",경기도 부천시 심곡동 382-1 4층 ,98.18,032-654-0821,2018-06-05
유흥주점영업,2012-07-30,해나루7080라이브,"경기도 부천시 조마루로291번길 10, 202호 (중동)",경기도 부천시 중동 1130-6 202호,62.54,,2018-11-23
유흥주점영업,2012-08-23,아우디노래클럽,"경기도 부천시 소향로37번길 31-21 (상동, 303호)",경기도 부천시 상동 545-7 303호 ,73.62,032-212-6161,2017-05-31
유흥주점영업,2012-08-23,친구노래바,"경기도 부천시 상동로 109 (상동, 314호)",경기도 부천시 상동 534-2 314호 ,71.4,032-325-1551,2012-08-23
유흥주점영업,2012-09-04,보보1노래바,"경기도 부천시 조마루로297번길 33, 지하층 B02호 (중동)",경기도 부천시 중동 1130-18 B02호,53.94,032-328-3557,2018-05-23
유흥주점영업,2012-09-04,멜론노래클럽1,"경기도 부천시 조마루로297번길 25, 지하층 B02호 (중동)",경기도 부천시 중동 1130-15 지하 B02 ,72.2,032-325-6783,2020-02-13
유흥주점영업,2012-09-10,황진이노래클럽,"경기도 부천시 부천로29번길 지하 19 (심곡동, 지하1층)",경기도 부천시 심곡동 179-11 지하1층 ,139.85,611-4833,2016-12-30
유흥주점영업,2012-09-17,(위너스)WINNERS노래클럽,"경기도 부천시 조마루로297번길 51 (중동, 외2필지 3층 309호)",경기도 부천시 중동 1133-2 외2필지 3층 309호 ,67.92,032-505-2984,2019-10-17
유흥주점영업,2012-09-28,놀자2,경기도 부천시 중동로254번길 19 (중동),경기도 부천시 중동 1150-11 지하101호,142.82,032-326-6988,2017-11-14
유흥주점영업,2012-09-28,놀자,경기도 부천시 중동로254번길 19 (중동),경기도 부천시 중동 1150-11 지하102호,84.69,032-322-3012,2017-11-14
유흥주점영업,2012-10-25,짠노래클럽,"경기도 부천시 부천로3번길 29 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 173-10 지하1층 일부 ,98.67,032-665-4242,2018-03-06
유흥주점영업,2012-11-05,싸이노래바,"경기도 부천시 부흥로307번길 66 (중동, 설산프라자 지하1층)",경기도 부천시 중동 1127-10 설산프라자 지하1층 ,75.9,032-321-3530,2019-02-19
유흥주점영업,2012-11-07,아리아노래클럽,"경기도 부천시 조마루로291번길 46, 303-1호 (중동)",경기도 부천시 중동 1133-9 우진3차프라자 303-1호,47.28,032-326-5588,2020-01-03
유흥주점영업,2012-04-25,에이플러스,"경기도 부천시 경인로 200-11, 지하1층 (심곡본동)","경기도 부천시 심곡본동 590-4 ,지하1층 ",73.19,032-668-0070,2012-04-25
유흥주점영업,2012-09-11,남부광장7080메들리,"경기도 부천시 자유로 67, 지하1층 (심곡본동)","경기도 부천시 심곡본동 553-1 ,지하1층 ",101,032-662-6432,2018-10-10
유흥주점영업,2012-10-10,황제노래방주점,"경기도 부천시 부광로 7, 지하1층 (괴안동)","경기도 부천시 괴안동 127-8 ,지하1층 ",111.93,032-3424-200,2020-01-14
유흥주점영업,2012-11-07,여왕벌노래궁,경기도 부천시 경인로 517 (괴안동),"경기도 부천시 괴안동 128 ,지하1층 ",82.84,,2017-05-22
유흥주점영업,2012-11-07,왕준코,경기도 부천시 경인로 517 (괴안동),"경기도 부천시 괴안동 128 ,지하1층 ",307.62,,2017-05-22
유흥주점영업,2012-11-21,똥광,경기도 부천시 자유로 73 (심곡본동),경기도 부천시 심곡본동 553-8 지하1층 ,80.57,,2012-11-21
유흥주점영업,2013-01-14,궁노래빠,"경기도 부천시 원미로17번길 10 (심곡동, 지하1층일부)",경기도 부천시 심곡동 129-13 지하1층일부 ,70.56,070-7337-1665,2014-11-20
유흥주점영업,2013-01-30,필노래클럽,"경기도 부천시 소향로37번길 13-20 (상동, 로데오타운 202호)",경기도 부천시 상동 545-14 로데오타운 202호 ,45.58,,2019-03-07
유흥주점영업,2013-01-31,일단와,"경기도 부천시 부천로 26 (심곡동, 지하1층일부)",경기도 부천시 심곡동 168-3 지하1층일부 ,114.9,032-662-2004,2018-05-23
유흥주점영업,2013-02-13,마돈나노래클럽,"경기도 부천시 조마루로297번길 15, 골든프라자 104호 (중동)",경기도 부천시 중동 1130-13 골든프라자 104호,55.22,032-321-7771,2019-05-13
유흥주점영업,2013-02-26,에이스노래바,경기도 부천시 조마루로297번길 15 (중동),경기도 부천시 중동 1130-13 지하1층 102호 ,54.72,032-325-0585,2017-12-28
유흥주점영업,2013-02-26,판테온노래클럽,"경기도 부천시 상일로94번길 13 (상동, 지하1층일부)",경기도 부천시 상동 404 지하1층일부 ,48.4,032-325-2369,2013-02-26
유흥주점영업,2013-03-22,환상노래바,"경기도 부천시 중동로254번길 35 (중동, 베스트볼 빌딩 지하 102호)","경기도 부천시 중동 1147-12 베스트몰빌딩, 지하B102호 ",74.28,032-326-7744,2020-04-29
유흥주점영업,2013-05-03,리오노래클럽,"경기도 부천시 중동로262번길 72 (중동, 중동프라자 지하1층 01호)",경기도 부천시 중동 1142-3 중동프라자 지하1층 01호 ,109.7,,2018-10-04
유흥주점영업,2013-05-15,땡큐2,경기도 부천시 중동로262번길 54 (중동),경기도 부천시 중동 1147-5 현대프라자 지02호 ,93.17,032-231-1889,2016-07-12
유흥주점영업,2013-05-15,땡큐1,경기도 부천시 중동로262번길 54 (중동),경기도 부천시 중동 1147-5 현대프라자 지01호 ,99.52,032-323-5981,2016-07-12
유흥주점영업,2013-06-07,황진이노래클럽,"경기도 부천시 상일로94번길 38 (상동, 지하1층일부)",경기도 부천시 상동 410-2 지하1층일부 ,58.75,321-7067,2013-06-07
유흥주점영업,2013-06-12,파트너,"경기도 부천시 중동로254번길 35 (중동, 베스트몰빌딩 301호)",경기도 부천시 중동 1147-12 베스트몰빌딩 301호 ,163.57,,2019-11-28
유흥주점영업,2013-08-05,썬노래바,"경기도 부천시 부일로483번길 10 (심곡동, , 2층일부)","경기도 부천시 심곡동 169-7 , 2층일부 ",79.5,032-653-2204,2013-08-05
유흥주점영업,2013-08-09,짝궁노래바,"경기도 부천시 중동로254번길 83 (중동, 2층일부)",경기도 부천시 중동 1142-13 2층일부 ,66.58,032-325-5556,2016-06-28
유흥주점영업,2013-09-13,헤라노래클럽,"경기도 부천시 석천로177번길 24, 지하1층 일부 (중동)",경기도 부천시 중동 1163-13 지하1층 일부 ,92.24,032-321-3110,2019-12-26
유흥주점영업,2013-09-16,타임스(TIMES),"경기도 부천시 중동로254번길 83 (중동, 지하1층일부)",경기도 부천시 중동 1142-13 지하1층 일부 ,91.94,032-326-8011,2017-08-23
유흥주점영업,2013-09-23,타임(TIME),"경기도 부천시 중동로254번길 83 (중동, 지하1층 일부)",경기도 부천시 중동 1142-13 지하1층 일부 ,67.79,,2013-09-23
유흥주점영업,2013-10-30,세븐노래클럽,"경기도 부천시 부일로469번길 39 (심곡동, 지하1층)",경기도 부천시 심곡동 192-4 지하1층 ,91.48,,2014-03-17
유흥주점영업,2013-11-27,뉴에쿠스,"경기도 부천시 소향로 248 (중동, 지하104호)",경기도 부천시 중동 1133-13 지하104호 ,50.32,,2019-05-22
유흥주점영업,2013-12-09,태양노래클럽,"경기도 부천시 석천로184번길 18 (중동, 우암프라자 303호)",경기도 부천시 중동 1158-3 우암프라자 303호 ,55.59,032-326-9800,2020-11-12
유흥주점영업,2013-12-13,빙고노래클럽,"경기도 부천시 석천로183번길 41 (중동, 지하1층 일부)",경기도 부천시 중동 1166-2 지하1층 일부 ,70.59,,2015-03-18
유흥주점영업,2013-12-17,환상노래바,"경기도 부천시 부천로29번길 17 (심곡동, 지하1층일부)",경기도 부천시 심곡동 179-10 지하1층일부 ,67,032-667-3700,2019-11-13
유흥주점영업,2013-12-30,탈렌트7080라이브,"경기도 부천시 중동로262번길 92 (중동, 에덴프라자 202호)",경기도 부천시 중동 1142-8 에덴프라자 202호 ,83.78,032-323-7744,2019-05-27
유흥주점영업,2013-02-07,궁전노래클럽,"경기도 부천시 경인로 516, 지하1층 (괴안동)","경기도 부천시 괴안동 127 ,지하1층 ",97.4,032-453-4844,2018-03-29
유흥주점영업,2013-06-24,하나노래바,"경기도 부천시 경인옛로22번길 4, 2층 (소사본동)","경기도 부천시 소사본동 76 ,2층 ",88.81,032-341-1252,2019-12-16
유흥주점영업,2013-06-27,힐링노래타운,"경기도 부천시 경인로 509, 4층 402호 (괴안동, 우남타워)",경기도 부천시 괴안동 113-6 우남타워 402호 ,81.9,032-351-9518,2013-09-30
유흥주점영업,2013-08-13,썬7080라이브,"경기도 부천시 경인로 512, 지하1층 (괴안동)","경기도 부천시 괴안동 114-7 ,지하1층 ",75.71,032-341-7080,2014-04-24
유흥주점영업,2013-09-12,킹카노래바,"경기도 부천시 호현로 476, 지하1층 (소사본동)","경기도 부천시 소사본동 76-12 ,지하1층 ",63.89,032-348-9456,2018-10-26
유흥주점영업,2014-01-02,클래식,"경기도 부천시 길주로 131 (상동, , 2층)","경기도 부천시 상동 538-5 , 2층 ",897.75,,2020-07-28
유흥주점영업,2014-01-06,썸노래바,"경기도 부천시 중동로254번길 75, 201호 (중동)",경기도 부천시 중동 1142-16 201호,99,032-327-3417,2019-03-25
유흥주점영업,2014-01-06,벨노래클럽,"경기도 부천시 부천로10번길 58 (심곡동, 지층)",경기도 부천시 심곡동 144-10 지층 ,75.47,032-666-3121,2014-09-25
유흥주점영업,2014-01-28,하하노래바,"경기도 부천시 부일로469번길 32 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 190-13 지하1층 일부 ,77.91,032-667-6942,2015-06-15
유흥주점영업,2014-02-03,광장,"경기도 부천시 송내대로73번길 21, 201-3호 (상동)",경기도 부천시 상동 411 201-3호,64.11,032-328-8609,2014-02-03
유흥주점영업,2014-02-21,파티,"경기도 부천시 길주로77번길 27 (상동, 1층일부, 2층전체)","경기도 부천시 상동 532-14 1층일부, 2층전체 ",389.88,032-325-6955,2020-01-10
유흥주점영업,2014-02-25,올래노래바,"경기도 부천시 부일로459번길 8 (심곡동, 지하1층)",경기도 부천시 심곡동 176-13 지하1층 ,83.34,,2017-08-16
유흥주점영업,2014-03-07,수노래바,"경기도 부천시 부일로 501 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 146-6 지하1층 일부 ,96.05,,2018-01-08
유흥주점영업,2014-03-07,다빈치노래타운,"경기도 부천시 부일로 501 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 146-6 지하1층 일부 ,109.26,032-612-8288,2018-01-08
유흥주점영업,2014-04-02,빙고노래바,"경기도 부천시 중동로262번길 88 (중동, 엘지프라자 지하02호)",경기도 부천시 중동 1142-7 엘지프라자 지하02호 ,109.88,,2020-08-25
유흥주점영업,2014-04-09,명품노래짱,"경기도 부천시 중동로248번길 71, 비01호 (중동, 신풍프라자)",경기도 부천시 중동 1143-6 신풍프라자 비01호,88.4,032-322-5540,2017-03-06
유흥주점영업,2014-05-21,세시봉노래빠,"경기도 부천시 소향로37번길 31-17, 401호 (상동, 유원프라자)",경기도 부천시 상동 545-8 유원프라자 401호,77.06,032-326-6464,2017-08-16
유흥주점영업,2014-05-21,명월관,"경기도 부천시 소향로37번길 31-17, 402호 (상동, 유원프라자)",경기도 부천시 상동 545-8 유원프라자 402호,132.51,032-326-6464,2020-06-29
유흥주점영업,2014-05-22,센스노래크럽,"경기도 부천시 조마루로 295 (중동, 부천프라자 B02호일부)",경기도 부천시 중동 1130-10 부천프라자 B02호일부 ,115.81,,2018-11-15
유흥주점영업,2014-05-23,별2,"경기도 부천시 조마루로297번길 13 (중동, 지하1층 일부)",경기도 부천시 중동 1130-12 지하1층 일부 ,85.87,,2020-02-04
유흥주점영업,2014-06-26,대박노래바,"경기도 부천시 부천로10번길 20 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 171-6 지하1층 일부 ,36.4,,2018-02-06
유흥주점영업,2014-06-26,대박1노래바,"경기도 부천시 부천로10번길 20 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 171-6 지하1층 일부 ,19.83,,2018-02-06
유흥주점영업,2014-07-09,짱가노래타운,"경기도 부천시 부일로 514 (심곡동, 지하B19호)",경기도 부천시 심곡동 139-12 지하B19호 ,66.92,032-614-1224,2017-03-31
유흥주점영업,2014-07-09,애플노래바,"경기도 부천시 부일로 514 (심곡동, 지하B20호)",경기도 부천시 심곡동 139-12 지하B20호 ,85.35,032-614-1224,2018-05-03
유흥주점영업,2014-09-12,탑노래바,"경기도 부천시 조마루로291번길 40 (중동, 우신프라자2차빌딩 203호)",경기도 부천시 중동 1133-8 우신프라자2차빌딩 203호 ,28.16,328-0424,2020-08-07
유흥주점영업,2014-10-10,궁전,"경기도 부천시 부일로 506 (심곡동, 지하1층일부)",경기도 부천시 심곡동 139-5 지하1층일부 ,85.53,,2018-07-05
유흥주점영업,2014-10-22,소판돈3노클럽,"경기도 부천시 상일로94번길 37 (상동, 지층2호)",경기도 부천시 상동 411-2 지층2호 ,116.52,032-324-3549,2014-10-22
유흥주점영업,2014-11-27,타임노래바,"경기도 부천시 부일로449번길 7 (심곡동, 지하1층 일부)",경기도 부천시 심곡동 399-8 지하1층 일부 ,65.92,661-9943,2015-07-01
유흥주점영업,2014-12-01,황궁노래타운,"경기도 부천시 부일로 748 (역곡동, 지하1층일부)",경기도 부천시 역곡동 81-1 지하1층일부 ,114.38,032-342-5571,2017-03-09
유흥주점영업,2014-12-12,연꽃노래바,"경기도 부천시 부천로 52 (심곡동, 지하1층일부)",경기도 부천시 심곡동 161-1 지하1층일부 ,58.73,032-663-3673,2018-07-16
유흥주점영업,2014-12-19,시그널,"경기도 부천시 부천로 11 (심곡동, 해태쇼핑 B101,B102호)","경기도 부천시 심곡동 175-6 해태쇼핑 B101,B102호 ","1,269.05",032-663-8253,2020-11-09
유흥주점영업,2014-12-24,스캔들2,"경기도 부천시 상동로 81, 206호 (상동, 센타프라자)",경기도 부천시 상동 544-6 센타프라자 206호,62.88,,2021-01-14
유흥주점영업,2014-12-24,찐노래클럽,"경기도 부천시 부일로205번길 47 (상동, 서진프라자B1-103호 일부)",경기도 부천시 상동 403 서진프라자B1-103호 일부 ,146.2,,2020-08-14
유흥주점영업,2014-03-11,빙고노래바,"경기도 부천시 경인로206번길 11, 2층 (심곡본동)","경기도 부천시 심곡본동 666-9 ,2층 ",83.2,032-611-8896,2018-04-06
유흥주점영업,2014-08-11,썬노래바,"경기도 부천시 경인옛로 24, 지하1층 (소사본동)","경기도 부천시 소사본동 75-1 ,지하1층 ",81.52,032-342-8528,2016-10-31
유흥주점영업,2014-10-15,타임노래바,"경기도 부천시 자유로 75-2 (심곡본동, 지하1층일부)","경기도 부천시 심곡본동 553-16 ,지하1층일부 ",57.5,032-656-9943,2020-10-20
유흥주점영업,2014-10-22,팡팡노래바,"경기도 부천시 경인로498번길 9 (괴안동, 지하1층일부)","경기도 부천시 괴안동 114 ,지하1층일부 ",53.36,,2014-10-22
유흥주점영업,2015-02-10,캔디노래바,"경기도 부천시 중동로248번길 119 (중동, 양지프라자B02호)",경기도 부천시 중동 1137-4 양지프라자B02호 ,80.44,032-321-8483,2016-07-11
유흥주점영업,2015-06-09,푸노래클럽,"경기도 부천시 부흥로315번길 69 (중동, 지하1층 일부)",경기도 부천시 중동 1127 지하1층 일부 ,90.18,032-328-3999,2017-04-11
유흥주점영업,2015-06-29,신세계,"경기도 부천시 중동로262번길 44, 지01호 (중동, 옥전프라자)",경기도 부천시 중동 1147-2 옥전프라자 지01호,85.02,,2020-11-12
유흥주점영업,2015-06-29,팡팡노래바,"경기도 부천시 중동로262번길 44 (중동, 옥전프라자 지02호)",경기도 부천시 중동 1147-2 옥전프라자 지02호,104.5,,2020-11-12
유흥주점영업,2015-07-03,카카오,"경기도 부천시 부일로237번길 37, B103호 (상동, 동아하이츠빌딩 지하1층)",경기도 부천시 상동 449-1 동아하이츠빌딩 지하1층 B103호,95.85,032-324-3006,2018-11-12
유흥주점영업,2015-07-30,파티,"경기도 부천시 석천로184번길 22 (중동, 지하1층 일부)",경기도 부천시 중동 1158-4 지하1층 일부 ,111.6,032-322-0604,2018-08-30
유흥주점영업,2015-08-06,7080백야라이브,"경기도 부천시 부천로9번길 50 (심곡동, 2층일부)",경기도 부천시 심곡동 383-9 2층일부 ,82.43,,2015-08-06
유흥주점영업,2015-10-08,심플노래바,"경기도 부천시 부천로10번길 33 (심곡동, 지하일부)",경기도 부천시 심곡동 170-9 지하일부 ,87.34,032-656-9943,2018-04-23
