장소,타입,위치,해시태그,좋아요,찜하기,리뷰,일정 등록,방문했어요,조회,SNS 공유,관광지,음식점,숙박,쇼핑,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부,main_category
열공부엌,음식점,제주특별자치도 제주시 선덕로8길 26 비산쉐르빌 가동 103호,"['집밥 ', '혼밥 ', '도시락', '제주도청 ', '유기농']",0,1,0,0,0,668,1,"['한라수목원', '신비의도로카트체험장', '제주특별자치도 도립미술관', '누웨마루거리(구 바오젠)', '아이스뮤지엄', '보물섬하이킹', '플레이박스VR', '제주국제공항', '제주 카카오캠핑', '민오름(오라동)', '제주스쿠터여행', '페인터즈:히어로 제주', '민오름(조천읍)', '손방둥이', '수목원테마공원(야시장길&LED공원)', '레이저서바이벌M', '제주국제공항(정뜨르비행장)']","['제주김만복(만복이네김밥집)', '올래국수', '오라숲소리', '명당양과', '앞뱅디식당', '천해천', '흑돈가', '늘봄흑돼지', '제주올레냉면 제주노형점', '스시호시카이', '삼무국수', '연동마라도횟집', '메밀꽃차롱', '덤장', '제주 어가', '영주말가든', '유리네', '황금어장(제주시)', '보스코화덕피자', '레드팬더', '장춘육당', '아라파파 a la papa', '현옥식당', '좀녀마을뚝배기', '동도원', '삼대국수회관 신제주점', '광원', '성미식당', '다가미(도남)', '만원의행복', '흑돼지킹생구이전문점', '수복강녕', '이게밥도둑', '섬채', '제라한보쌈', '메콩스카이', '하르방밀면(운동장점)', '망고홀릭 제주본점', '대관원', '남해횟집', '1080칼국수', '무상찻집', '부자식당', '탕궁훠궈', '먹쿠슬낭여행자카페', '라지마할 RAJMAHAL', '하와이새우트럭', '짬뽕에취한날', '황궁쟁반탐라원', '딤섬9898']","['메종글래드 제주', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '신라스테이 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '호텔레오', '밸류호텔 월드와이드 제주', '예하게스트하우스', '슴게스트하우스 제주공항점', '아트모텔', '제주메이플호텔', '호텔 스카이파크 제주1호점', '갤럭시호텔 제주', '아스타호텔', '가이아호텔', '다이아몬드 호텔', '도일모텔', '제주알호텔(R호텔)', '비아 제주', '디셈버호텔', '스위트모텔', '신강남모텔', '제주엘루이호텔']","['제주시민속오일장(제주오일장)', '다나한한복 앤 러블리베베', '선물고팡', '삼다닷컴', '자연이야기', '인한복', '야호농수산', '당근가게']",5000원에 잘 차려진 집밥 한 상을 먹을 수 있는 곳.,매주 일요일 휴무,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,,,,,"현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,,한식
영춘식당,음식점,제주특별자치도 제주시 도남로7길 37-1,"['육개장 ', '두루치기 ', '갈비탕']",0,1,0,0,0,763,0,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '제주 패러글라이딩 스쿨', '김만덕객주', '산지천', '흑돼지거리', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '오현단', '민오름(오라동)', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2']","['제주김만복(만복이네김밥집)', '올래국수', '미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '오라숲소리', '앞뱅디식당', '만선식당', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '일통이반', '덤장', '서문수산', '영주말가든', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '도다모', '성미식당', '태광식당', '초밥군커피씨', '다가미(도남)', '만원의행복', '해금강횟집', '명성식당', '그린정']","['라마다프라자제주호텔', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '오션스위츠호텔 제주', '호텔 리젠트마린', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시', '제주시농협농산물직거래센터', '제일토산품', '이제주숍']","육개장, 갈비탕 전문점으로 정식과 두루치기를 판매하는 가족경영의 착한가격업소 영춘식당",매주 일요일,"평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00",,,,,,,"현금결제,카드결제,화장실,음료대",착한가격 업소,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,한식
옛정의골 식당,음식점,제주특별자치도 서귀포시 표선면 중산간동로 4592,"['흑돼지 ', '불고기 ', '한식', '향토음식']",0,12,0,0,0,2724,0,"['성읍마을', '성읍랜드', '영주산', '낙타트래킹', '다이나믹메이즈', '성읍목장', '제주참숯가마찜질방', '오름터 민속마을', '모구리오름', '성읍승마장', '정의현 일관헌', '제주아리랑 NEW 혼']","['만덕이네', '이어도식당', '성읍칠십리식당', '한라식당', '돌집식당', '곤경에빠진버거', '유끼네', '오늘은 녹차한잔&쇼핑']",['리니민박(RINY)'],[''],흑돼지를 무제한으로 즐길 수 있는 옛정의골,연중무휴,,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,한식
오끼416갤러리,음식점,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,"['카페 ', '베이커리 ', '한라봉마멀레이드', '빵 ', '쿠키']",0,0,0,0,0,1978,0,"['신흥2리 동백마을', '레더한', '송령이골']","['수망일기', '육값하네식육가든']","['솔바람풍경소리펜션', '하마다 게스트하우스', '아침의 새소리', '파인비치', '제주파인비치카라반', '포유펜션', '드림캐슬', '제주영숙']",[''],"감귤 창고를 개조해서 만든 홈메이드 음료, 천연염색 갤러리카페",연중무휴,"평일 : 10:00 ~ 19:30 , 주말 : 10:00 ~ 19:30",,,,,,,"공용주차장,화장실,무료 WIFI",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,카페
오누이밥상,음식점,제주특별자치도 제주시 추자면 추자로 68,"['추자식당 ', '추자도음식점 ', '추자음식점', '추자정식 ', '추자굴비정식 ', '추자정식백반 ', '추자도']",0,0,0,0,0,357,1,"['추자도', '최영장군사당', '추자도등대', '제주올레 18-1코스', '나바론절벽', '후포해변', '봉글레산', '돈대산', '추자등대', '섬생이', '묵리마을', '돈대산산림휴양산책로', '상추자항', '참굴비조형물', '묵리처녀당', '용둠범목제계단길', '묵리해안쉼터', '묵리해안포구', '추자연도교', '상추자마을길', '예초리', '상추자포구']","['추자도중앙식당', '제일식당', '커피앤빵', '오동여식당', '봉골레밥상', '마마식당', '보라네', '유심이감성찜닭', '청정고을식당', '귀빈식당', '올레실내포장마차', 'BBQ치킨 추자점', '해적선', '동해루', '신등대수산회센타', '황금섬숯불갈비', '이맛', '한밭식당', '우리동네숯불갈비', '플로렌스']","['나바론민박', '추자도민박', '유심이감성하우스민박', '여정여관', '아름다운펜션민박', '추자바다25시', '태흥여관', '추자섬민박', '내사랑추자야펜션민박', '황재여관', '나바론 민박', '봉골레 하우스 민박', '신등대민박', '조은민박', '다미네민박', '김선장네 민박', '등대민박', '인추자커피앤민박', '그린민박', '동일민박', '레몬이네 민박', '태성민박', '별장민박', '고려민박', '청정고을민박', '유창민박', '밀물민박']",[''],밑반찬이 10가지가 넘는 밥상 *매주 금요일 정기휴일,,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"무료 WIFI,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,,한식
오늘은 녹차한잔&쇼핑,음식점,제주특별자치도 서귀포시 표선면 중산간동로 4772,"['녹차라떼 ', '녹차롤케이크 ', '녹차아이스크림']",0,3,0,0,0,852,0,"['성읍마을', '성읍랜드', '영주산', '낙타트래킹', '다이나믹메이즈', '성읍목장', '오름터 민속마을', '성읍승마장', '정의현 일관헌', '모지오름', '제주아리랑 NEW 혼']","['만덕이네', '이어도식당', '성읍칠십리식당', '한라식당', '옛정의골 식당', '돌집식당', '곤경에빠진버거', '유끼네']",['리니민박(RINY)'],[''],푸른 녹차밭과 진한 녹차아이스크림이 있는곳,,"평일 : 09:30 ~ 18:00 , 주말 : 09:30 ~ 18:00",,,,,,,"공용주차장,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,,카페
오라오거리정식,음식점,제주시 서광로 103,"['제육볶음 ', '돈까스 ', '고등어조림']",0,2,0,0,0,593,0,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '누웨마루거리(구 바오젠)', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '용담레포츠공원', '제주 패러글라이딩 스쿨', '김만덕객주', '제주국제공항', '산지천', '용두암해안도로카페거리', '제주 카카오캠핑', '탑동해변공연장', '스쿠버스쿨', '용연카누클럽', '김만덕기념관', '오현단', '민오름(오라동)', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '도두해안도로']","['제주김만복(만복이네김밥집)', '올래국수', '미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '김희선몸국', '오라숲소리', '명당양과', '앞뱅디식당', '만선식당', '삼다도횟집', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '닐모리동동', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '삼무국수', '연동마라도횟집', '라붕제주 cafe', '일통이반', '메밀꽃차롱', '덤장', '서문수산', '영주말가든', '넉둥베기 고사리육개장', '유리네', '골막식당', '황금어장(제주시)', '레드팬더', '탑동산호전복', '화로향', '장춘육당', '아라파파 a la papa', '현옥식당']","['메종글래드 제주', '라마다프라자제주호텔', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '신라스테이 제주', '오션스위츠호텔 제주', '베스트웨스턴제주호텔', '롯데시티호텔제주', '호텔 리젠트마린', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '호텔레오', '밸류호텔 월드와이드 제주', '제주KAL호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시']",공항근처 푸짐하고 든든한 제주밥상,"화요일휴무, 예약식 저녁식사 가능, 16시이후 식사는 전화 확인요망","평일 : 08:00 ~ 20:00 , 주말 : 08:00 ~ 20:00",,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,,한식
오르막가든,음식점,제주특별자치도 서귀포시 대포중앙로 12,"['흑돼지 ', '김치찌개 ', '한식']",0,18,0,0,0,1914,1,"['주상절리대(중문대포해안)', '천제연폭포', '중문관광단지', '중문색달해수욕장', '박물관은 살아있다', '여미지식물원', '약천사', '퍼시픽 리솜 마린스테이지', '퍼시픽 리솜 요트투어 샹그릴라', '테디베어뮤지엄제주', '시크릿가든촬영지', '초콜릿랜드', '쉬리의언덕', '아프리카박물관', '엉덩물계곡', '약천사 템플스테이', '제주국제컨벤션센터 icc', '별내린전망대', '디스커버제주', '조안베어뮤지엄', '그랑블루 요트투어', '베릿네오름', '제주제트', '제주국제평화센터', '제주해양레저', '중문색달해변(해산물)', '중문승마공원', '법화사지', '법화사', '한라산 청정촌', '중문골프장', '중문컨트리클럽', '대포포구', '씨에스호텔 프라이빗스파', '천제연폭포 & 제주4.3중문면희생자위령비']","['고집돌우럭(중문)', '바다다', '수두리보말칼국수', '흑돼지구이집 하영', '제주미향', '올레7돈 (올레칠돈)', '갓포하루', '국수바다 본점', '중문어촌계해녀의집', '중문덤장', '퍼시픽 리솜 엘마리노 뷔페', '파니야그릴', '이드레국수', '중문신라원', '더파크뷰(신라호텔)', '천제연토속음식점', '사우스바운더', '제주오성', '이조은식당', '중문수원음식점', '몽키비치클럽 Monkey Beach', '주상절리회국수', '중문대들보', '대포횟집', '옐로우카페 (yellow cafe)', '델리지아레스토랑', '운해횟집', '예지원', '소울키친', '색달식당', '하나로국밥', '볼스카페', '돈이랑', '모메든식당', '중문솥뚜껑', '대기정', '제주중문수제맥주', '동그라미식육식당(돈델리)', '어부와농부', '중화요리 사해방', '중문자연산횟집']","['롯데호텔 제주', '신라호텔제주', '씨에스호텔앤리조트', '히든클리프 호텔 앤 네이쳐', '더본 호텔', '제주 에코 스위츠 펜션', '제주부영호텔엔리조트', '담앤루펜션리조트', '스위트호텔 제주', '중문스테이', '제주하나호텔', '베니키아 중문호텔', '게스트하우스 클럽 제이제이', '스머프하우스', '일레인호텔', '중문통나무휴양펜션', '제주디오빌', '지삿개풍경', '올리수펜션', '썬라이즈호텔', '제주부영청소년수련원']","['제주관광공사 중문면세점 (내국인)', '중문향토시장(중문 5일장)']",중문관광단지 근처에 위치한 제주산 친환경 무항생제 흑돼지만을 제공하며 놀이방 구비된 모범음식점,"첫째, 둘째, 넷째 수요일 휴무","평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,한식
오르미,음식점,제주특별자치도 제주시 서회천길 33,"['커피 ', '카페 ', '무인카페', '컵라면']",0,4,0,0,0,1275,0,"['제주절물자연휴양림', '김경숙해바라기농장', '제주4.3평화공원', '제주레포츠랜드', '제주베스트힐 열기구랜드', '장생의 숲길', '1112도로', '서프라이즈테마파크', '파파빌레', '민오름(봉개동)', '거친오름', '어린이교통공원', '참살이마을 명도암 농어촌체험마을', '지그리오름 (큰지그리)', '안세미 (명도오름,明道岳)', '한화리조트 테라피센터']","['낭뜰에쉼팡', '맥파이 브루어리', '사려니숲길화덕피자', '생이소리', '정봉자커피 봉개점']",['한화리조트 제주'],[''],카페 오르미는 여행객들이 자주 찾지 않는 마을에 있어서 조금 낯설 수 있다. 내비게이션에 서회천 복지회관을 입력하자. 카페 오르미는 서회천 복지회관 맞은편에 있다. 오름을 컨셉으로 한 카페답게 매장 내부에는 한쪽 면에 크게 자리한 오름 분포지도가 있다.,서회천복지회관 맞은편에 위치,,,,,,,,현금결제,,,,,,,,,,,,,,어린이 출입가능,,,,,,,,,,,,,카페
오마이양대창 제주외도점,음식점,제주특별자치도 제주시 우정로 20,"['외도 ', '양대창']",0,0,0,0,0,456,0,"['이호테우말등대', '넥슨컴퓨터박물관', '이호테우해수욕장', '알작지해변', '월대천', '제주플래티늄카라반', '제주 이호털보 배낚시', '사진놀이터', '이호-내도 해안도로', '이호털보네배낚시', '현사포구', '파군봉(바굼지오름)', '연대포구', '영모원', '바구스서핑스쿨']","['제주해물밥', '생돈우리', '바다속고등어쌈밥', '문동일셰프녹차고을', '신의한모', '돈사촌 외도점', '고마워토토 아뜰리에', '이춘옥원조고등어쌈밥', '버터모닝', '비바리짬뽕', '키친그듸', '올래어촌', '저스트쉬림프', '다담은', '사방팔방', '하와유제주', '에이스쌀국수', '카페백퍼', '카페더몹시', '이오리', '루스트플레이스 외도점', '코코리파이프', '아일랜드팩토리', '차마실', '칠사돈', '조아찌', '스마일러 카페', '하우스142', '라 아바나', '마농', '낭만주의', '불만나']","['포구민박', '몽돌바당', '섬타임즈', '그라벨호텔제주', '하녹펜션', '비스타리조트', '내도바당펜션', '씨앤관광호텔', '제주인호텔', '예다움휴양펜션', '가까이에파도소리', '아뜨네통나무펜션', '아인피플호텔', '돌담민박', '아델리아빌', '나무향기펜션', '플로라펜션', '별마로펜션', '하늘타리펜션', '해오름정원', '테마하우스', '해피펜션']",[''],연타발이 만든 프렌차이즈 오마이양대창입니다.,점심식사부터 저녁식사까지 모두 가능합니다.,"평일 : 17:00 ~ 00:00 , 주말 : 16:00 ~ 00:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI",,장애인 시설정보 >,쉬움,,,"대창구이, 막창구이, 특양구이",,,,,,,가능,어린이 출입가능,,없음,유아의자,,,,,,,,,,한식
오메오메,음식점,제주특별자치도 제주시 애월읍 광령남3길 49,"['오메기떡 ', '감귤오메 ', '크림오메']",0,4,0,0,0,959,1,"['아날로그감귤밭', '항파두리항몽유적지', '제주공룡랜드', '무수천', '사진놀이터', '백제사 템플스테이', '광령귤나무', '쉼터마을 유수암리 농어촌체험마을', '고사리숲', '영모원', '백제사', '동귀방파제']","['고마워토토 아뜰리에', '버터모닝', '마마롱(애월)', '제주기정떡', '73st', '블루사이공', '스마일러 카페']","['헤리티지', '에코힐글램핑', '폴라리스인제주', '나인스파빌', '옛살라비', '야스라기펜션', '제주파크랜드', 'UTS제주골프빌리지', '올레해오름펜션', '파크빌리지', '해오름정원']",['그림책방 & 카페노란우산'],제주 전통 음식 오메기떡을 다양한 재료와 조합시킨 퓨전 오메기떡을 파는 곳.,"오메오메 세트 3만원, 오메오메세트(택배시) 6만원","평일 : 09:30 ~ 18:00 , 주말 : 10:30 ~ 17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한식
오복떡집,음식점,제주특별자치도 제주시 동문로2길 4,"['떡집 ', '오메기떡 ', '떡']",0,8,0,0,0,1351,1,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '용담레포츠공원', '제주 패러글라이딩 스쿨', '김만덕객주', '산지등대', '산지천', '흑돼지거리', '사라봉공원', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '별도봉', '오현단', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2']","['제주김만복(만복이네김밥집)', '미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '김희선몸국', '오라숲소리', '만선식당', '삼다도횟집', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '스시호시카이', '국수마당', '일통이반', '덤장', '서문수산', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '현옥식당', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '성미식당', '태광식당', '초밥군커피씨', '다가미(도남)', '해금강횟집', '명성식당', '그린정', '자자손손국수회관']","['라마다프라자제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '뷰티풀제주', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '선물고팡', '삼다닷컴', '용연낚시', '제주시농협농산물직거래센터', '제일토산품', '이제주숍']",제주도를 방문한다면 한 번쯤!,"둘째, 넷째 주 수요일","평일 : 08:30 ~ 19:00 , 주말 : 08:30 ~ 19:00",,,,,,,공용주차장,,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,,한식
오솔길,음식점,제주특별자치도 제주시 임항로 264,"['정식 ', '고등어조림 ', '몸국', '갈치국 ', '성게국 ', '자리물회']",0,2,0,0,0,1381,0,"['용두암', '제주하늘을날다(패러글라이딩)', '용연', '관덕정', '제주목관아', '국립제주박물관', '탑동', '민속자연사박물관', '삼성혈', '두맹이골목', '사라봉', '전농로 서사라문화거리', '용담/용두암 해안도로', '제주문예회관', '제주월드21', '보물섬하이킹', '제주 패러글라이딩 스쿨', '김만덕객주', '산지등대', '산지천', '흑돼지거리', '사라봉공원', '탑동해변공연장', '용연카누클럽', '김만덕기념관', '별도봉', '오현단', '제주성지', '아라리오뮤지엄탑동시네마', '아라리오뮤지엄동문모텔1', '제주향교', '제주교육박물관', '제주스쿠터여행', '비블리아성서식물원', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2', '남수각 하늘길 벽화거리']","['미친부엌', '고집돌우럭(제주공항점)', '우진해장국', '만선식당', '바다풍경횟집', '쉬림프박스', '산지물식당(건입동본점)', '명품진전복해물탕', '신설오름', '살롱드라방 SALON de LAVANT', '국수마당', '일통이반', '서문수산', '넉둥베기 고사리육개장', '골막식당', '은희네해장국 (일도점)', '하노이안브라더스', '탑동산호전복', '화로향', '바다위에코끼리', '제주토속몸국', '제주침시술소바 (오로라식품)', '성미식당', '태광식당', '초밥군커피씨', '해금강횟집', '명성식당', '그린정', '자자손손국수회관', '모시란', '옛날동문시장칼국수', '부지깽이', '만세국수 삼성혈점', '하르방밀면(운동장점)']","['라마다프라자제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '봉쟈 게스트하우스', '제주KAL호텔', '예하게스트하우스', '호스텔린든(Hostel lyndon)', '슴게스트하우스 제주공항점', '미소게스트하우스', '제주오리엔탈호텔', '게스트하우스7', '갤럭시호텔 제주', '아스타호텔']","['제주동문시장(동문재래시장)', '제주동문수산시장', '제주중앙지하상가', '제주칠성로상가', '더아일랜더', '지소울', '서문공설시장', '보성시장', '다나한한복 앤 러블리베베', '바당의물질', '용연낚시', '제주시농협농산물직거래센터', '제일토산품', '이제주숍', '명품수산']","고등어조림, 옥돔구이, 갈치국, 성게국, 한치물회, 자리물회까지 다양한 제주 음식을 맛 볼 수 있는 곳",일요일 휴무,"평일 : 07:30 ~ 22:00 , 주말 : 07:30 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,향토음식
오조파스타앤피자,음식점,제주특별자치도 서귀포시 성산읍 고성동서로 79,"['파스타 ', '피자 ', '맥주', '양식']",0,3,0,0,0,1089,0,"['성산일출봉(UNESCO 세계자연유산)', '아쿠아플라넷 제주', '광치기해변', '우도잠수함(제주씨월드)', '지니어스 로사이', '제주커피박물관 바움 Baum', '제주올레 1코스', '신양섭지해수욕장', '성산항', '유민미술관', '지포뮤지엄', '해품은체험농장', '성산 유채꽃재배단지', '오조포구', '제주올레 2코스', '성산포항', '쇠와꽃 승마장', '제주쥬티클럽', '대수산봉(큰물뫼,물미오름)', '성산오조리해안', '신양해안도로', '아일랜드에프', '성산~세화 해안도로', '소수산봉(족은물뫼)']","['섭지코지 해녀밥상', '맛나식당', '성산회관', '바다의집', '경미네집(경미휴게소)', '그리운바다성산포', '복자씨연탄구이', '제주뚝배기', '성산해오름식당', '한성식당', '만조이천쌀밥', '섭지해녀의집', '산포식당', '일출봉쑥빵보리빵', '성산진미식당', '돌섬', '명품한라봉아이스크림', '오조해녀의 집', '코코마마', '어부피자', '등경돌식당', '돌하르방 뚝배기', '카페코지', '인더오조', '마돈', '파리바게뜨 성산일출봉점', '둥지식당', '남양수산', '성산흑돼지두루치기', '파파야 수제버거', '어머니닭집', '해뜰', '커피먹는 고냉이', '고가네', '어멍횟집', '제주칼국수 제주해물탕', '백기해녀의 집', '섭지향', '고등어쌈밥', '장승포식당', '문화통닭', '청운식당', '윌라라', '일출왕뚝배기', '선미식당', '착한마녀김밥', '새벽숯불가든', '방듸', '해마루', '복댕이']","['휘닉스 제주 섭지코지', '메종드오조락', '아름다운리조트', '플레이스 캠프 제주', '골든튤립 제주 성산호텔', '봄그리고가을호텔&리조트', '더클라우드호텔', '더포그레이스호텔앤리조트', '코델리아리조트', '성산우리집 펜션', '미도모텔', '노낭게스트하우스', '1915 지오하우스', '보물섬', '썬레이크빌제주', '블루마운틴호텔', '에바다라이더하우스.공방', '라메종베니in제주', '브리즈베이호텔', '볕들이펜션', '성산아침노을펜션', '쏠레 민박', '코시롱게스트하우스', '푸르미르 펜션']","['고성오일시장', 'B일상잡화점']",합리적인 가격에 건강함을 맛보다,연중무휴,"평일 : 11:30 ~ 21:30 , 주말 : 11:30 ~ 21:30",,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,,양식
오캄,음식점,제주특별자치도 제주시 정실3길 118,"['카페 ', '베이커리 ', '유기농빵']",0,0,0,0,0,543,0,"['제주러브랜드', '한라수목원', '신비의도로카트체험장', '브릭캠퍼스', '제주특별자치도 도립미술관', '누웨마루거리(구 바오젠)', '아이스뮤지엄', '플레이박스VR', '민오름(오라동)', '방선문', '민오름(조천읍)', '손방둥이', '미요캔들', '수목원테마공원(야시장길&LED공원)', '레이저서바이벌M', '거인의 정원', '캘리그라피 오월']","['제주김만복(만복이네김밥집)', '올래국수', '오라숲소리', '명당양과', '앞뱅디식당', '스시호시카이', '삼무국수', '연동마라도횟집', '메밀꽃차롱', '제주 어가', '영주말가든', '유리네', '황금어장(제주시)', '보스코화덕피자', '레드팬더', '장춘육당', '아라파파 a la papa', '좀녀마을뚝배기', '동도원', '삼대국수회관 신제주점', '광원', '다가미(도남)', '만원의행복', '수복강녕', '이게밥도둑', '제주901', '섬채', '메콩스카이', '하르방밀면(운동장점)', '망고홀릭 제주본점', '대관원', '남해횟집', '탕궁훠궈', '먹쿠슬낭여행자카페', '라지마할 RAJMAHAL', '짬뽕에취한날', '황궁쟁반탐라원', '애월바베', '미풍해장국 신제주점', '포도원흑돼지', '행복한국수집', '거부한정식(신제주점)', '김명자굴국밥(제주본점)', '우수미회센타', '노조미', '고메아일랜드', '한라산빵 1950', '제스피', '삼성혈해물탕', '대원가', '만부정', '청해원', '깜돈 흑돼지', '연정식당', '돈마구이해장국(연동점)', '파스쿠찌 도남점', '연우네', '엉클통김밥(본점)', '다해복국', '본가']","['메종글래드 제주', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '신라스테이 제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '호텔레오', '밸류호텔 월드와이드 제주', '아트모텔', '호텔 스카이파크 제주1호점', '가이아호텔', '다이아몬드 호텔', '도일모텔', '비아 제주', '디셈버호텔', '스위트모텔', '또랑게스트하우스', '제주썬호텔&카지노', '호텔더원', '호텔제이엠', '뉴제주호텔']","['삼다닷컴', '모이소', '얼리스프링플라워']",건강한 재료로 만드는 유기농 제주빵집.,"화,수요일 휴무","평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,카페
